Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
72.0,15:28.51,,Almenesh BELETE,26 JUL 1989,BEL,2,,Sollentuna (SWE),27 JUN 2013,1108.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14259898,toplist
73.0,15:29.64,,Lisa UHL,31 AUG 1987,USA,5f1,,"Palo Alto, CA (USA)",29 MAR 2013,1106.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14314657,toplist
74.0,15:29.72,,Kate VAN BUSKIRK,09 JUN 1987,CAN,6,,"Walnut, CA (USA)",19 APR 2013,1106.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14267049,toplist
75.0,15:29.85,,Shiho TAKECHI,18 AUG 1990,JPN,4,,Tokyo (JPN),09 JUN 2013,1106.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14327830,toplist
76.0,15:30.41,,Rosemary WANJIRU,09 DEC 1994,KEN,3f5,,Yokohama (JPN),30 NOV 2013,1105.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14483460,toplist
77.0,15:30.46,,Pauline KAMULU,30 DEC 1994,KEN,1f3,,Yokohama (JPN),29 SEP 2013,1105.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14577978,toplist
78.0,15:30.61,,Xiaojie WEI,20 NOV 1989,CHN,1,,Suzhou (CHN),01 JUN 2013,1104.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14523285,toplist
79.0,15:30.63,,Inés MELCHOR,30 AUG 1986,PER,1,,Trujillo (PER),28 NOV 2013,1104.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14293292,toplist
80.0,15:30.82,,Katrina WOOTTON,02 SEP 1985,GBR,1,,Solihull (GBR),18 MAY 2013,1104.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14276808,toplist
80.0,15:30.82,,Akari OTA,26 JAN 1994,JPN,2f3,,Yokohama (JPN),29 SEP 2013,1104.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14527915,toplist
82.0,15:30.99,,Judit PLA,02 MAY 1978,ESP,5,,Liège (BEL),10 JUL 2013,1104.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14260733,toplist
83.0,15:31.45,,Ayuko SUZUKI,08 OCT 1991,JPN,5,,Tokyo (JPN),09 JUN 2013,1103.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14428635,toplist
84.0,15:32.45,,Olga KUNGINA,17 DEC 1986,RUS,1,,"International Stadium, Gateshead (GBR)",23 JUN 2013,1101.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14297803,toplist
85.0,15:32.73,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Ulm (GER),06 JUL 2013,1100.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14278922,toplist
86.0,15:33.21,,Miyuki UEHARA,22 NOV 1995,JPN,2f1,,Nobeoka (JPN),11 MAY 2013,1100.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14483458,toplist
87.0,15:33.25,,Yukari ABE,29 NOV 1991,JPN,3f1,,Nobeoka (JPN),11 MAY 2013,1099.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14336048,toplist
88.0,15:33.47,,Mary MUNANU,12 DEC 1994,KEN,1f4,,Yokohama (JPN),16 NOV 2013,1099.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14650753,toplist
89.0,15:33.63,,Megan GOETHALS,08 JUL 1992,USA,7,,"Walnut, CA (USA)",19 APR 2013,1099.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14374272,toplist
90.0,15:34.34,,Natalya PENDYUKHOVA,09 OCT 1988,RUS,1,,Sochi (RUS),26 MAY 2013,1097.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14298765,toplist
91.0,15:34.85,,Natsuko GOTO,04 AUG 1987,JPN,4f5,,Yokohama (JPN),30 NOV 2013,1096.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14286249,toplist
92.0,15:35.24,,Laura WHITTLE,27 JUN 1985,GBR,3,,Watford (GBR),30 JUN 2013,1096.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14275519,toplist
93.0,15:35.30,,Carolina TABARES,18 JUN 1986,COL,2,,Trujillo (PER),28 NOV 2013,1096.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14327458,toplist
94.0,15:35.55,,Nadia NOUJANI,03 SEP 1981,MAR,2,,Huelva (ESP),12 JUN 2013,1095.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14290744,toplist
95.0,15:35.65,,Brenda MARTINEZ,08 SEP 1987,USA,1f4,,"Fullerton, CA (USA)",09 MAR 2013,1095.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14316143,toplist
96.0,15:35.74,,Kaoru NAGAO,26 SEP 1989,JPN,1f4,,Yokohama (JPN),21 DEC 2013,1095.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14287280,toplist
97.0,15:35.82,,Emelia GORECKA,29 JAN 1994,GBR,1,,Manchester (GBR),01 JUN 2013,1095.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14329408,toplist
98.0,15:35.96,,Trihas GEBRE,29 APR 1990,ETH,3,,Huelva (ESP),12 JUN 2013,1094.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14259852,toplist
99.0,15:36.22,,Misuzu NAKAHARA,29 NOV 1994,JPN,5f5,,Yokohama (JPN),30 NOV 2013,1094.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14462561,toplist
100.0,15:36.28,,Risa KIKUCHI,05 FEB 1990,JPN,4,,Kumagaya (JPN),21 SEP 2013,1094.0,women_5000m,2013,https://worldathletics.org/athletes/athlete=14334106,toplist
1.0,14:28.88,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1224.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14259874,toplist
2.0,14:29.19,,Almaz AYANA,21 NOV 1991,ETH,2,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1224.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14259917,toplist
3.0,14:33.73,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,3,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1215.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289100,toplist
4.0,14:37.18,,Sally KIPYEGO,19 DEC 1985,KEN,4,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1208.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289173,toplist
5.0,14:39.49,,Betsy SAINA,30 JUN 1988,KEN,5,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1203.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14363050,toplist
6.0,14:42.64,,Molly HUDDLE,31 AUG 1984,USA,6,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1197.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14313054,toplist
7.0,14:43.11,,Mercy CHERONO,07 MAY 1991,KEN,4,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1196.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14288952,toplist
8.0,14:48.68,,Shannon ROWBURY,19 SEP 1984,USA,8,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1185.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14320310,toplist
9.0,14:52.59,,Janet KISA,05 DEC 1992,KEN,5,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1177.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14423914,toplist
10.0,14:52.67,,Alemitu HAROYE,09 MAY 1995,ETH,6,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1177.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14471428,toplist
11.0,14:59.23,,Sifan HASSAN,01 JAN 1993,NED,1f1,,"Palo Alto, CA (USA)",04 MAY 2014,1165.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14489606,toplist
12.0,14:59.49,,Meraf BAHTA,24 JUN 1989,SWE,2f1,,"Palo Alto, CA (USA)",04 MAY 2014,1164.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14262200,toplist
13.0,14:59.69,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,Incheon (KOR),02 OCT 2014,1164.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14268773,toplist
14.0,15:00.19,,Agnes Jebet TIROP,23 OCT 1995,KEN,8,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1163.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289007,toplist
15.0,15:00.87,,Mimi BELETE,09 JUN 1988,BRN,2,,Incheon (KOR),02 OCT 2014,1161.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14270503,toplist
16.0,15:01.73,,Irene JELAGAT,10 DEC 1988,KEN,9,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1160.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289013,toplist
17.0,15:04.74,,Katie MACKEY,12 NOV 1987,USA,3f1,,"Palo Alto, CA (USA)",04 MAY 2014,1154.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14310264,toplist
18.0,15:04.87,,Joanne PAVEY,20 SEP 1973,GBR,10,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1154.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14276037,toplist
19.0,15:04.98,,Laura THWEATT,17 DEC 1988,USA,4f1,,"Palo Alto, CA (USA)",04 MAY 2014,1153.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14326779,toplist
20.0,15:07.45,,Emelia GORECKA,29 JAN 1994,GBR,5f1,,"Palo Alto, CA (USA)",04 MAY 2014,1149.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14329408,toplist
21.0,15:07.58,,Clémence CALVIN,17 MAY 1990,FRA,,,Le Mans (FRA),23 MAY 2014,1148.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14258216,toplist
22.0,15:08.31,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1f2,,Nagasaki (JPN),29 NOV 2014,1147.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14372447,toplist
23.0,15:08.61,,Kim CONLEY,14 MAR 1986,USA,11,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1146.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14307978,toplist
24.0,15:09.64,,Hiwot AYALEW,06 MAR 1990,ETH,12,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1144.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14446122,toplist
25.0,15:10.38,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,4,,"Hampden Park, Glasgow (GBR)",02 AUG 2014,1143.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289494,toplist
26.0,15:10.46,,Alemitu HAWI,14 NOV 1996,ETH,2,,"Hayward Field, Eugene, OR (USA)",23 JUL 2014,1143.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14730995,toplist
27.0,15:11.13,,Aisling CUFFE,12 SEP 1993,USA,6f1,,"Palo Alto, CA (USA)",04 MAY 2014,1142.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14362841,toplist
28.0,15:11.42,,Etagegn WOLDU,10 MAY 1996,ETH,13,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1141.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14593389,toplist
29.0,15:11.68,,Julia BLEASDALE,09 SEP 1981,GBR,14,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1140.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14274511,toplist
30.0,15:12.51,,Changqin DING,27 NOV 1991,CHN,3,,Incheon (KOR),02 OCT 2014,1139.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14334270,toplist
31.0,15:12.79,,Marielle HALL,28 JAN 1992,USA,3,,"Sacramento, CA (USA)",27 JUN 2014,1138.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14366610,toplist
32.0,15:13.21,,Jessica O'CONNELL,10 FEB 1989,CAN,7f1,,"Palo Alto, CA (USA)",04 MAY 2014,1138.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14267438,toplist
33.0,15:14.96,,Ayuko SUZUKI,08 OCT 1991,JPN,2f2,,Yamaguchi (JPN),12 OCT 2014,1134.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14428635,toplist
34.0,15:14.99,,Eloise WELLINGS,09 NOV 1982,AUS,5,,"Hampden Park, Glasgow (GBR)",02 AUG 2014,1134.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14271451,toplist
35.0,15:15.14,,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,1,,Luzern (SUI),15 JUL 2014,1134.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14330221,toplist
36.0,15:15.74,,Tejitu DABA,20 AUG 1991,BRN,1,,Nijmegen (NED),11 JUN 2014,1133.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14383159,toplist
37.0,15:16.50,,Perine NENGAMPI,1989,KEN,1,,Liège (BEL),16 JUL 2014,1131.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14477600,toplist
38.0,15:16.83,,Buze DIRIBA,09 FEB 1994,ETH,2,,Liège (BEL),16 JUL 2014,1131.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14464196,toplist
39.0,15:17.76,,Irine Chepet CHEPTAI,04 FEB 1992,KEN,4,,Liège (BEL),16 JUL 2014,1129.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14288936,toplist
40.0,15:18.17,,Jessica TEBO,08 APR 1988,USA,8f1,,"Palo Alto, CA (USA)",04 MAY 2014,1128.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14319056,toplist
41.0,15:18.30,,Jaisha ORCHATTERI,23 MAY 1983,IND,4,,Incheon (KOR),02 OCT 2014,1128.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14282858,toplist
42.0,15:18.53,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1f1,,Koblenz (GER),28 MAY 2014,1127.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14278922,toplist
43.0,15:18.75,,Renata PLIŚ,05 FEB 1985,POL,5,,Liège (BEL),16 JUL 2014,1127.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14294279,toplist
44.0,15:18.95,,Riko MATSUZAKI,24 DEC 1992,JPN,5,,Incheon (KOR),02 OCT 2014,1127.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14375867,toplist
45.0,15:19.00,,Rosemary WANJIRU,09 DEC 1994,KEN,,,Fukushima (JPN),08 JUN 2014,1126.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14483460,toplist
46.0,15:19.79,,Alisha WILLIAMS,05 FEB 1982,USA,2f1,,"Palo Alto, CA (USA)",04 APR 2014,1125.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14324214,toplist
47.0,15:19.93,,Gladys CHESIR,20 FEB 1993,KEN,2,,Nijmegen (NED),11 JUN 2014,1125.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14431129,toplist
48.0,15:20.01,,Sara MOREIRA,17 OCT 1985,POR,2,,Huelva (ESP),12 JUN 2014,1125.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14294989,toplist
49.0,15:20.57,,Sarah DISANZA,22 AUG 1995,USA,1,,"Boston, MA (USA) (i)",06 DEC 2014,1147.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14565055,toplist
50.0,15:20.92,,Laura WHITTLE,27 JUN 1985,GBR,2,,Luzern (SUI),15 JUL 2014,1123.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14275519,toplist
51.0,15:20.93,,Dolores CHECA,27 DEC 1982,ESP,3,,Huelva (ESP),12 JUN 2014,1123.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14261820,toplist
52.0,15:21.32,,Dulce FÉLIX,23 OCT 1982,POR,1,,"Kadrioru staadion, Tallinn (EST)",22 JUN 2014,1122.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14294876,toplist
53.0,15:21.84,,Emily SISSON,12 OCT 1991,USA,2,,"Boston, MA (USA) (i)",06 DEC 2014,1145.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14321386,toplist
54.0,15:21.93,,Kellyn JOHNSON,22 JUL 1986,USA,9f1,,"Palo Alto, CA (USA)",04 MAY 2014,1121.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14313751,toplist
55.0,15:22.75,,Maren ORTH,22 JUN 1990,GER,2f1,,Koblenz (GER),28 MAY 2014,1119.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14278412,toplist
56.0,15:22.95,,Lucy OLIVER,18 NOV 1988,NZL,11f1,,"Palo Alto, CA (USA)",04 MAY 2014,1119.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14293189,toplist
57.0,15:22.98,,Amy VAN ALSTINE,11 NOV 1987,USA,12f1,,"Palo Alto, CA (USA)",04 MAY 2014,1119.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14323242,toplist
58.0,15:23.37,,Fionnula BRITTON,24 SEP 1984,IRL,2,,"Kadrioru staadion, Tallinn (EST)",22 JUN 2014,1118.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14283143,toplist
59.0,15:24.40,,Helen CLITHEROE,02 JAN 1974,GBR,1,,Manchester (GBR),31 MAY 2014,1116.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14276033,toplist
60.0,15:24.56,,Ayumi HAGIWARA,01 JUN 1992,JPN,3f2,,Yamaguchi (JPN),12 OCT 2014,1116.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14439683,toplist
61.0,15:24.94,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,6,,Liège (BEL),16 JUL 2014,1115.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14418938,toplist
62.0,15:24.96,,Misaki ONISHI,24 FEB 1985,JPN,4f2,,Yamaguchi (JPN),12 OCT 2014,1115.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14287598,toplist
63.0,15:25.58,,Yuika MORI,25 JAN 1988,JPN,3,,Luzern (SUI),15 JUL 2014,1114.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14287201,toplist
64.0,15:25.85,,Rochelle KANUHO,04 JUL 1990,USA,6,,"Sacramento, CA (USA)",27 JUN 2014,1113.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14459325,toplist
65.0,15:25.88,,Gemma BARRACHINA FERNANDEZ,10 APR 1986,ESP,7,,Liège (BEL),16 JUL 2014,1113.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14262003,toplist
66.0,15:25.94,,Amy CRAGG,21 JAN 1984,USA,1,,"Concord, MA (USA)",05 JUN 2014,1113.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14312171,toplist
67.0,15:26.08,,Erin FINN,19 NOV 1994,USA,13f1,,"Palo Alto, CA (USA)",04 MAY 2014,1113.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14462727,toplist
68.0,15:26.71,,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,5f2,,Yamaguchi (JPN),12 OCT 2014,1112.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14330100,toplist
69.0,15:27.26,,Alla KULYATINA,09 JUN 1990,RUS,1,,Sochi (RUS),30 MAY 2014,1111.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14408065,toplist
70.0,15:27.30,,Jip VASTENBURG,21 MAR 1994,NED,3,,Nijmegen (NED),11 JUN 2014,1111.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14423990,toplist
70.0,15:27.30,,Christine BARDELLE,16 AUG 1974,FRA,1,,Carquefou (FRA),20 JUN 2014,1111.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14258642,toplist
72.0,15:27.49,,Yuka MIYAZAKI,21 AUG 1992,JPN,6f2,,Yamaguchi (JPN),12 OCT 2014,1110.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14504804,toplist
73.0,15:27.75,,Madeleine HEINER,15 MAY 1987,AUS,2,,Sydney (AUS),15 MAR 2014,1110.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14271970,toplist
74.0,15:27.90,,Kate AVERY,10 OCT 1991,GBR,4f1,,"Palo Alto, CA (USA)",04 APR 2014,1110.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14274416,toplist
75.0,15:28.38,,Alexi PAPPAS,28 MAR 1990,USA,7,,"Sacramento, CA (USA)",27 JUN 2014,1109.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14419225,toplist
76.0,15:28.56,,Jordan HASAY,21 SEP 1991,USA,1f1,,"Portland, OR (USA)",15 JUN 2014,1108.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14312156,toplist
77.0,15:29.02,,Kasumi NISHIHARA,01 MAR 1989,JPN,1,,Nagasaki (JPN),18 OCT 2014,1107.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14287422,toplist
78.0,15:29.55,,Pauline KAMULU,30 DEC 1994,KEN,1f1,,Nobeoka (JPN),10 MAY 2014,1106.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14577978,toplist
79.0,15:29.94,,Katie BROUGH,27 APR 1982,GBR,5f1,,"Palo Alto, CA (USA)",04 APR 2014,1106.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14540500,toplist
80.0,15:30.33,,Lauren PENNEY,27 MAY 1990,USA,15f1,,"Palo Alto, CA (USA)",04 MAY 2014,1105.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14373448,toplist
81.0,15:30.50,,Nicole SIFUENTES,30 JUN 1986,CAN,6f1,,"Palo Alto, CA (USA)",04 APR 2014,1105.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14268054,toplist
82.0,15:30.61,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,4,,Nairobi (KEN),07 JUN 2014,1104.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14288961,toplist
83.0,15:30.87,,Brenda FLORES,04 SEP 1991,MEX,2,,"Walnut, CA (USA)",18 APR 2014,1104.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14414965,toplist
84.0,15:30.93,,Abbey COOPER,25 MAY 1992,USA,3,,"Walnut, CA (USA)",18 APR 2014,1104.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14451797,toplist
85.0,15:31.02,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,4,,Huelva (ESP),12 JUN 2014,1104.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14261624,toplist
86.0,15:31.03,,Sarah COLLINS,15 SEP 1994,IRL,7f1,,"Palo Alto, CA (USA)",04 APR 2014,1104.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14486477,toplist
87.0,15:31.27,,Natalya POPKOVA,21 SEP 1988,RUS,1,,Kazan (RUS),25 JUL 2014,1103.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14298974,toplist
88.0,15:31.43,,Nicole BUSH,04 APR 1986,USA,16f1,,"Palo Alto, CA (USA)",04 MAY 2014,1103.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14306935,toplist
89.0,15:31.49,,Emily PLUCK,07 JUL 1990,AUS,3,,Sydney (AUS),15 MAR 2014,1103.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14271463,toplist
90.0,15:31.62,,Liv WESTPHAL,22 DEC 1993,FRA,3,,"Boston, MA (USA) (i)",06 DEC 2014,1126.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14424702,toplist
91.0,15:31.66,,Yuka TAKASHIMA,12 MAY 1988,JPN,1f1,,Yokohama (JPN),15 NOV 2014,1102.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14288055,toplist
92.0,15:31.85,,Rina NABESHIMA,16 DEC 1993,JPN,1,,Oita (JPN),18 OCT 2014,1102.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14520154,toplist
93.0,15:31.97,,Karolina NADOLSKA,06 SEP 1981,POL,5,,Huelva (ESP),12 JUN 2014,1102.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14293773,toplist
94.0,15:32.07,,Gulshat FAZLITDINOVA,28 AUG 1992,RUS,2,,Sochi (RUS),30 MAY 2014,1102.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14376856,toplist
95.0,15:32.20,,Shiho TAKECHI,18 AUG 1990,JPN,2,,Nagasaki (JPN),18 OCT 2014,1101.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14327830,toplist
96.0,15:32.26,,Jessica TONN,15 FEB 1992,USA,18f1,,"Palo Alto, CA (USA)",04 MAY 2014,1101.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14335825,toplist
97.0,15:32.29,,Kate SPENCER,23 JUN 1995,AUS,4,,Sydney (AUS),15 MAR 2014,1101.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14411161,toplist
98.0,15:32.41,,Michi NUMATA,06 MAY 1989,JPN,1f3,,Yokohama (JPN),27 SEP 2014,1101.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14287498,toplist
99.0,15:32.82,,Susan KUIJKEN,08 JUL 1986,NED,3,,"Letzigrund, Zürich (SUI)",16 AUG 2014,1100.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14291825,toplist
100.0,15:33.21,,Felista WANJUGU,18 FEB 1990,KEN,2f2,,Fukushima (JPN),18 MAY 2014,1100.0,women_5000m,2014,https://worldathletics.org/athletes/athlete=14289529,toplist
1.0,14:14.32,,Almaz AYANA,21 NOV 1991,ETH,1,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1253.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14259917,toplist
2.0,14:15.41,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1251.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14259874,toplist
3.0,14:31.95,,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1218.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14413305,toplist
4.0,14:34.10,,Mercy CHERONO,07 MAY 1991,KEN,3,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1214.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14288952,toplist
5.0,14:34.22,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1214.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14289100,toplist
6.0,14:36.44,,Senbere TEFERI,03 MAY 1995,ETH,5,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1209.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14477329,toplist
7.0,14:40.50,,Gelete BURKA,23 JAN 1986,ETH,6,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1201.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14259909,toplist
8.0,14:43.28,,Alemitu HAROYE,09 MAY 1995,ETH,4,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1196.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14471428,toplist
9.0,14:46.69,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1189.0,women_5000m,2015,https://worldathletics.org/athletes/athlete=14288971,toplist
