Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
83.0,15:14.56,,Esther MUTHONI,27 DEC 2001,KEN,1f3,,"Takebishi Stadium, Kyoto (JPN)",10 DEC 2022,1135.0,women_5000m,2022,https://worldathletics.org/athletes/kenya/esther-muthoni-14962711,toplist
84.0,15:14.61,,Katelyn TUOHY,18 MAR 2002,USA,1,,"UVA Lanningan Field, Charlottesville, VA (USA)",22 APR 2022,1135.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14679744,toplist
85.0,15:14.77,,Asayech AYICHEW,03 APR 2005,ETH,2,,"Stade Naimette-Xhovémont, Liège (BEL)",29 JUN 2022,1135.0,women_5000m,2022,https://worldathletics.org/athletes/ethiopia/asayech-ayichew-15041291,toplist
86.0,15:15.03,,Rika KASEDA,02 MAR 1999,JPN,4f1,,"Aoba Park Athletic Field, Chitose (JPN)",16 JUL 2022,1134.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14719677,toplist
87.0,15:15.39,,Mercy CHERONO,07 MAY 1991,KEN,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1133.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14288952,toplist
88.0,15:15.48,,Biruktayit DEGEFA,29 SEP 1990,ETH,1,,"Vanderbilt Track, Nashville, TN (USA)",04 JUN 2022,1133.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14383846,toplist
89.0,15:15.77,,Allie BUCHALSKI,12 JAN 1995,USA,11f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1133.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14588599,toplist
90.0,15:15.95,,Abby NICHOLS,31 JAN 1997,USA,5,,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14649782,toplist
91.0,15:16.10,,Rebecca MWANGI,15 JUN 2001,KEN,6,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14855594,toplist
92.0,15:16.11,,Viktória WAGNER-GYÜRKÉS,15 OCT 1992,HUN,9,,"Olympiastadion, München (GER)",18 AUG 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14281627,toplist
93.0,15:16.14,,Ednah KURGAT,15 JUN 1991,USA,12f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14681942,toplist
94.0,15:16.17,,Paige STONER,31 JAN 1996,USA,13f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14590877,toplist
95.0,15:16.33,,Lauren HURLEY,26 JAN 1988,USA,1,,"P3R Track & Field Complex, Pittsburgh, PA (USA)",04 JUN 2022,1132.0,women_5000m,2022,https://worldathletics.org/athletes/united-states/lauren-goss-14747968,toplist
96.0,15:16.44,,Katie IZZO,22 DEC 1996,USA,14f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1131.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14614138,toplist
97.0,15:16.47,,Luiza GEGA,05 NOV 1988,ALB,1,,"Stadionul de atletism ""Nicolae Mărășescu"", Craiova (ROU)",19 JUN 2022,1131.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14272917,toplist
98.0,15:16.63,,Desta BURKA,17 APR 2001,ETH,2f3,,"Takebishi Stadium, Kyoto (JPN)",10 DEC 2022,1131.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14841244,toplist
99.0,15:16.66,,Prisca CHESANG,07 AUG 2003,UGA,4,,"Stade des Grands Pêchers, Montreuil (FRA)",02 JUN 2022,1131.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14980121,toplist
100.0,15:16.71,,Camilla RICHARDSSON,14 SEP 1993,FIN,10,,"Olympiastadion, München (GER)",18 AUG 2022,1131.0,women_5000m,2022,https://worldathletics.org/athletes/athlete=14379678,toplist
1.0,14:00.21,,Gudaf TSEGAY,23 JAN 1997,ETH,1,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1282.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14595214,toplist
2.0,14:05.20,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1272.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14413305,toplist
3.0,14:05.92,,Beatrice CHEBET,05 MAR 2000,KEN,2,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1270.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14749924,toplist
4.0,14:07.94,,Letesenbet GIDEY,20 MAR 1998,ETH,2,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1266.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14654918,toplist
5.0,14:13.31,,Ejgayehu TAYE,10 FEB 2000,ETH,3,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1255.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14848746,toplist
6.0,14:13.42,,Sifan HASSAN,01 JAN 1993,NED,3,,"Olympic Stadium, London (GBR)",23 JUL 2023,1255.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14489606,toplist
7.0,14:16.54,,Medina EISA,2002,ETH,4,,"Olympic Stadium, London (GBR)",23 JUL 2023,1249.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14985841,toplist
8.0,14:19.45,,Alicia MONSON,13 MAY 1998,USA,5,,"Olympic Stadium, London (GBR)",23 JUL 2023,1243.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14708276,toplist
9.0,14:23.05,,Lilian Kasait RENGERUK,03 MAY 1997,KEN,4,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1236.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14590678,toplist
10.0,14:23.45,,Freweyni HAILU,12 FEB 2001,ETH,5,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1235.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14836656,toplist
11.0,14:23.67,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,6,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1235.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14375882,toplist
12.0,14:29.18,,Nozomi TANAKA,04 SEP 1999,JPN,3,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1224.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14632538,toplist
13.0,14:34.53,,Lemlem HAILU,25 MAY 2001,ETH,7,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1213.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14806061,toplist
14.0,14:36.70,,Agnes Jebet NGETICH,23 JAN 2001,KEN,9,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1209.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14758189,toplist
15.0,14:37.94,,Birke HAYLOM,06 JAN 2006,ETH,6,,"Olympic Stadium, London (GBR)",23 JUL 2023,1206.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=15009582,toplist
16.0,14:39.05,,Winnie JEMUTAI,04 OCT 2003,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1204.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14989664,toplist
17.0,14:39.11,,Ayal DAGNACHEW,18 JAN 2002,ETH,5,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1204.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14910907,toplist
18.0,14:39.36,,Melknat WUDU,03 JAN 2005,ETH,7,,"Olympic Stadium, London (GBR)",23 JUL 2023,1203.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14923882,toplist
19.0,14:40.88,,Sarah CHELANGAT,05 JUN 2001,UGA,4,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1200.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14786748,toplist
20.0,14:41.30,,Nadia BATTOCLETTI,12 APR 2000,ITA,8,,"Olympic Stadium, London (GBR)",23 JUL 2023,1200.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14700830,toplist
21.0,14:42.63,,Grace Loibach NAWOWUNA,10 NOV 2003,KEN,10,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1197.0,women_5000m,2023,https://worldathletics.org/athletes/kenya/grace-loibach-nawowuna-14989694,toplist
22.0,14:43.36,,Josette ANDREWS,15 DEC 1995,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1196.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14574966,toplist
23.0,14:43.94,,Laura GALVÁN,05 OCT 1991,MEX,8h2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1194.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14329560,toplist
24.0,14:44.24,,Jessica HULL,22 OCT 1996,AUS,5,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1194.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14464506,toplist
25.0,14:44.94,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,6,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1192.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14848732,toplist
26.0,14:45.13,,Mekedes ALEMESHETE,30 MAR 2006,ETH,6,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1192.0,women_5000m,2023,https://worldathletics.org/athletes/ethiopia/mekedes-alemeshete-15094415,toplist
27.0,14:45.24,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,9,,"Olympic Stadium, London (GBR)",23 JUL 2023,1192.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14292573,toplist
28.0,14:45.70,,Aynadis MEBRATU,25 NOV 2004,ETH,1,,"Stade Naimette-Xhovémont, Liège (BEL)",12 JUL 2023,1191.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14923883,toplist
29.0,14:46.12,,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,2,,"Stade Naimette-Xhovémont, Liège (BEL)",12 JUL 2023,1190.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14848733,toplist
30.0,14:46.25,,Senayet GETACHEW,01 OCT 2005,ETH,10,,"Olympic Stadium, London (GBR)",23 JUL 2023,1190.0,women_5000m,2023,https://worldathletics.org/athletes/ethiopia/senayet-getachew-15046190,toplist
31.0,14:47.15,,Elly HENES,13 OCT 1998,USA,11,,"Olympic Stadium, London (GBR)",23 JUL 2023,1188.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14666149,toplist
32.0,14:47.52,,Maureen KOSTER,03 JUL 1992,NED,12,,"Olympic Stadium, London (GBR)",23 JUL 2023,1187.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14372338,toplist
33.0,14:47.71,,Margaret AKIDOR,26 JUN 2002,KEN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",11 NOV 2023,1187.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14798242,toplist
34.0,14:47.76,,Joselyn Daniely BREA,12 AUG 1994,VEN,2,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1187.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14748599,toplist
35.0,14:48.14,,Laura MUIR,09 MAY 1993,GBR,11,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1186.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14422111,toplist
36.0,14:50.90,,Emily INFELD,21 MAR 1990,USA,4,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1181.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14313263,toplist
37.0,14:51.14,,Yalemget YAREGAL,23 OCT 2003,ETH,1f7,,"LAZ Wien, Wien (AUT)",17 JUN 2023,1180.0,women_5000m,2023,https://worldathletics.org/athletes/ethiopia/yalemget-yaregal-15016403,toplist
38.0,14:51.53,,Jessica WARNER-JUDD,07 JAN 1995,GBR,8,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1180.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14336301,toplist
39.0,14:51.69,,Selah BUSIENEI,27 DEC 1991,KEN,1,,"Stadio Zecchini, Grosseto (ITA)",27 MAY 2023,1179.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14479236,toplist
40.0,14:52.21,,Natosha ROGERS,07 MAY 1991,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 FEB 2023,1203.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14413831,toplist
41.0,14:52.28,,Edinah JEBITOK,10 NOV 2001,KEN,9,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1178.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14798230,toplist
42.0,14:52.66,,Elise CRANNY,09 MAY 1996,USA,1,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1177.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14531083,toplist
43.0,14:53.02,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,2f7,,"LAZ Wien, Wien (AUT)",17 JUN 2023,1177.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14786755,toplist
44.0,14:53.41,,Weini KELATI FREZGHI,01 DEC 1996,USA,4f1,,Montesson (FRA),10 JUN 2023,1176.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14877184,toplist
45.0,14:53.62,,Teresiah GATERI,05 JAN 2002,KEN,13,,"Olympic Stadium, London (GBR)",23 JUL 2023,1175.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14798246,toplist
46.0,14:56.00,,Lemlem NIBRET,01 JAN 2005,ETH,5f1,,Montesson (FRA),10 JUN 2023,1171.0,women_5000m,2023,https://worldathletics.org/athletes/ethiopia/lemlem-nibret-15024105,toplist
47.0,14:56.11,,Parker VALBY,27 SEP 2002,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,1195.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14903214,toplist
48.0,14:56.98,,Megan KEITH,23 APR 2002,GBR,15,,"Olympic Stadium, London (GBR)",23 JUL 2023,1169.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14918707,toplist
49.0,14:57.63,,Judy Jepngetich CHEPASKWONY,24 DEC 2002,KEN,1f3,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2023,1168.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14933950,toplist
50.0,14:58.03,,Esther MUTHONI,27 DEC 2001,KEN,2f3,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2023,1167.0,women_5000m,2023,https://worldathletics.org/athletes/kenya/esther-muthoni-14962711,toplist
51.0,14:59.63,,Susan KAMOTHO,13 DEC 2004,KEN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",02 DEC 2023,1164.0,women_5000m,2023,https://worldathletics.org/athletes/kenya/susan-kamotho-15008159,toplist
52.0,14:59.65,,Sarah INGLIS,28 AUG 1991,GBR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 FEB 2023,1188.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14275418,toplist
53.0,15:00.03,,Eva CHERONO,15 AUG 1996,KEN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",11 JUN 2023,1163.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14472835,toplist
54.0,15:00.48,,Agate CAUNE,07 AUG 2004,LAT,4h1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1162.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14852324,toplist
55.0,15:00.89,,Hanna KLEIN,06 APR 1993,GER,6f1,,Montesson (FRA),10 JUN 2023,1161.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14360692,toplist
56.0,15:01.22,,Naomi CHEPNGENO,22 DEC 1994,KEN,8f1,,Montesson (FRA),10 JUN 2023,1161.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14425858,toplist
57.0,15:01.34,,Fiona O'KEEFFE,24 MAY 1998,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 FEB 2023,1185.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14639376,toplist
58.0,15:01.37,,Klara LUKAN,08 SEP 2000,SLO,9f1,,Montesson (FRA),10 JUN 2023,1160.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14605811,toplist
59.0,15:01.78,,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",24 JUN 2023,1160.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14383286,toplist
60.0,15:02.07,,Whittni MORGAN,22 OCT 1997,USA,1,,"Los Angeles, CA (USA)",22 JUL 2023,1159.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14770924,toplist
61.0,15:02.11,,Marta GARCÍA,01 JAN 1998,ESP,4,,"Olympiastadion, Berlin (GER)",03 SEP 2023,1159.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14635475,toplist
62.0,15:02.22,,Bontu Edao REBITU,12 DEC 1997,BRN,1,,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",04 JUL 2023,1159.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14643415,toplist
63.0,15:02.62,,Karissa SCHWEIZER,04 MAY 1996,USA,5,,"Olympiastadion, Berlin (GER)",03 SEP 2023,1158.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14470567,toplist
64.0,15:02.93,,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,6,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1157.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14274781,toplist
65.0,15:03.12,,Katelyn TUOHY,18 MAR 2002,USA,7,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1157.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14679744,toplist
66.0,15:03.13,,Taylor WERNER,01 MAY 1998,USA,1,,"Mt. Hood Community College, Gresham, OR (USA)",04 JUN 2023,1157.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14534526,toplist
67.0,15:03.33,,Celestine Jepkosgei BIWOT,24 DEC 2003,KEN,6,,"Olympiastadion, Berlin (GER)",03 SEP 2023,1157.0,women_5000m,2023,https://worldathletics.org/athletes/kenya/celestine-jepkosgei-biwot-14989898,toplist
68.0,15:03.97,,Annie RODENFELS,24 JUL 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,1180.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14762729,toplist
69.0,15:04.41,,Axumawit EMBAYE,18 OCT 1994,ETH,8,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1154.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14534819,toplist
70.0,15:06.22,,Judith KIYENG,10 DEC 1993,KEN,10f1,,Montesson (FRA),10 JUN 2023,1151.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14593551,toplist
71.0,15:06.35,,Asayech AYICHEW,03 APR 2005,ETH,11f1,,Montesson (FRA),10 JUN 2023,1151.0,women_5000m,2023,https://worldathletics.org/athletes/ethiopia/asayech-ayichew-15041291,toplist
72.0,15:06.39,,Lea MEYER,16 SEP 1997,GER,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1151.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14509240,toplist
73.0,15:06.46,,Mirriam CHEROP,25 JUN 1999,KEN,1f5,,"Yanmar Stadium Nagai, Osaka (JPN)",07 DEC 2023,1151.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14700573,toplist
74.0,15:06.80,,Sarah LAHTI,18 FEB 1995,SWE,10,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1150.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14403185,toplist
75.0,15:06.96,,Agnes Mwikali MUTUKU,15 DEC 2002,KEN,2f5,,"Yanmar Stadium Nagai, Osaka (JPN)",07 DEC 2023,1150.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14915503,toplist
76.0,15:07.43,,Ririka HIRONAKA,24 NOV 2000,JPN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",02 DEC 2023,1149.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14766617,toplist
77.0,15:07.45,,Tsiyon ABEBE,17 AUG 2006,ETH,12,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1149.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=15036005,toplist
78.0,15:07.55,,Janeth CHEPNGETICH,23 JUL 1998,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",24 JUN 2023,1148.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14689606,toplist
79.0,15:07.75,,Cintia CHEPNGENO,03 JUN 2000,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",24 JUN 2023,1148.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14758187,toplist
80.0,15:07.93,,Rose DAVIES,21 DEC 1999,AUS,10h1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1148.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14517594,toplist
81.0,15:07.97,,Caroline Makandi GITONGA,12 MAY 1996,KEN,1,,"Arena Civica Gianni Brera, Milano (ITA)",29 APR 2023,1148.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14761963,toplist
82.0,15:08.12,,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,1f1,,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",20 MAY 2023,1147.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14375060,toplist
83.0,15:08.87,,Emily LIPARI,19 NOV 1992,USA,1,,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1146.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14315463,toplist
84.0,15:08.96,,Ludovica CAVALLI,20 DEC 2000,ITA,3f7,,"LAZ Wien, Wien (AUT)",17 JUN 2023,1146.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14752217,toplist
85.0,15:09.22,,Miriam Chepkech SEREM,08 JUL 2003,KEN,5,,"Nyayo National Stadium, Nairobi (KEN)",24 JUN 2023,1145.0,women_5000m,2023,https://worldathletics.org/athletes/kenya/miriam-chepkech-serem-15102096,toplist
86.0,15:09.27,,Hellen Ekalale LOBUN,18 MAR 1999,KEN,4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",02 DEC 2023,1145.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14786743,toplist
87.0,15:09.28,,Purity Kajuju GITONGA,12 MAY 1996,KEN,13f1,,Montesson (FRA),10 JUN 2023,1145.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14892498,toplist
88.0,15:09.42,,Olga VOVK,13 FEB 1993,RUS,1,,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2023,1145.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14421057,toplist
89.0,15:09.60,,Abby NICHOLS,31 JAN 1997,USA,8,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1144.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14649782,toplist
90.0,15:09.83,,Janeth Nyiva MUTUNGI,27 AUG 2003,KEN,2f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1144.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14849583,toplist
91.0,15:10.13,,Abersh MINSEWO,22 FEB 2001,ETH,13,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1143.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14805770,toplist
92.0,15:10.35,,Parul CHAUDHARY,15 APR 1995,IND,9,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1143.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14497992,toplist
93.0,15:10.45,,Svetlana APLACHKINA,28 NOV 1992,RUS,2,,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2023,1143.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14442634,toplist
94.0,15:10.59,,Alina REH,23 MAY 1997,GER,14f1,,Montesson (FRA),10 JUN 2023,1143.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14507612,toplist
95.0,15:11.10,,Wuga HE,28 JUL 1998,CHN,2f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",21 APR 2023,1142.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14862415,toplist
96.0,15:11.15,,Dolphine Nyaboke OMARE,26 JUL 2001,KEN,3f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1141.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14758190,toplist
97.0,15:11.30,,Ednah KURGAT,15 JUN 1991,USA,10,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1141.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14681942,toplist
98.0,15:11.63,,Camilla RICHARDSSON,14 SEP 1993,FIN,2f1,,"Raatin Stadion, Oulu (FIN)",08 JUL 2023,1141.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14379678,toplist
99.0,15:11.84,,Lauren RYAN,15 MAR 1998,AUS,2,,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1140.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14667446,toplist
100.0,15:12.90,,Rebecca MWANGI,15 JUN 2001,KEN,4f3,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2023,1138.0,women_5000m,2023,https://worldathletics.org/athletes/athlete=14855594,toplist
1.0,14:09.52,,Beatrice CHEBET,05 MAR 2000,KEN,1,,"Letzigrund, Zürich (SUI)",05 SEP 2024,1263.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14749924,toplist
2.0,14:18.76,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1244.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14848732,toplist
3.0,14:18.92,,Ejgayehu TAYE,10 FEB 2000,ETH,2,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1244.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14848746,toplist
4.0,14:20.61,,Freweyni HAILU,12 FEB 2001,ETH,3,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14836656,toplist
5.0,14:21.89,,Medina EISA,2002,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1238.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14985841,toplist
6.0,14:22.76,,Aynadis MEBRATU,25 NOV 2004,ETH,4,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1236.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=14923883,toplist
7.0,14:23.71,,Birke HAYLOM,06 JAN 2006,ETH,5,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1234.0,women_5000m,2024,https://worldathletics.org/athletes/athlete=15009582,toplist
