discipline,athlete_a,athlete_b,wins,meetings,win_rate
men_JT,Kenji Ogura[de],Cameron McEntyre,0,1,0.0
men_JT,Kenji Ogura[de],Capers Williamson,1,1,1.0
men_JT,Kenji Ogura[de],Curtis Thompson,1,1,1.0
men_JT,Kenji Ogura[de],Cyprian Mrzygłód,0,1,0.0
men_JT,Kenji Ogura[de],D. P. Manu,0,1,0.0
men_JT,Kenji Ogura[de],D.P. Manu,0,1,0.0
men_JT,Kenji Ogura[de],Dawid Wegner,0,1,0.0
men_JT,Kenji Ogura[de],Douw Smit,1,1,1.0
men_JT,Kenji Ogura[de],Edis Matusevičius,0,1,0.0
men_JT,Kenji Ogura[de],Felise Vaha'i Sosaia,1,1,1.0
men_JT,Kenji Ogura[de],Gatis Čakšs,1,1,1.0
men_JT,Kenji Ogura[de],Genki Dean,0,1,0.0
men_JT,Kenji Ogura[de],György Herczeg,1,1,1.0
men_JT,Kenji Ogura[de],Ihab Abdelrahman,0,1,0.0
men_JT,Kenji Ogura[de],Jakob Samuelsson,1,1,1.0
men_JT,Kenji Ogura[de],Jakub Vadlejch,0,1,0.0
men_JT,Kenji Ogura[de],Julian Weber,0,1,0.0
men_JT,Kenji Ogura[de],Julius Yego,0,1,0.0
men_JT,Kenji Ogura[de],Kishore Jena,0,1,0.0
men_JT,Kenji Ogura[de],Lassi Etelätalo,0,1,0.0
men_JT,Kenji Ogura[de],Leandro Ramos,1,1,1.0
men_JT,Kenji Ogura[de],Luiz Mauricio da Silva,0,1,0.0
men_JT,Kenji Ogura[de],Neeraj Chopra,0,1,0.0
men_JT,Kenji Ogura[de],Oliver Helander,0,1,0.0
men_JT,Kenji Ogura[de],Patriks Gailums,0,1,0.0
men_JT,Kenji Ogura[de],Pedro Henrique Rodrigues,1,1,1.0
men_JT,Kenji Ogura[de],Rolands Štrobinders,1,1,1.0
men_JT,Kenji Ogura[de],Timothy Herman,0,1,0.0
men_JT,Kenji Ogura[de],Toni Kuusela,0,1,0.0
men_JT,Keshorn Walcott,#2,0,1,0.0
men_JT,Keshorn Walcott,#3,0,1,0.0
men_JT,Keshorn Walcott,2,0,1,0.0
men_JT,Keshorn Walcott,3,0,1,0.0
men_JT,Keshorn Walcott,Alexandru Novac,2,2,1.0
men_JT,Keshorn Walcott,Anderson Peters,0,3,0.0
men_JT,Keshorn Walcott,Andrian Mardare,1,3,0.3333333333333333
men_JT,Keshorn Walcott,Arshad Nadeem,0,2,0.0
men_JT,Keshorn Walcott,Artur Felfner,1,2,0.5
men_JT,Keshorn Walcott,Cameron McEntyre,2,2,1.0
men_JT,Keshorn Walcott,Chinecherem Nnamdi,1,1,1.0
men_JT,Keshorn Walcott,Cruz Hogan,1,1,1.0
men_JT,Keshorn Walcott,Curtis Thompson,3,4,0.75
men_JT,Keshorn Walcott,Cyprian Mrzyglód,1,1,1.0
men_JT,Keshorn Walcott,David Carreon,1,1,1.0
men_JT,Keshorn Walcott,Dawid Wegner,1,1,1.0
men_JT,Keshorn Walcott,Edis Matusevičius,1,1,1.0
men_JT,Keshorn Walcott,Ethan Dabbs,1,1,1.0
men_JT,Keshorn Walcott,Gatis Čakšs,1,1,1.0
men_JT,Keshorn Walcott,Genki Dean,2,3,0.6666666666666666
men_JT,Keshorn Walcott,Ihab Abdelrahman,1,2,0.5
men_JT,Keshorn Walcott,Jakub Vadlejch,0,2,0.0
men_JT,Keshorn Walcott,Johan Grobler,1,1,1.0
men_JT,Keshorn Walcott,Julian Weber,0,3,0.0
men_JT,Keshorn Walcott,Julius Yego,0,2,0.0
men_JT,Keshorn Walcott,Kenji Ogura,1,1,1.0
men_JT,Keshorn Walcott,Kishore Jena,1,1,1.0
men_JT,Keshorn Walcott,Lassi Etelätalo,2,3,0.6666666666666666
men_JT,Keshorn Walcott,Leandro Ramos,2,2,1.0
men_JT,Keshorn Walcott,Luiz Maurício da Silva,0,1,0.0
men_JT,Keshorn Walcott,Luiz da Silva,1,1,1.0
men_JT,Keshorn Walcott,Manu Quijera,1,1,1.0
men_JT,Keshorn Walcott,Marcin Krukowski,1,1,1.0
men_JT,Keshorn Walcott,Max Dehning,1,1,1.0
men_JT,Keshorn Walcott,Moustafa Mahmoud,1,1,1.0
men_JT,Keshorn Walcott,Neeraj Chopra,0,2,0.0
men_JT,Keshorn Walcott,Oliver Helander,1,3,0.3333333333333333
men_JT,Keshorn Walcott,Patriks Gailums,3,4,0.75
men_JT,Keshorn Walcott,Pedro Henrique Rodrigues,1,1,1.0
men_JT,Keshorn Walcott,Rohit Yadav,0,1,0.0
men_JT,Keshorn Walcott,Rolands Štrobinders,0,1,0.0
men_JT,Keshorn Walcott,Tim Glover,1,1,1.0
men_JT,Keshorn Walcott,Timothy Herman,1,1,1.0
men_JT,Keshorn Walcott,Toni Keränen,3,3,1.0
men_JT,Kim Amb,Andrian Mardare,1,2,0.5
men_JT,Kim Amb,Jakub Vadlejch,0,1,0.0
men_JT,Kim Amb,Leandro Ramos,0,1,0.0
men_JT,Kim Amb,Oliver Helander,0,1,0.0
men_JT,Kim Amb,Thomas Röhler,0,1,0.0
men_JT,Kim Amb,Vítězslav Veselý,1,2,0.5
men_JT,Kishore Jena,#2,0,1,0.0
men_JT,Kishore Jena,#3,0,1,0.0
men_JT,Kishore Jena,2,0,1,0.0
men_JT,Kishore Jena,3,0,1,0.0
men_JT,Kishore Jena,Alexandru Novac,1,2,0.5
men_JT,Kishore Jena,Anderson Peters,1,2,0.5
men_JT,Kishore Jena,Andrian Mardare,1,3,0.3333333333333333
men_JT,Kishore Jena,Arshad Nadeem,0,3,0.0
men_JT,Kishore Jena,Artur Felfner,1,3,0.3333333333333333
men_JT,Kishore Jena,Cameron McEntyre,1,2,0.5
men_JT,Kishore Jena,Capers Williamson,1,1,1.0
men_JT,Kishore Jena,Chinecherem Nnamdi,1,1,1.0
men_JT,Kishore Jena,Curtis Thompson,2,2,1.0
men_JT,Kishore Jena,Cyprian Mrzyglód,1,1,1.0
men_JT,Kishore Jena,Cyprian Mrzygłód,1,1,1.0
men_JT,Kishore Jena,D. P. Manu,1,1,1.0
men_JT,Kishore Jena,D.P. Manu,1,1,1.0
men_JT,Kishore Jena,Dawid Wegner,2,2,1.0
men_JT,Kishore Jena,Douw Smit,1,1,1.0
men_JT,Kishore Jena,Edis Matusevičius,2,2,1.0
men_JT,Kishore Jena,Felise Vaha'i Sosaia,1,1,1.0
men_JT,Kishore Jena,Gatis Čakšs,1,1,1.0
men_JT,Kishore Jena,Genki Dean,1,2,0.5
men_JT,Kishore Jena,György Herczeg,1,1,1.0
men_JT,Kishore Jena,Ihab Abdelrahman,2,2,1.0
men_JT,Kishore Jena,Jakob Samuelsson,1,1,1.0
men_JT,Kishore Jena,Jakub Vadlejch,0,2,0.0
men_JT,Kishore Jena,Julian Weber,0,2,0.0
men_JT,Kishore Jena,Julius Yego,1,2,0.5
men_JT,Kishore Jena,Kenji Ogura[de],1,1,1.0
men_JT,Kishore Jena,Keshorn Walcott,0,1,0.0
men_JT,Kishore Jena,Lassi Etelätalo,1,2,0.5
men_JT,Kishore Jena,Leandro Ramos,2,2,1.0
men_JT,Kishore Jena,Luiz Mauricio da Silva,1,1,1.0
men_JT,Kishore Jena,Luiz Maurício da Silva,0,1,0.0
men_JT,Kishore Jena,Luiz da Silva,0,1,0.0
men_JT,Kishore Jena,Marcin Krukowski,1,2,0.5
men_JT,Kishore Jena,Max Dehning,1,1,1.0
men_JT,Kishore Jena,Moustafa Mahmoud,1,1,1.0
men_JT,Kishore Jena,Neeraj Chopra,0,2,0.0
men_JT,Kishore Jena,Oliver Helander,1,2,0.5
men_JT,Kishore Jena,Patriks Gailums,2,2,1.0
men_JT,Kishore Jena,Pedro Henrique Rodrigues,2,2,1.0
men_JT,Kishore Jena,Rolands Štrobinders,1,1,1.0
men_JT,Kishore Jena,Timothy Herman,2,2,1.0
men_JT,Kishore Jena,Toni Keränen,0,2,0.0
men_JT,Kishore Jena,Toni Kuusela,1,1,1.0
men_JT,Lassi Etelätalo,#2,0,1,0.0
men_JT,Lassi Etelätalo,#3,0,1,0.0
men_JT,Lassi Etelätalo,2,0,2,0.0
men_JT,Lassi Etelätalo,3,0,2,0.0
men_JT,Lassi Etelätalo,Alexandru Novac,3,3,1.0
men_JT,Lassi Etelätalo,Anderson Peters,0,3,0.0
men_JT,Lassi Etelätalo,Andrian Mardare,2,5,0.4
men_JT,Lassi Etelätalo,Arshad Nadeem,0,3,0.0
men_JT,Lassi Etelätalo,Artur Felfner,3,4,0.75
men_JT,Lassi Etelätalo,Cameron McEntyre,3,3,1.0
men_JT,Lassi Etelätalo,Capers Williamson,1,1,1.0
men_JT,Lassi Etelätalo,Chinecherem Nnamdi,1,1,1.0
men_JT,Lassi Etelätalo,Cruz Hogan,1,1,1.0
men_JT,Lassi Etelätalo,Curtis Thompson,3,3,1.0
men_JT,Lassi Etelätalo,Cyprian Mrzyglód,1,1,1.0
men_JT,Lassi Etelätalo,Cyprian Mrzygłód,0,1,0.0
men_JT,Lassi Etelätalo,D. P. Manu,0,1,0.0
men_JT,Lassi Etelätalo,D.P. Manu,0,1,0.0
men_JT,Lassi Etelätalo,David Carreon,1,1,1.0
men_JT,Lassi Etelätalo,Dawid Wegner,1,2,0.5
men_JT,Lassi Etelätalo,Douw Smit,1,1,1.0
men_JT,Lassi Etelätalo,Edis Matusevičius,3,4,0.75
men_JT,Lassi Etelätalo,Ethan Dabbs,1,1,1.0
men_JT,Lassi Etelätalo,Felise Vaha'i Sosaia,1,1,1.0
men_JT,Lassi Etelätalo,Gatis Čakšs,3,3,1.0
men_JT,Lassi Etelätalo,Genki Dean,2,4,0.5
men_JT,Lassi Etelätalo,György Herczeg,1,1,1.0
men_JT,Lassi Etelätalo,Ihab Abdelrahman,1,3,0.3333333333333333
men_JT,Lassi Etelätalo,Jakob Samuelsson,1,1,1.0
men_JT,Lassi Etelätalo,Jakub Vadlejch,0,4,0.0
men_JT,Lassi Etelätalo,Johan Grobler,1,1,1.0
men_JT,Lassi Etelätalo,Julian Weber,0,3,0.0
men_JT,Lassi Etelätalo,Julius Yego,2,5,0.4
men_JT,Lassi Etelätalo,Kenji Ogura,1,1,1.0
men_JT,Lassi Etelätalo,Kenji Ogura[de],1,1,1.0
men_JT,Lassi Etelätalo,Keshorn Walcott,1,3,0.3333333333333333
men_JT,Lassi Etelätalo,Kishore Jena,1,2,0.5
men_JT,Lassi Etelätalo,Leandro Ramos,3,3,1.0
men_JT,Lassi Etelätalo,Luiz Mauricio da Silva,1,1,1.0
men_JT,Lassi Etelätalo,Luiz Maurício da Silva,0,1,0.0
men_JT,Lassi Etelätalo,Luiz da Silva,1,1,1.0
men_JT,Lassi Etelätalo,Manu Quijera,1,1,1.0
men_JT,Lassi Etelätalo,Marcin Krukowski,1,1,1.0
men_JT,Lassi Etelätalo,Max Dehning,1,1,1.0
men_JT,Lassi Etelätalo,Moustafa Mahmoud,1,1,1.0
men_JT,Lassi Etelätalo,Neeraj Chopra,0,3,0.0
men_JT,Lassi Etelätalo,Oliver Helander,1,2,0.5
men_JT,Lassi Etelätalo,Patriks Gailums,4,4,1.0
men_JT,Lassi Etelätalo,Pedro Henrique Rodrigues,2,2,1.0
men_JT,Lassi Etelätalo,Rohit Yadav,1,1,1.0
men_JT,Lassi Etelätalo,Rolands Štrobinders,2,2,1.0
men_JT,Lassi Etelätalo,Simon Wieland,1,1,1.0
men_JT,Lassi Etelätalo,Tim Glover,1,1,1.0
men_JT,Lassi Etelätalo,Timothy Herman,1,2,0.5
men_JT,Lassi Etelätalo,Toni Keränen,2,2,1.0
men_JT,Lassi Etelätalo,Toni Kuusela,0,1,0.0
men_JT,Leandro Ramos,#2,0,1,0.0
men_JT,Leandro Ramos,#3,0,1,0.0
men_JT,Leandro Ramos,2,0,2,0.0
men_JT,Leandro Ramos,3,0,2,0.0
men_JT,Leandro Ramos,Alexandru Novac,1,3,0.3333333333333333
men_JT,Leandro Ramos,Anderson Peters,0,3,0.0
men_JT,Leandro Ramos,Andrian Mardare,1,4,0.25
men_JT,Leandro Ramos,Arshad Nadeem,0,3,0.0
men_JT,Leandro Ramos,Artur Felfner,1,2,0.5
men_JT,Leandro Ramos,Cameron McEntyre,0,3,0.0
men_JT,Leandro Ramos,Capers Williamson,0,1,0.0
men_JT,Leandro Ramos,Chinecherem Nnamdi,0,1,0.0
men_JT,Leandro Ramos,Cruz Hogan,1,1,1.0
men_JT,Leandro Ramos,Curtis Thompson,0,4,0.0
men_JT,Leandro Ramos,Cyprian Mrzyglód,0,1,0.0
men_JT,Leandro Ramos,Cyprian Mrzygłód,0,1,0.0
men_JT,Leandro Ramos,D. P. Manu,0,1,0.0
men_JT,Leandro Ramos,D.P. Manu,0,1,0.0
men_JT,Leandro Ramos,David Carreon,0,1,0.0
men_JT,Leandro Ramos,Dawid Wegner,0,2,0.0
men_JT,Leandro Ramos,Douw Smit,0,1,0.0
men_JT,Leandro Ramos,Edis Matusevičius,0,2,0.0
men_JT,Leandro Ramos,Ethan Dabbs,1,1,1.0
men_JT,Leandro Ramos,Felise Vaha'i Sosaia,0,1,0.0
men_JT,Leandro Ramos,Gatis Čakšs,1,2,0.5
men_JT,Leandro Ramos,Genki Dean,0,3,0.0
men_JT,Leandro Ramos,György Herczeg,0,1,0.0
men_JT,Leandro Ramos,Ihab Abdelrahman,1,3,0.3333333333333333
men_JT,Leandro Ramos,Jakob Samuelsson,0,1,0.0
men_JT,Leandro Ramos,Jakub Vadlejch,0,3,0.0
men_JT,Leandro Ramos,Johan Grobler,1,1,1.0
men_JT,Leandro Ramos,Julian Weber,0,3,0.0
men_JT,Leandro Ramos,Julius Yego,0,3,0.0
men_JT,Leandro Ramos,Kenji Ogura,0,1,0.0
men_JT,Leandro Ramos,Kenji Ogura[de],0,1,0.0
men_JT,Leandro Ramos,Keshorn Walcott,0,2,0.0
men_JT,Leandro Ramos,Kim Amb,1,1,1.0
men_JT,Leandro Ramos,Kishore Jena,0,2,0.0
men_JT,Leandro Ramos,Lassi Etelätalo,0,3,0.0
men_JT,Leandro Ramos,Luiz Mauricio da Silva,0,1,0.0
men_JT,Leandro Ramos,Luiz Maurício da Silva,0,1,0.0
men_JT,Leandro Ramos,Luiz da Silva,0,1,0.0
men_JT,Leandro Ramos,Manu Quijera,0,2,0.0
men_JT,Leandro Ramos,Marcin Krukowski,0,2,0.0
men_JT,Leandro Ramos,Max Dehning,0,1,0.0
men_JT,Leandro Ramos,Moustafa Mahmoud,1,1,1.0
men_JT,Leandro Ramos,Neeraj Chopra,0,3,0.0
men_JT,Leandro Ramos,Oliver Helander,0,3,0.0
men_JT,Leandro Ramos,Patriks Gailums,0,5,0.0
men_JT,Leandro Ramos,Pedro Henrique Rodrigues,1,2,0.5
men_JT,Leandro Ramos,Rohit Yadav,0,1,0.0
men_JT,Leandro Ramos,Rolands Štrobinders,0,2,0.0
men_JT,Leandro Ramos,Thomas Röhler,1,1,1.0
men_JT,Leandro Ramos,Tim Glover,1,1,1.0
men_JT,Leandro Ramos,Timothy Herman,0,2,0.0
men_JT,Leandro Ramos,Toni Keränen,0,2,0.0
men_JT,Leandro Ramos,Toni Kuusela,0,1,0.0
men_JT,Leandro Ramos,Vítězslav Veselý,1,1,1.0
men_JT,Luiz Mauricio da Silva,2,0,1,0.0
men_JT,Luiz Mauricio da Silva,3,0,1,0.0
men_JT,Luiz Mauricio da Silva,Alexandru Novac,1,1,1.0
men_JT,Luiz Mauricio da Silva,Anderson Peters,0,1,0.0
men_JT,Luiz Mauricio da Silva,Andrian Mardare,0,1,0.0
men_JT,Luiz Mauricio da Silva,Arshad Nadeem,0,1,0.0
men_JT,Luiz Mauricio da Silva,Artur Felfner,1,1,1.0
men_JT,Luiz Mauricio da Silva,Cameron McEntyre,0,1,0.0
men_JT,Luiz Mauricio da Silva,Capers Williamson,1,1,1.0
men_JT,Luiz Mauricio da Silva,Curtis Thompson,1,1,1.0
men_JT,Luiz Mauricio da Silva,Cyprian Mrzygłód,0,1,0.0
men_JT,Luiz Mauricio da Silva,D. P. Manu,0,1,0.0
men_JT,Luiz Mauricio da Silva,D.P. Manu,0,1,0.0
men_JT,Luiz Mauricio da Silva,Dawid Wegner,0,1,0.0
men_JT,Luiz Mauricio da Silva,Douw Smit,1,1,1.0
men_JT,Luiz Mauricio da Silva,Edis Matusevičius,0,1,0.0
men_JT,Luiz Mauricio da Silva,Felise Vaha'i Sosaia,1,1,1.0
men_JT,Luiz Mauricio da Silva,Gatis Čakšs,1,1,1.0
men_JT,Luiz Mauricio da Silva,Genki Dean,0,1,0.0
men_JT,Luiz Mauricio da Silva,György Herczeg,1,1,1.0
men_JT,Luiz Mauricio da Silva,Ihab Abdelrahman,0,1,0.0
men_JT,Luiz Mauricio da Silva,Jakob Samuelsson,1,1,1.0
men_JT,Luiz Mauricio da Silva,Jakub Vadlejch,0,1,0.0
men_JT,Luiz Mauricio da Silva,Julian Weber,0,1,0.0
men_JT,Luiz Mauricio da Silva,Julius Yego,0,1,0.0
men_JT,Luiz Mauricio da Silva,Kenji Ogura[de],1,1,1.0
men_JT,Luiz Mauricio da Silva,Kishore Jena,0,1,0.0
men_JT,Luiz Mauricio da Silva,Lassi Etelätalo,0,1,0.0
men_JT,Luiz Mauricio da Silva,Leandro Ramos,1,1,1.0
men_JT,Luiz Mauricio da Silva,Neeraj Chopra,0,1,0.0
men_JT,Luiz Mauricio da Silva,Oliver Helander,0,1,0.0
men_JT,Luiz Mauricio da Silva,Patriks Gailums,1,1,1.0
men_JT,Luiz Mauricio da Silva,Pedro Henrique Rodrigues,1,1,1.0
men_JT,Luiz Mauricio da Silva,Rolands Štrobinders,1,1,1.0
men_JT,Luiz Mauricio da Silva,Timothy Herman,0,1,0.0
men_JT,Luiz Mauricio da Silva,Toni Kuusela,0,1,0.0
men_JT,Luiz Maurício da Silva,#2,0,1,0.0
men_JT,Luiz Maurício da Silva,#3,0,1,0.0
men_JT,Luiz Maurício da Silva,Alexandru Novac,1,1,1.0
men_JT,Luiz Maurício da Silva,Anderson Peters,0,1,0.0
men_JT,Luiz Maurício da Silva,Andrian Mardare,1,1,1.0
men_JT,Luiz Maurício da Silva,Arshad Nadeem,0,1,0.0
men_JT,Luiz Maurício da Silva,Artur Felfner,1,1,1.0
men_JT,Luiz Maurício da Silva,Cameron McEntyre,1,1,1.0
men_JT,Luiz Maurício da Silva,Chinecherem Nnamdi,1,1,1.0
men_JT,Luiz Maurício da Silva,Curtis Thompson,1,1,1.0
men_JT,Luiz Maurício da Silva,Cyprian Mrzyglód,1,1,1.0
men_JT,Luiz Maurício da Silva,Dawid Wegner,1,1,1.0
men_JT,Luiz Maurício da Silva,Edis Matusevičius,1,1,1.0
men_JT,Luiz Maurício da Silva,Genki Dean,1,1,1.0
men_JT,Luiz Maurício da Silva,Ihab Abdelrahman,1,1,1.0
men_JT,Luiz Maurício da Silva,Jakub Vadlejch,0,1,0.0
men_JT,Luiz Maurício da Silva,Julian Weber,0,1,0.0
men_JT,Luiz Maurício da Silva,Julius Yego,0,1,0.0
men_JT,Luiz Maurício da Silva,Keshorn Walcott,1,1,1.0
men_JT,Luiz Maurício da Silva,Kishore Jena,1,1,1.0
men_JT,Luiz Maurício da Silva,Lassi Etelätalo,1,1,1.0
men_JT,Luiz Maurício da Silva,Leandro Ramos,1,1,1.0
men_JT,Luiz Maurício da Silva,Luiz da Silva,1,1,1.0
men_JT,Luiz Maurício da Silva,Marcin Krukowski,1,1,1.0
men_JT,Luiz Maurício da Silva,Max Dehning,1,1,1.0
men_JT,Luiz Maurício da Silva,Moustafa Mahmoud,1,1,1.0
men_JT,Luiz Maurício da Silva,Neeraj Chopra,0,1,0.0
men_JT,Luiz Maurício da Silva,Oliver Helander,1,1,1.0
men_JT,Luiz Maurício da Silva,Patriks Gailums,1,1,1.0
men_JT,Luiz Maurício da Silva,Pedro Henrique Rodrigues,1,1,1.0
men_JT,Luiz Maurício da Silva,Timothy Herman,1,1,1.0
men_JT,Luiz Maurício da Silva,Toni Keränen,1,1,1.0
men_JT,Luiz da Silva,#2,0,1,0.0
men_JT,Luiz da Silva,#3,0,1,0.0
men_JT,Luiz da Silva,Alexandru Novac,1,1,1.0
men_JT,Luiz da Silva,Anderson Peters,0,1,0.0
men_JT,Luiz da Silva,Andrian Mardare,0,1,0.0
men_JT,Luiz da Silva,Arshad Nadeem,0,1,0.0
men_JT,Luiz da Silva,Artur Felfner,1,1,1.0
men_JT,Luiz da Silva,Cameron McEntyre,1,1,1.0
men_JT,Luiz da Silva,Chinecherem Nnamdi,1,1,1.0
men_JT,Luiz da Silva,Curtis Thompson,1,1,1.0
men_JT,Luiz da Silva,Cyprian Mrzyglód,1,1,1.0
men_JT,Luiz da Silva,Dawid Wegner,1,1,1.0
men_JT,Luiz da Silva,Edis Matusevičius,1,1,1.0
men_JT,Luiz da Silva,Genki Dean,1,1,1.0
men_JT,Luiz da Silva,Ihab Abdelrahman,1,1,1.0
men_JT,Luiz da Silva,Jakub Vadlejch,0,1,0.0
men_JT,Luiz da Silva,Julian Weber,0,1,0.0
men_JT,Luiz da Silva,Julius Yego,0,1,0.0
men_JT,Luiz da Silva,Keshorn Walcott,0,1,0.0
men_JT,Luiz da Silva,Kishore Jena,1,1,1.0
men_JT,Luiz da Silva,Lassi Etelätalo,0,1,0.0
men_JT,Luiz da Silva,Leandro Ramos,1,1,1.0
men_JT,Luiz da Silva,Luiz Maurício da Silva,0,1,0.0
men_JT,Luiz da Silva,Marcin Krukowski,1,1,1.0
men_JT,Luiz da Silva,Max Dehning,1,1,1.0
men_JT,Luiz da Silva,Moustafa Mahmoud,1,1,1.0
men_JT,Luiz da Silva,Neeraj Chopra,0,1,0.0
men_JT,Luiz da Silva,Oliver Helander,0,1,0.0
men_JT,Luiz da Silva,Patriks Gailums,1,1,1.0
men_JT,Luiz da Silva,Pedro Henrique Rodrigues,1,1,1.0
men_JT,Luiz da Silva,Timothy Herman,1,1,1.0
men_JT,Luiz da Silva,Toni Keränen,0,1,0.0
men_JT,Manu Quijera,2,0,1,0.0
men_JT,Manu Quijera,3,0,1,0.0
men_JT,Manu Quijera,Alexandru Novac,1,1,1.0
men_JT,Manu Quijera,Anderson Peters,0,1,0.0
men_JT,Manu Quijera,Andrian Mardare,0,1,0.0
men_JT,Manu Quijera,Arshad Nadeem,0,1,0.0
men_JT,Manu Quijera,Cameron McEntyre,1,1,1.0
men_JT,Manu Quijera,Cruz Hogan,1,1,1.0
men_JT,Manu Quijera,Curtis Thompson,0,1,0.0
men_JT,Manu Quijera,David Carreon,1,1,1.0
men_JT,Manu Quijera,Ethan Dabbs,1,1,1.0
men_JT,Manu Quijera,Gatis Čakšs,0,1,0.0
men_JT,Manu Quijera,Genki Dean,0,1,0.0
men_JT,Manu Quijera,Ihab Abdelrahman,0,1,0.0
men_JT,Manu Quijera,Jakub Vadlejch,0,1,0.0
men_JT,Manu Quijera,Johan Grobler,1,1,1.0
men_JT,Manu Quijera,Julian Weber,0,1,0.0
men_JT,Manu Quijera,Julius Yego,0,1,0.0
men_JT,Manu Quijera,Kenji Ogura,1,1,1.0
men_JT,Manu Quijera,Keshorn Walcott,0,1,0.0
men_JT,Manu Quijera,Lassi Etelätalo,0,1,0.0
men_JT,Manu Quijera,Leandro Ramos,2,2,1.0
men_JT,Manu Quijera,Marcin Krukowski,1,1,1.0
men_JT,Manu Quijera,Neeraj Chopra,0,1,0.0
men_JT,Manu Quijera,Oliver Helander,0,1,0.0
men_JT,Manu Quijera,Patriks Gailums,0,2,0.0
men_JT,Manu Quijera,Rohit Yadav,0,1,0.0
men_JT,Manu Quijera,Rolands Štrobinders,0,1,0.0
men_JT,Manu Quijera,Tim Glover,1,1,1.0
men_JT,Manu Quijera,Toni Keränen,1,1,1.0
men_JT,Marcin Krukowski,#2,0,1,0.0
men_JT,Marcin Krukowski,#3,0,1,0.0
men_JT,Marcin Krukowski,Alexandru Novac,1,1,1.0
men_JT,Marcin Krukowski,Anderson Peters,0,1,0.0
men_JT,Marcin Krukowski,Andrian Mardare,0,2,0.0
men_JT,Marcin Krukowski,Arshad Nadeem,0,2,0.0
men_JT,Marcin Krukowski,Artur Felfner,1,2,0.5
men_JT,Marcin Krukowski,Cameron McEntyre,1,1,1.0
men_JT,Marcin Krukowski,Chinecherem Nnamdi,1,1,1.0
men_JT,Marcin Krukowski,Curtis Thompson,1,1,1.0
men_JT,Marcin Krukowski,Cyprian Mrzyglód,1,1,1.0
men_JT,Marcin Krukowski,Dawid Wegner,1,1,1.0
men_JT,Marcin Krukowski,Edis Matusevičius,1,2,0.5
men_JT,Marcin Krukowski,Gatis Čakšs,0,1,0.0
men_JT,Marcin Krukowski,Genki Dean,0,1,0.0
men_JT,Marcin Krukowski,Ihab Abdelrahman,1,1,1.0
men_JT,Marcin Krukowski,Jakub Vadlejch,0,1,0.0
men_JT,Marcin Krukowski,Julian Weber,0,1,0.0
men_JT,Marcin Krukowski,Julius Yego,0,1,0.0
men_JT,Marcin Krukowski,Keshorn Walcott,0,1,0.0
men_JT,Marcin Krukowski,Kishore Jena,1,2,0.5
men_JT,Marcin Krukowski,Lassi Etelätalo,0,1,0.0
men_JT,Marcin Krukowski,Leandro Ramos,2,2,1.0
men_JT,Marcin Krukowski,Luiz Maurício da Silva,0,1,0.0
men_JT,Marcin Krukowski,Luiz da Silva,0,1,0.0
men_JT,Marcin Krukowski,Manu Quijera,0,1,0.0
men_JT,Marcin Krukowski,Max Dehning,1,1,1.0
men_JT,Marcin Krukowski,Moustafa Mahmoud,1,1,1.0
men_JT,Marcin Krukowski,Neeraj Chopra,0,1,0.0
men_JT,Marcin Krukowski,Oliver Helander,0,1,0.0
men_JT,Marcin Krukowski,Patriks Gailums,1,2,0.5
men_JT,Marcin Krukowski,Pedro Henrique Rodrigues,1,1,1.0
men_JT,Marcin Krukowski,Timothy Herman,1,1,1.0
men_JT,Marcin Krukowski,Toni Keränen,0,2,0.0
men_JT,Max Dehning,#2,0,1,0.0
men_JT,Max Dehning,#3,0,1,0.0
men_JT,Max Dehning,Alexandru Novac,0,1,0.0
men_JT,Max Dehning,Anderson Peters,0,1,0.0
men_JT,Max Dehning,Andrian Mardare,0,1,0.0
men_JT,Max Dehning,Arshad Nadeem,0,1,0.0
men_JT,Max Dehning,Artur Felfner,0,1,0.0
men_JT,Max Dehning,Cameron McEntyre,0,1,0.0
men_JT,Max Dehning,Chinecherem Nnamdi,1,1,1.0
men_JT,Max Dehning,Curtis Thompson,1,1,1.0
men_JT,Max Dehning,Cyprian Mrzyglód,1,1,1.0
men_JT,Max Dehning,Dawid Wegner,1,1,1.0
men_JT,Max Dehning,Edis Matusevičius,0,1,0.0
men_JT,Max Dehning,Genki Dean,0,1,0.0
men_JT,Max Dehning,Ihab Abdelrahman,1,1,1.0
men_JT,Max Dehning,Jakub Vadlejch,0,1,0.0
men_JT,Max Dehning,Julian Weber,0,1,0.0
men_JT,Max Dehning,Julius Yego,0,1,0.0
men_JT,Max Dehning,Keshorn Walcott,0,1,0.0
men_JT,Max Dehning,Kishore Jena,0,1,0.0
men_JT,Max Dehning,Lassi Etelätalo,0,1,0.0
men_JT,Max Dehning,Leandro Ramos,1,1,1.0
men_JT,Max Dehning,Luiz Maurício da Silva,0,1,0.0
men_JT,Max Dehning,Luiz da Silva,0,1,0.0
men_JT,Max Dehning,Marcin Krukowski,0,1,0.0
men_JT,Max Dehning,Moustafa Mahmoud,1,1,1.0
men_JT,Max Dehning,Neeraj Chopra,0,1,0.0
men_JT,Max Dehning,Oliver Helander,0,1,0.0
men_JT,Max Dehning,Patriks Gailums,1,1,1.0
men_JT,Max Dehning,Pedro Henrique Rodrigues,0,1,0.0
