Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
133,16:06.24,,Ni SHEN,29 NOV 1998,CHN,14,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1038,women_5000m,2026,https://worldathletics.org/athletes/athlete=14893307
134,16:06.40,,Koharu TAKEDA,08 MAY 2005,JPN,8,,"International Stadium, Yokohama (JPN)",06 SEP 2026,1038,women_5000m,2026,https://worldathletics.org/athletes/japan/koharu-takeda-15000242
135,16:06.54,,Yuna FURUSAWA,19 OCT 2006,JPN,9,,"International Stadium, Yokohama (JPN)",06 SEP 2026,1038,women_5000m,2026,https://worldathletics.org/athletes/japan/yuna-furusawa-15048532
136,16:06.72,,Panpan WANG,17 JUN 2003,CHN,7,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1037,women_5000m,2026,https://worldathletics.org/athletes/athlete=14885772
137,16:06.80,,Saya NAKAJIMA,13 JUN 1999,JPN,22f1,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1037,women_5000m,2026,https://worldathletics.org/athletes/athlete=14891790
138,16:07.38,,Yuka KOMATSU,02 JUL 2003,JPN,4f1,,"Takebishi Stadium, Kyoto (JPN)",11 SEP 2026,1036,women_5000m,2026,https://worldathletics.org/athletes/athlete=14860670
139,16:07.94,,Miyu KUBO,17 FEB 2004,JPN,2f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1035,women_5000m,2026,https://worldathletics.org/athletes/japan/miyu-kubo-14946245
140,16:08.25,,Nanako MIWA,07 APR 2002,JPN,23f1,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1034,women_5000m,2026,https://worldathletics.org/athletes/japan/nanako-miwa-14948345
141,16:08.37,,Asuka ITO,06 AUG 1999,JPN,5f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1034,women_5000m,2026,https://worldathletics.org/athletes/athlete=14853618
142,16:08.40,,Yume YABUTANI,04 JAN 2008,JPN,10,,"International Stadium, Yokohama (JPN)",06 SEP 2026,1034,women_5000m,2026,https://worldathletics.org/athletes/japan/yume-yabutani-15003541
143,16:08.52,,Mio MOTOZAWA,03 APR 2005,JPN,10f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1034,women_5000m,2026,https://worldathletics.org/athletes/japan/mio-motozawa-15000797
144,16:08.57,,Natsu HASHIMOTO,29 NOV 1997,JPN,7,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,1034,women_5000m,2026,https://worldathletics.org/athletes/athlete=14719668
145,16:08.88,,Kotone HOSHINA,13 JUL 2000,JPN,11f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1033,women_5000m,2026,https://worldathletics.org/athletes/athlete=14899764
146,16:08.95,,Komachi IKEDA,14 OCT 2003,JPN,7f2,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1033,women_5000m,2026,https://worldathletics.org/athletes/japan/komachi-ikeda-14962339
147,16:09.05,,Himawari SUGAWARA,30 AUG 2004,JPN,10,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,1033,women_5000m,2026,https://worldathletics.org/athletes/japan/himawari-sugawara-14948348
148,16:09.33,,Ayari HARADA,14 APR 1998,JPN,7,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1032,women_5000m,2026,https://worldathletics.org/athletes/athlete=14714084
149,16:09.53,,Yuna ONISHI,23 NOV 2006,JPN,8,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1032,women_5000m,2026,https://worldathletics.org/athletes/japan/yuna-onishi-15004735
150,16:09.63,,Shizuki FUKASAWA,22 AUG 2005,JPN,8f2,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1032,women_5000m,2026,https://worldathletics.org/athletes/japan/shizuki-fukasawa-14998235
151,16:09.98,,Chihiro SATO,28 APR 2001,JPN,14f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1031,women_5000m,2026,https://worldathletics.org/athletes/athlete=14903970
152,16:10.13,,Nana KUBOTA,09 APR 2007,JPN,12,,"International Stadium, Yokohama (JPN)",06 SEP 2026,1031,women_5000m,2026,https://worldathletics.org/athletes/japan/nana-kubota-15101809
153,16:10.21,,Kaede KAWAMURA,23 NOV 1997,JPN,4f2,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1031,women_5000m,2026,https://worldathletics.org/athletes/athlete=14809489
154,16:10.40,,Moyu TANIGUCHI,08 NOV 2002,JPN,4f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,1031,women_5000m,2026,https://worldathletics.org/athletes/japan/moyu-taniguchi-14956884
155,16:10.46,,Nozomi TANAKA,24 OCT 2004,JPN,4f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1030,women_5000m,2026,https://worldathletics.org/athletes/japan/nozomi-tanaka-14966136
156,16:10.47,,Sayuki OTA,30 DEC 2004,JPN,2,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1030,women_5000m,2026,https://worldathletics.org/athletes/japan/sayuki-ota-14958136
157,16:10.67,,Shiori ZAMA,23 JUL 1999,JPN,11f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1030,women_5000m,2026,https://worldathletics.org/athletes/athlete=14853623
158,16:11.29,,Mei HOKIYAMA,20 JUN 2006,JPN,10f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1029,women_5000m,2026,https://worldathletics.org/athletes/japan/mei-hokiyama-15005750
159,16:11.43,,Wazuki KOYAMA,31 MAY 2006,JPN,12f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1029,women_5000m,2026,https://worldathletics.org/athletes/japan/wazuki-koyama-14949983
160,16:11.72,,Mei NAKANO,24 JAN 2006,JPN,11f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1028,women_5000m,2026,https://worldathletics.org/athletes/japan/mei-nakano-15001821
161,16:12.13,,Rie KAWAUCHI,15 MAR 1995,JPN,5f2,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1027,women_5000m,2026,https://worldathletics.org/athletes/athlete=14524089
162,16:12.29,,Karen SUZUKI,12 OCT 1999,JPN,4f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1027,women_5000m,2026,https://worldathletics.org/athletes/japan/karen-suzuki-14966122
163,16:12.60,,Thi Oanh NGUYEN,15 AUG 1995,VIE,2,,"Banqiao Stadium, New Taipei City (TPE)",07 JUN 2026,1026,women_5000m,2026,https://worldathletics.org/athletes/athlete=14524770
164,16:13.15,,Chika KOSAKAI,22 JAN 2003,JPN,9f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1025,women_5000m,2026,https://worldathletics.org/athletes/athlete=14860660
165,16:13.29,,M.Rasara Wijesuriya WIJESOORIYA,24 NOV 2002,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",06 SEP 2026,1025,women_5000m,2026,https://worldathletics.org/athletes/sri-lanka/mrasara-wijesuriya-wijesooriya-15140450
166,16:13.47,,Ayaka MURAO,19 AUG 2000,JPN,10,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1025,women_5000m,2026,https://worldathletics.org/athletes/athlete=14819303
167,16:13.56,,Shuho TAKAHASHI,12 NOV 2002,JPN,6f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,1025,women_5000m,2026,https://worldathletics.org/athletes/athlete=14930750
168,16:13.77,,Rinka HIDA,11 JAN 2001,JPN,14f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1024,women_5000m,2026,https://worldathletics.org/athletes/athlete=14855612
169,16:13.96,,Hai YANG,08 MAR 2004,CHN,5,,"Guoxin Sports Center, Qingdao (CHN)",15 MAY 2026,1024,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/hai-yang-15084893
170,16:14.34,,Xinchun WANG,18 JAN 2010,CHN,15,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1023,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/xinchun-wang-15303526
171,16:14.59,,Honoka HIGUCHI,03 JAN 2005,JPN,10f2,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1023,women_5000m,2026,https://worldathletics.org/athletes/japan/honoka-higuchi-14950726
172,16:14.61,,Miki HIRAOKA,23 DEC 2000,JPN,1f4,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1023,women_5000m,2026,https://worldathletics.org/athletes/athlete=14865978
173,16:14.80,,Mayu HIRATA,16 FEB 2001,JPN,14,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,1022,women_5000m,2026,https://worldathletics.org/athletes/athlete=14903969
174,16:15.33,,Momoko SHIMADA,22 MAR 2003,JPN,21f1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1022,women_5000m,2026,https://worldathletics.org/athletes/athlete=14923008
175,16:15.42,,Miyu YAMADA,15 FEB 2005,JPN,13f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1021,women_5000m,2026,https://worldathletics.org/athletes/japan/miyu-yamada-14952614
176,16:15.47,,Ayaka HORI,12 JUN 2001,JPN,10f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1021,women_5000m,2026,https://worldathletics.org/athletes/athlete=14930757
177,16:15.97,,Hikaru HAMANO,25 AUG 2003,JPN,16f2,,"ND Soft Stadium, Tendo (JPN)",17 MAY 2026,1020,women_5000m,2026,https://worldathletics.org/athletes/athlete=14930753
178,16:16.37,,Shanshan ZHANG,10 SEP 1999,CHN,11,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1020,women_5000m,2026,https://worldathletics.org/athletes/athlete=14796252
179,16:16.66,,Koyuki KATO,01 DEC 2002,JPN,5f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1019,women_5000m,2026,https://worldathletics.org/athletes/athlete=14895628
180,16:16.88,,Sumika HORI,08 OCT 2003,JPN,2f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1019,women_5000m,2026,https://worldathletics.org/athletes/japan/sumika-hori-14977982
181,16:17.04,,Yui KURIHARA,05 AUG 1994,JPN,16f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1018,women_5000m,2026,https://worldathletics.org/athletes/athlete=14920052
182,16:17.24,,Nanami TSUBAKI,03 JUL 2007,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,1018,women_5000m,2026,https://worldathletics.org/athletes/japan/nanami-tsubaki-15317578
183,16:17.31,,Sumika TUTUMI,22 DEC 2001,JPN,15,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,1018,women_5000m,2026,https://worldathletics.org/athletes/athlete=14855579
184,16:17.57,,Nae SHIBUYA,13 JAN 2004,JPN,3f1,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1017,women_5000m,2026,https://worldathletics.org/athletes/japan/nae-shibuya-14948357
185,16:18.25,,Yuri KARASAWA,25 NOV 1995,JPN,9f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1016,women_5000m,2026,https://worldathletics.org/athletes/athlete=14572682
186,16:18.52,,Ayu KOYAMA,20 AUG 2003,JPN,3f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1016,women_5000m,2026,https://worldathletics.org/athletes/japan/ayu-koyama-14950087
187,16:18.65,,Ayaka SEGI,14 MAY 2004,JPN,5,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1016,women_5000m,2026,https://worldathletics.org/athletes/athlete=14930830
188,16:18.80,,Haruna MIZUTANI,02 DEC 2003,JPN,15f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/japan/haruna-mizutani-14957295
189,16:18.91,,Airi KURODA,09 JAN 2004,JPN,7f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/japan/airi-kuroda-14947129
190,16:19.00,,Mengjie LIU,02 APR 2006,CHN,13,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/mengjie-liu-15096990
191,16:19.07,,Yume MIYAKE,05 MAY 2005,JPN,14f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/japan/yume-miyake-15004930
192,16:19.15,,Hikaru FUKUYAMA,06 FEB 2006,JPN,6,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/japan/hikaru-fukuyama-14980685
192,16:19.15,,Aoi TAKAHASHI,10 MAR 2004,JPN,8f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/athlete=14895862
194,16:19.17,,Ayuko SUZUKI,08 OCT 1991,JPN,1f3,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,1015,women_5000m,2026,https://worldathletics.org/athletes/athlete=14428635
195,16:19.70,,Aika MURAKAMI,22 MAY 1998,JPN,12f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,1014,women_5000m,2026,https://worldathletics.org/athletes/athlete=14767066
196,16:19.76,,Momoka MORIYASU,08 MAR 2006,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,1013,women_5000m,2026,https://worldathletics.org/athletes/japan/momoka-moriyasu-14983157
197,16:20.14,,Eriko OTSUKA,20 JUL 1992,JPN,15f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1013,women_5000m,2026,https://worldathletics.org/athletes/athlete=14654021
198,16:20.83,,Nana KURAOKA,13 SEP 1997,JPN,7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",25 APR 2026,1012,women_5000m,2026,https://worldathletics.org/athletes/athlete=14562730
199,16:21.48,,Suzuna KINOSHITA,25 AUG 2003,JPN,19f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1010,women_5000m,2026,https://worldathletics.org/athletes/athlete=14939252
200,16:21.75,,Anna MATSUDA,18 APR 1994,JPN,20f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1010,women_5000m,2026,https://worldathletics.org/athletes/athlete=14616445
201,16:21.83,,Mona UTSUNOMIYA,28 FEB 2009,JPN,18f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1010,women_5000m,2026,https://worldathletics.org/athletes/japan/mona-utsunomiya-15003462
202,16:22.40,,Miho HIRAOKA,18 NOV 2000,JPN,22f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1009,women_5000m,2026,https://worldathletics.org/athletes/athlete=14824324
203,16:22.74,,Wakana HASHIMOTO,12 OCT 2006,JPN,23f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1008,women_5000m,2026,https://worldathletics.org/athletes/japan/wakana-hashimoto-15004249
204,16:22.75,,Yurino SUZUKI,02 DEC 2006,JPN,19f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1008,women_5000m,2026,https://worldathletics.org/athletes/japan/yurino-suzuki-14963005
205,16:22.85,,Karen YANAI,24 DEC 2002,JPN,4f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,1008,women_5000m,2026,https://worldathletics.org/athletes/athlete=14939258
206,16:22.88,,Momoko FUJISHIGE,12 MAR 2008,JPN,6f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1008,women_5000m,2026,https://worldathletics.org/athletes/japan/momoko-fujishige-15168062
207,16:23.16,,Kokoro SAKAI,08 FEB 2001,JPN,9f2,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,1007,women_5000m,2026,https://worldathletics.org/athletes/japan/kokoro-sakai-14953423
208,16:23.29,,Airu NAKAMURA,29 APR 2007,JPN,7f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1007,women_5000m,2026,https://worldathletics.org/athletes/japan/airu-nakamura-14977294
209,16:23.81,,Hye-Song KIM,09 MAR 1993,PRK,3,,"Banqiao Stadium, New Taipei City (TPE)",07 JUN 2026,1006,women_5000m,2026,https://worldathletics.org/athletes/athlete=14598447
210,16:24.63,,Yuki TOYODA,05 SEP 2000,JPN,3f4,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1005,women_5000m,2026,https://worldathletics.org/athletes/japan/yuki-toyoda-14955824
211,16:24.69,,Nagisa SEKO,17 MAY 2006,JPN,9,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1005,women_5000m,2026,https://worldathletics.org/athletes/japan/nagisa-seko-14963002
212,16:24.85,,Sairi MAEDA,07 NOV 1991,JPN,4f4,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/athlete=14335201
213,16:24.88,,Yoshino KAWAHARA,08 DEC 2006,JPN,8f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/japan/yoshino-kawahara-15112316
214,16:25.04,,Yura GAMO,30 JUL 2007,JPN,7f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/japan/yura-gamo-15005748
215,16:25.05,,Mina NUMATA,21 MAR 2008,JPN,10,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/japan/mina-numata-15248642
216,16:25.13,,Harim JO,14 SEP 1996,KOR,2,,"Mokpo Sports Complex, Mokpo (KOR)",02 MAY 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/athlete=14532353
217,16:25.19,,Ayaka MAEDA,21 OCT 2004,JPN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 JUN 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/japan/ayaka-maeda-14956400
218,16:25.26,,Mai KUBOTA,18 JUL 2006,JPN,17,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,1004,women_5000m,2026,https://worldathletics.org/athletes/japan/mai-kubota-15103215
219,16:25.38,,Hiori NAGASAWA,26 MAR 2002,JPN,9f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1003,women_5000m,2026,https://worldathletics.org/athletes/athlete=14855584
220,16:26.01,,Kisara ICHIOKA,11 APR 2006,JPN,15,,"International Stadium, Yokohama (JPN)",06 SEP 2026,1002,women_5000m,2026,https://worldathletics.org/athletes/japan/kisara-ichioka-15045164
221,16:26.39,,Jung yoon CHOI,13 JUN 1993,KOR,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",11 APR 2026,1002,women_5000m,2026,https://worldathletics.org/athletes/athlete=14548334
222,16:26.41,,Akira MATSUI,12 MAY 2003,JPN,18f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1001,women_5000m,2026,https://worldathletics.org/athletes/japan/akira-matsui-14955707
223,16:27.49,,Akie HIRAO,22 APR 2004,JPN,11,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,1000,women_5000m,2026,https://worldathletics.org/athletes/japan/akie-hirao-14998474
224,16:27.54,,Zhang XIAOJIE,28 JAN 2006,CHN,15,,"Sports Center, Quzhou (CHN)",12 AUG 2026,999,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/zhang-xiaojie-15234512
225,16:28.22,,Ayami YODA,02 OCT 2004,JPN,6f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,998,women_5000m,2026,https://worldathletics.org/athletes/japan/ayami-yoda-14962997
226,16:28.40,,Misaki MATSUMOTO,02 SEP 2004,JPN,16,,"International Stadium, Yokohama (JPN)",06 SEP 2026,998,women_5000m,2026,https://worldathletics.org/athletes/japan/misaki-matsumoto-15032480
227,16:28.85,,Sora YAMASAKI,14 MAY 2004,JPN,2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 JUN 2026,997,women_5000m,2026,https://worldathletics.org/athletes/japan/sora-yamasaki-14945909
228,16:29.06,,Ichino SAITOU,09 AUG 2005,JPN,9f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,997,women_5000m,2026,https://worldathletics.org/athletes/japan/ichino-saitou-15051462
229,16:29.08,,Momoka TSUTANO,03 NOV 2004,JPN,8f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,997,women_5000m,2026,https://worldathletics.org/athletes/japan/momoka-tsutano-14957300
230,16:29.25,,Yuki TAKAE,11 MAR 2004,JPN,13f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,996,women_5000m,2026,https://worldathletics.org/athletes/japan/yuki-takae-14957285
231,16:29.28,,Michi KAWANISHI,24 JAN 2007,JPN,20,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,996,women_5000m,2026,https://worldathletics.org/athletes/athlete=14909521
232,16:29.51,,Ayami HIRANO,17 MAY 1997,JPN,21,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,996,women_5000m,2026,https://worldathletics.org/athletes/athlete=14825365
233,16:29.54,,Zhitong WAN,15 AUG 2008,CHN,4,,"Hubei Olympic Sports Center, Wuhan (CHN)",11 APR 2026,996,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/zhitong-wan-15314821
234,16:29.71,,Shiena KANAMORI,06 MAY 2006,JPN,9f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,996,women_5000m,2026,https://worldathletics.org/athletes/japan/shiena-kanamori-14996732
235,16:29.94,,Makoto TSUCHIYA,25 JUL 2003,JPN,20,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,995,women_5000m,2026,https://worldathletics.org/athletes/athlete=14895673
236,16:29.98,,Ying LU,13 OCT 1997,CHN,4,,"Henan Provincial Stadium, Zhengzhou (CHN)",18 APR 2026,995,women_5000m,2026,https://worldathletics.org/athletes/athlete=14752711
237,16:30.13,,Bingjie XU,30 JAN 2003,CHN,5,,"Henan Provincial Stadium, Zhengzhou (CHN)",18 APR 2026,995,women_5000m,2026,https://worldathletics.org/athletes/athlete=14913613
238,16:30.25,,Miku SUGINAGA,18 JUN 2005,JPN,5,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,995,women_5000m,2026,https://worldathletics.org/athletes/japan/miku-suginaga-14998594
239,16:30.27,,Momoka YOKOYAMA,15 MAR 2008,JPN,3f3,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,995,women_5000m,2026,https://worldathletics.org/athletes/japan/momoka-yokoyama-15168055
239,16:30.27,,Haruna FUJIMURA,22 JUN 1998,JPN,12f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,995,women_5000m,2026,https://worldathletics.org/athletes/athlete=14821577
241,16:30.62,,Mio KURODA,12 FEB 2001,JPN,13f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,994,women_5000m,2026,https://worldathletics.org/athletes/athlete=14912776
242,16:30.82,,Yunuo SONG,21 JAN 1999,CHN,7,,"Guoxin Sports Center, Qingdao (CHN)",15 MAY 2026,994,women_5000m,2026,https://worldathletics.org/athletes/athlete=14800532
243,16:30.96,,Riho YOSHIDA,14 FEB 2005,JPN,10f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,993,women_5000m,2026,https://worldathletics.org/athletes/japan/riho-yoshida-14954706
244,16:31.31,,Saaya IMOTO,26 NOV 2003,JPN,4f3,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,993,women_5000m,2026,https://worldathletics.org/athletes/japan/saaya-imoto-14962128
245,16:31.39,,Kazuyo IIDA,16 MAR 2006,JPN,18,,"International Stadium, Yokohama (JPN)",06 SEP 2026,993,women_5000m,2026,https://worldathletics.org/athletes/japan/kazuyo-iida-15003911
246,16:31.68,,Arisu YAMAGUCHI,21 NOV 2005,JPN,15,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,992,women_5000m,2026,https://worldathletics.org/athletes/japan/arisu-yamaguchi-15046163
247,16:31.76,,Saki MATSUI,22 JUN 1999,JPN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 JUN 2026,992,women_5000m,2026,https://worldathletics.org/athletes/athlete=14886245
248,16:32.25,,Momoyo HIROTA,02 JUL 2001,JPN,4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 JUN 2026,991,women_5000m,2026,https://worldathletics.org/athletes/athlete=14915508
249,16:32.38,,Ryo KURASHINA,30 SEP 2007,JPN,16,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,991,women_5000m,2026,https://worldathletics.org/athletes/japan/ryo-kurashina-15168278
250,16:32.58,,Atoha KATAOKA,28 JUL 2004,JPN,16f1,,"Takebishi Stadium, Kyoto (JPN)",11 SEP 2026,990,women_5000m,2026,https://worldathletics.org/athletes/japan/atoha-kataoka-14949273
251,16:32.86,,Jierushayuri MAYAKA,14 MAY 2001,JPN,17f1,,"Takebishi Stadium, Kyoto (JPN)",11 SEP 2026,990,women_5000m,2026,https://worldathletics.org/athletes/athlete=14905248
252,16:32.92,,Ravina GAYAKWAD,10 OCT 2004,IND,3,,"Kalinga Stadium, Bhubaneshwar (IND)",24 JUN 2026,990,women_5000m,2026,https://worldathletics.org/athletes/india/ravina-gayakwad-15181340
253,16:33.22,,Linying WANG,16 DEC 2003,CHN,18,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,989,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/linying-wang-14950780
253,16:33.22,,China NAKAGAWA,08 APR 2006,JPN,26f1,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,989,women_5000m,2026,https://worldathletics.org/athletes/japan/china-nakagawa-14963006
255,16:33.25,,Yui YOSHIMURA,20 OCT 2001,JPN,14f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,989,women_5000m,2026,https://worldathletics.org/athletes/japan/yui-yoshimura-14969551
256,16:33.30,,Jiwon CHA,04 MAY 2002,KOR,2,,"Haenam Useul Stadium, Haenam (KOR)",28 MAY 2026,989,women_5000m,2026,https://worldathletics.org/athletes/athlete=14850573
257,16:33.84,,Nanaka YONEZAWA,24 FEB 2004,JPN,25f1,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,988,women_5000m,2026,https://worldathletics.org/athletes/athlete=14860668
258,16:34.02,,Seoyong HYUN,22 NOV 1994,KOR,3,,"Mokpo Sports Complex, Mokpo (KOR)",02 MAY 2026,988,women_5000m,2026,https://worldathletics.org/athletes/athlete=14432122
259,16:34.07,,Nagomi YUDA,18 MAY 2007,JPN,12,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,988,women_5000m,2026,https://worldathletics.org/athletes/japan/nagomi-yuda-14998482
260,16:34.28,,Hongmei JIANG,18 AUG 2003,CHN,8,,"Guoxin Sports Center, Qingdao (CHN)",15 MAY 2026,987,women_5000m,2026,https://worldathletics.org/athletes/athlete=14892641
261,16:34.37,,Miu SUMIDA,27 JAN 2005,JPN,14f2,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,987,women_5000m,2026,https://worldathletics.org/athletes/japan/miu-sumida-14949268
262,16:34.61,,Jiajia ZHANG,22 AUG 2001,CHN,9,,"Guoxin Sports Center, Qingdao (CHN)",15 MAY 2026,987,women_5000m,2026,https://worldathletics.org/athletes/athlete=14857403
