Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
255,3:49.93,,Mohammed SHAWEEN,15 FEB 1986,KSA,2f3,,"Stadion De Veen, Heusden-Zolder (BEL)",19 JUL 2025,977,men_1500m,2025,https://worldathletics.org/athletes/athlete=14210781
255,3:49.93,,Toshiumi MATUSHITA,13 FEB 2006,JPN,8,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,977,men_1500m,2025,https://worldathletics.org/athletes/japan/toshiumi-matushita-14967094
258,3:49.96,,Mukesh PAL,02 SEP 1999,NEP,8h1,,"Gumi Civic Stadium, Gumi (KOR)",27 MAY 2025,977,men_1500m,2025,https://worldathletics.org/athletes/nepal/mukesh-pal-14976392
259,3:49.98,,Motoharu KATO,27 AUG 2004,JPN,4f2,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,977,men_1500m,2025,https://worldathletics.org/athletes/japan/motoharu-kato-14957260
260,3:49.99,,Rio TAKAHASHI,31 JUL 2008,JPN,6,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,976,men_1500m,2025,https://worldathletics.org/athletes/japan/rio-takahashi-15251982
261,3:50.06,,Takanori IWAKAMI,12 DEC 2006,JPN,3,,"Keio Univ. Hiyoshi Athletics Field, Yokohama (JPN)",05 APR 2025,976,men_1500m,2025,https://worldathletics.org/athletes/japan/takanori-iwakami-15057534
262,3:50.08,,Sung-joon BA,17 OCT 2005,KOR,1,,"Yecheon Stadium, Yecheon (KOR)",03 SEP 2025,975,men_1500m,2025,https://worldathletics.org/athletes/korea/sung-joon-ba-15006477
263,3:50.11,,Vadim LEVCHENKOV,30 MAR 1999,KAZ,2f2,,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",14 FEB 2025,1020,men_1500m,2025,https://worldathletics.org/athletes/athlete=14802830
263,3:50.11,,Rikuto INOUE,11 AUG 2006,JPN,3,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",19 APR 2025,975,men_1500m,2025,https://worldathletics.org/athletes/japan/rikuto-inoue-15049595
263,3:50.11,,Itsuki HIRABAYASHI,08 DEC 2002,JPN,1f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,975,men_1500m,2025,https://worldathletics.org/athletes/japan/itsuki-hirabayashi-14980840
266,3:50.12,,Rei YAMAHIRA,21 SEP 2002,JPN,3f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,975,men_1500m,2025,https://worldathletics.org/athletes/athlete=14860548
267,3:50.13,,Toshikazu YAMASAKI,15 SEP 2007,JPN,7,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,975,men_1500m,2025,https://worldathletics.org/athletes/japan/toshikazu-yamasaki-15184762
267,3:50.13,,Phuoc LUONG DUC,28 MAY 2002,VIE,3,,"Supachalasai National Stadium, Bangkok (THA)",11 DEC 2025,975,men_1500m,2025,https://worldathletics.org/athletes/athlete=14888485
269,3:50.15,,Tatsuya IYODA,18 JUL 2000,JPN,3f3,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,974,men_1500m,2025,https://worldathletics.org/athletes/athlete=14841941
270,3:50.17,,Mahiro HASHIMOTO,30 OCT 2000,JPN,1,,"Prefectural Stadium, Ise (JPN)",24 AUG 2025,974,men_1500m,2025,https://worldathletics.org/athletes/japan/mahiro-hashimoto-14960340
271,3:50.19,,Ibuki MIMA,12 OCT 2004,JPN,11,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,974,men_1500m,2025,https://worldathletics.org/athletes/japan/ibuki-mima-15007839
272,3:50.21,,Sei TATSUISHI,10 JUN 2006,JPN,5,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,974,men_1500m,2025,https://worldathletics.org/athletes/japan/sei-tatsuishi-15032607
273,3:50.24,,Ram SINGH,10 JUN 2002,IND,3,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",08 FEB 2025,973,men_1500m,2025,https://worldathletics.org/athletes/india/ram-singh-15169840
274,3:50.25,,Rennosuke HIMI,28 NOV 2007,JPN,6f3,,"Prefectural Stadium, Hiroshima (JPN)",25 JUL 2025,973,men_1500m,2025,https://worldathletics.org/athletes/japan/rennosuke-himi-15186133
275,3:50.26,,Kentaro YOSHIDA,19 SEP 2002,JPN,6f2,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,973,men_1500m,2025,https://worldathletics.org/athletes/japan/kentaro-yoshida-15046367
275,3:50.26,,Manpreet SINGH,02 APR 1999,IND,9,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,973,men_1500m,2025,https://worldathletics.org/athletes/india/manpreet-singh-14974555
275,3:50.26,,Xingyi MAO,28 OCT 2005,CHN,4h4,,"Sports Center, Jiaxing (CHN)",28 APR 2025,973,men_1500m,2025,https://worldathletics.org/athletes/pr-of-china/xingyi-mao-15165851
278,3:50.27,,Jundai HIGASHI,26 NOV 2004,JPN,7f2,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,973,men_1500m,2025,https://worldathletics.org/athletes/japan/jundai-higashi-14997082
278,3:50.27,,Yudai NOGUCHI,16 OCT 1998,JPN,2f2,,"Nagaragawa Stadium, Gifu (JPN)",10 MAY 2025,973,men_1500m,2025,https://worldathletics.org/athletes/athlete=14767005
280,3:50.28,,Arata SATO,22 AUG 2007,JPN,5f1,,"JIT Recycled Ink Stadium, Kofu (JPN)",07 JUN 2025,973,men_1500m,2025,https://worldathletics.org/athletes/japan/arata-sato-15053000
281,3:50.30,,Eito MORITA,18 FEB 2008,JPN,7f3,,"Prefectural Stadium, Hiroshima (JPN)",25 JUL 2025,973,men_1500m,2025,https://worldathletics.org/athletes/japan/eito-morita-15168124
282,3:50.32,,Shuhei KUSUMOTO,09 NOV 1999,JPN,7f4,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",19 OCT 2025,972,men_1500m,2025,https://worldathletics.org/athletes/japan/shuhei-kusumoto-14997226
283,3:50.33,,Amir Hossain PAPI,20 FEB 2002,IRI,4,,"Shahid Beheshti Stadium, Busehr (IRI)",12 FEB 2025,972,men_1500m,2025,https://worldathletics.org/athletes/islamic-republic-of-iran/amir-hossain-papi-15043328
283,3:50.33,,Otoi HIRANO,16 SEP 2005,JPN,5f4,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",22 MAR 2025,972,men_1500m,2025,https://worldathletics.org/athletes/japan/otoi-hirano-15218941
285,3:50.36,,Taisei HIRANUMA,25 JAN 2009,JPN,8,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,972,men_1500m,2025,https://worldathletics.org/athletes/japan/taisei-hiranuma-15184872
286,3:50.38,,Keito OGATA,23 OCT 2001,JPN,1,,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",03 MAY 2025,972,men_1500m,2025,https://worldathletics.org/athletes/athlete=14909477
286,3:50.38,,Ryo KURIMURA,04 JUL 2007,JPN,2,,"New Aomori Sports Park, Aomori (JPN)",13 JUN 2025,972,men_1500m,2025,https://worldathletics.org/athletes/japan/ryo-kurimura-15046215
286,3:50.38,,Bader ALSWEED,18 MAY 2003,KUW,7f2,,"ENKA Atletizm Pisti, Istanbul (TUR)",12 JUL 2025,972,men_1500m,2025,https://worldathletics.org/athletes/athlete=14989221
289,3:50.39,,Yedeli NUERBOLATI,03 MAY 2003,CHN,3f5,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",10 FEB 2025,1017,men_1500m,2025,https://worldathletics.org/athletes/athlete=14913641
289,3:50.39,,Zihao YIN,16 OCT 2008,CHN,3h4,,"Guoxin Sports Center, Qingdao (CHN)",18 JUN 2025,971,men_1500m,2025,https://worldathletics.org/athletes/pr-of-china/zihao-yin-15206635
291,3:50.41,,Kunpeng FANG,24 MAR 2006,CHN,2f4,,"Liaoning Athletics Management Center, Dalian (CHN)",19 JUL 2025,971,men_1500m,2025,https://worldathletics.org/athletes/pr-of-china/kunpeng-fang-15137333
292,3:50.43,,Tsubasa MATSUO,02 MAR 2008,JPN,2,,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",03 MAY 2025,971,men_1500m,2025,https://worldathletics.org/athletes/japan/tsubasa-matsuo-15153502
293,3:50.44,,Ryosuke HARADA,06 MAR 2000,JPN,10f3,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,971,men_1500m,2025,https://worldathletics.org/athletes/athlete=14833847
294,3:50.47,,Tatsuya MARUYAMA,29 JUL 1994,JPN,11f2,,"Nagaragawa Stadium, Gifu (JPN)",10 MAY 2025,970,men_1500m,2025,https://worldathletics.org/athletes/athlete=14868780
294,3:50.47,,Eldor BOTYROV,18 SEP 2003,UZB,3,,"AFU Athletics Stadium, Tashkent (UZB)",17 AUG 2025,970,men_1500m,2025,https://worldathletics.org/athletes/uzbekistan/eldor-botyrov-15007080
296,3:50.48,,Nobu MARUYAMA,28 JUN 2007,JPN,8f3,,"Prefectural Stadium, Hiroshima (JPN)",25 JUL 2025,970,men_1500m,2025,https://worldathletics.org/athletes/japan/nobu-maruyama-15186134
297,3:50.51,,Xian MA,21 SEP 1999,CHN,4h4,,"Guoxin Sports Center, Qingdao (CHN)",18 JUN 2025,970,men_1500m,2025,https://worldathletics.org/athletes/athlete=14839792
298,3:50.52,,Daiki OZAWA,13 MAY 2000,JPN,13f4,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,970,men_1500m,2025,https://worldathletics.org/athletes/athlete=14854882
298,3:50.52,,H.A.Rukshan HABARAKADA,29 JUL 1998,SRI,3,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",20 AUG 2025,970,men_1500m,2025,https://worldathletics.org/athletes/athlete=14843042
300,3:50.53,,Yukimasa HITAKA,17 DEC 2003,JPN,6f4,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",22 MAR 2025,970,men_1500m,2025,https://worldathletics.org/athletes/japan/yukimasa-hitaka-14960785
