Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
252,24.66,+0.2,Kureha KATAOKA,17 OCT 2007,JPN,3,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",25 MAY 2025,973,women_200m,2025,https://worldathletics.org/athletes/japan/kureha-kataoka-15164037
252,24.66,+0.7,Yajun WANG,30 APR 2006,CHN,5h7,,"Sports Center, Bengbu (CHN)",14 JUN 2025,973,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/yajun-wang-15127537
252,24.66,+0.7,Sofya KIDENKO,18 JAN 2007,KAZ,1,,"Olympic Training Base, Almaty (KAZ)",04 JUL 2025,973,women_200m,2025,https://worldathletics.org/athletes/kazakhstan/sofya-kidenko-14972121
252,24.66,+0.8,Chiaki NAGURA,19 JUN 1993,JPN,1h4,,"Prefectural Stadium, Ise (JPN)",23 AUG 2025,973,women_200m,2025,https://worldathletics.org/athletes/athlete=14423317
252,24.66,+0.6,Samriti JAMWAL,04 DEC 2003,IND,5h3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",29 SEP 2025,973,women_200m,2025,https://worldathletics.org/athletes/india/samriti-jamwal-15116822
252,24.66,+0.4,Jihyun SEO,13 AUG 1994,KOR,6,,"Busan Asiad Stadium, Busan (KOR)",20 OCT 2025,973,women_200m,2025,https://worldathletics.org/athletes/athlete=14852430
259,24.67,+1.2,. GOWRINANDANA,26 MAR 2002,IND,3f1,,"LNCPE, Trivandrum (IND)",17 MAY 2025,972,women_200m,2025,https://worldathletics.org/athletes/athlete=14791347
259,24.67,+0.7,Yu HUANG,26 OCT 2002,CHN,1h2,,Yangzhou (CHN),29 JUL 2025,972,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/yu-huang-15240095
259,24.67,+0.1,Xiaonan HAO,22 JUL 2008,CHN,4,,"Olympic Center, Shenyang (CHN)",14 AUG 2025,972,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/xiaonan-hao-15248127
259,24.67,+0.6,Huixin MAO,17 SEP 2008,CHN,3sf2,,"Olympic Center, Shenyang (CHN)",14 AUG 2025,972,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/huixin-mao-15172442
259,24.67,+1.2,Chun-Wei HU,02 NOV 1995,TPE,2h2,,"Taipei Municipal Stadium, Taipei City (TPE)",20 SEP 2025,972,women_200m,2025,https://worldathletics.org/athletes/athlete=14831848
264,24.68,+0.1,. NIPAM,20 JUN 2007,IND,2,,"Madan Mohan Malviya Sports Stadium, Prayagraj (IND)",24 JUN 2025,971,women_200m,2025,https://worldathletics.org/athletes/india/nipam-15139275
264,24.68,-1.4,Rajitha KUNJA,01 JAN 2003,IND,2f3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",28 JUN 2025,979,women_200m,2025,https://worldathletics.org/athletes/athlete=14884159
264,24.68,-1.5,Riho TANAKA,05 NOV 2007,JPN,2h3,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,980,women_200m,2025,https://worldathletics.org/athletes/japan/riho-tanaka-15001605
264,24.68,-0.5,. AAYUSHI,22 JUL 2004,IND,2h1,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,974,women_200m,2025,https://worldathletics.org/athletes/india/aayushi-15263540
268,24.69,+1.1,Guoxue GAN,12 JAN 2004,CHN,3h1,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,970,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/guoxue-gan-15043464
268,24.69,+1.4,A.L.S.D. LIYANAGE,23 FEB 1994,SRI,6,,"Prince Nayef Sports City, Qatif (KSA)",18 APR 2025,970,women_200m,2025,https://worldathletics.org/athletes/athlete=14892819
268,24.69,+0.1,Nur Aishah Rofina ALING,31 JAN 1999,MAS,1,,"Stadium Merdeka, Kuala Lumpur (MAS)",04 MAY 2025,970,women_200m,2025,https://worldathletics.org/athletes/athlete=14916006
268,24.69,+0.3,Zhuorong ZHANG,13 AUG 2009,CHN,1h6,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",30 MAY 2025,970,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/zhuorong-zhang-15172692
268,24.69,-0.4,Emi FUKUDA,08 MAY 2005,JPN,4h7,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,972,women_200m,2025,https://worldathletics.org/athletes/japan/emi-fukuda-14958714
268,24.69,+1.3,Ririka MUROZUKI,11 JUN 2002,JPN,3f2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",12 JUL 2025,970,women_200m,2025,https://worldathletics.org/athletes/japan/ririka-murozuki-14949942
268,24.69,+1.8,Kirari WATANABE,20 NOV 1999,JPN,1,,"Athletics Stadium, Toyama (JPN)",24 AUG 2025,970,women_200m,2025,https://worldathletics.org/athletes/athlete=14851833
268,24.69,+0.9,Wenting HUANG,16 OCT 2006,CHN,1ce2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,970,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/wenting-huang-15075417
276,24.70,+0.7,Raira TAKIMOTO,29 JAN 2008,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",24 MAY 2025,969,women_200m,2025,https://worldathletics.org/athletes/japan/raira-takimoto-15174817
276,24.70,+1.8,Airi SASAHARA,20 SEP 2007,JPN,4h1,,"Prefectural Stadium, Fukui (JPN)",15 AUG 2025,969,women_200m,2025,https://worldathletics.org/athletes/japan/airi-sasahara-15052944
276,24.70,+2.0,Riki MIWA,09 AUG 2007,JPN,2h2,,"Prefectural Stadium, Ise (JPN)",23 AUG 2025,969,women_200m,2025,https://worldathletics.org/athletes/japan/riki-miwa-14958790
276,24.70,-0.4,Hannah Jandra DELOTAVO,10 FEB 2001,PHI,2,,"New Clark City Stadium, New Clark City (PHI)",07 NOV 2025,971,women_200m,2025,https://worldathletics.org/athletes/philippines/hannah-jandra-delotavo-15111346
280,24.71,,Jiayi CHEN,22 MAY 2004,CHN,1f14,,"Shanxi Athletics Administrative Center, Xi'an (CHN) (i)",15 FEB 2025,1019,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/jiayi-chen-15138452
280,24.71,0.0,H.M.N.K. RTAHNAYAKE,06 FEB 2002,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",19 FEB 2025,969,women_200m,2025,https://worldathletics.org/athletes/sri-lanka/hmnk-rtahnayake-14977172
280,24.71,+0.6,H.M.N. RATHNAYAKA,05 FEB 2002,SRI,4h2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",09 MAR 2025,969,women_200m,2025,https://worldathletics.org/athletes/sri-lanka/hmn-rathnayaka-15110085
280,24.71,-0.5,Yi-Han SU,10 MAR 2010,TPE,2f2,,"Banqiao Stadium, New Taipei City (TPE)",14 MAR 2025,972,women_200m,2025,https://worldathletics.org/athletes/chinese-taipei/yi-han-su-15117466
280,24.71,-0.6,Rashdeep KAUR,01 FEB 2002,IND,4f3,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,972,women_200m,2025,https://worldathletics.org/athletes/india/rashdeep-kaur-14993440
280,24.71,+0.7,Yuzuka HAYASHI,07 FEB 2008,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",24 MAY 2025,969,women_200m,2025,https://worldathletics.org/athletes/japan/yuzuka-hayashi-15180125
280,24.71,+0.5,Jinzhu LI,02 MAR 2007,CHN,3h3,,"Sports Center, Bengbu (CHN)",14 JUN 2025,969,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/jinzhu-li-15071568
280,24.71,+1.4,Aoi NAGAMACHI,24 OCT 2006,JPN,4h1,,"Fukuoka University Stadium, Fukuoka (JPN)",19 JUL 2025,969,women_200m,2025,https://worldathletics.org/athletes/japan/aoi-nagamachi-15046798
280,24.71,+1.8,Maria HOSHINO,30 OCT 2003,JPN,5h1,,"Prefectural Stadium, Fukui (JPN)",15 AUG 2025,969,women_200m,2025,https://worldathletics.org/athletes/athlete=14881430
280,24.71,+0.4,Myeongji KIM,02 JUL 1999,KOR,7,,"Busan Asiad Stadium, Busan (KOR)",20 OCT 2025,969,women_200m,2025,https://worldathletics.org/athletes/athlete=14759681
290,24.72,0.0,Prisha MISHRA,29 JAN 2008,IND,1,,"Patliputra Sports Complex, Patna (IND)",12 MAR 2025,968,women_200m,2025,https://worldathletics.org/athletes/india/prisha-mishra-15117091
290,24.72,-1.1,Kazhal ROSTAMI,24 JUL 2000,IRI,1f2,,"Aftab Enghelab Sport Complex, Tehran (IRI)",13 APR 2025,974,women_200m,2025,https://worldathletics.org/athletes/athlete=14913324
290,24.72,+1.0,Anna HAYASHI,30 SEP 2003,JPN,1h2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",19 APR 2025,968,women_200m,2025,https://worldathletics.org/athletes/japan/anna-hayashi-14963744
290,24.72,-2.0,Shereen Samson VALLABOUY,10 JUL 1998,MAS,6f2,,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",02 MAY 2025,980,women_200m,2025,https://worldathletics.org/athletes/athlete=14651484
290,24.72,0.0,Kina MATSUO,25 OCT 2000,JPN,3h2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,968,women_200m,2025,https://worldathletics.org/athletes/athlete=14819295
290,24.72,+0.6,Risa NAGAOKA,07 FEB 2008,JPN,4,,"Edion Stadium, Hiroshima (JPN)",22 JUN 2025,968,women_200m,2025,https://worldathletics.org/athletes/japan/risa-nagaoka-15050314
290,24.72,+0.8,Rio WATANANBE,07 NOV 2009,JPN,1h5,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",12 JUL 2025,968,women_200m,2025,https://worldathletics.org/athletes/japan/rio-watananbe-15053521
290,24.72,+0.4,Sara OHUCHI,19 AUG 2009,JPN,3,,"Azuma Stadium, Fukushima (JPN)",13 JUL 2025,968,women_200m,2025,https://worldathletics.org/athletes/japan/sara-ohuchi-15202773
290,24.72,+0.2,Naerkuerban JIAYI,08 FEB 2008,CHN,2sf1,,"Olympic Center, Shenyang (CHN)",14 AUG 2025,968,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/naerkuerban-jiayi-15255377
290,24.72,+1.8,Natsumi EDA,25 SEP 2007,JPN,2,,"Athletics Stadium, Toyama (JPN)",24 AUG 2025,968,women_200m,2025,https://worldathletics.org/athletes/japan/natsumi-eda-15103023
290,24.72,-0.4,. TAMANNA,29 SEP 2004,IND,2h2,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",29 SEP 2025,970,women_200m,2025,https://worldathletics.org/athletes/athlete=14921176
