Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
259,4:30.04,,Mirai SAKAMOTO,15 SEP 2009,JPN,1,,"Prefectural Stadium, Ise (JPN)",19 OCT 2025,976,women_1500m,2025,https://worldathletics.org/athletes/japan/mirai-sakamoto-15052696
260,4:30.06,,Hinata MINAMI,05 MAR 2004,JPN,9,,"International Stadium, Yokohama (JPN)",20 AUG 2025,976,women_1500m,2025,https://worldathletics.org/athletes/athlete=14900293
261,4:30.13,,Momo OKAZAKI,27 DEC 2007,JPN,8,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,975,women_1500m,2025,https://worldathletics.org/athletes/japan/momo-okazaki-15004116
262,4:30.20,,Prateeksha YADAV,30 JUN 2005,IND,1,,"Madan Mohan Malviya Sports Stadium, Prayagraj (IND)",23 JUN 2025,975,women_1500m,2025,https://worldathletics.org/athletes/india/prateeksha-yadav-15114625
263,4:30.26,,Kanade SUGIURA,24 JUN 2007,JPN,5,,"Ryuhoku Stadium, Okazaki (JPN)",23 MAY 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/kanade-sugiura-15001193
263,4:30.26,,Ao FUKUDA,17 JUL 2008,JPN,6h3,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/ao-fukuda-15115870
265,4:30.31,,Hinano OKADA,23 AUG 2008,JPN,3h1,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/hinano-okada-15050170
265,4:30.31,,Kokona YAMAMOTO,04 MAR 2008,JPN,3h1,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/kokona-yamamoto-15184725
267,4:30.34,,Yua SATO,03 APR 2006,JPN,10h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/yua-sato-14969030
268,4:30.39,,Madoka FUKUSHIMA,05 FEB 2010,JPN,6h2,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,974,women_1500m,2025,https://worldathletics.org/athletes/japan/madoka-fukushima-15228688
269,4:30.44,,Yutong ZHANG,18 MAR 2004,CHN,1f1,,"Shandong Sports Training Center, Jinan (CHN) (i)",18 FEB 2025,991,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yutong-zhang-14942857
270,4:30.45,,Hikari TANIKADO,13 JUN 2005,JPN,6,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,973,women_1500m,2025,https://worldathletics.org/athletes/japan/hikari-tanikado-15020346
271,4:30.54,,Kokona MITARAI,27 JAN 2009,JPN,3f1,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,972,women_1500m,2025,https://worldathletics.org/athletes/japan/kokona-mitarai-15059049
272,4:30.56,,Parichehr SHAHI,12 APR 2001,IRI,1,,"Sardar Jangal Stadium, Rasht (IRI)",04 MAY 2025,972,women_1500m,2025,https://worldathletics.org/athletes/athlete=14926843
273,4:30.69,,Moana ISHIDA,03 MAR 2010,JPN,9,,"New Aomori Sports Park, Aomori (JPN)",14 JUN 2025,971,women_1500m,2025,https://worldathletics.org/athletes/japan/moana-ishida-15256239
274,4:30.77,,Momoka ONISHI,15 APR 2006,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,971,women_1500m,2025,https://worldathletics.org/athletes/japan/momoka-onishi-15045171
275,4:30.80,,Ayuka SEKIGUCHI,14 SEP 2005,JPN,5h3,,"Gion Stadium, Sagamihara (JPN)",08 MAY 2025,971,women_1500m,2025,https://worldathletics.org/athletes/japan/ayuka-sekiguchi-15058508
276,4:30.89,,Sae KAWAMOTO,02 SEP 2008,JPN,2,,"Athletic Stadium, Tottori (JPN)",11 OCT 2025,970,women_1500m,2025,https://worldathletics.org/athletes/japan/sae-kawamoto-15168634
277,4:30.90,,Asuka ISHIMATSU,29 OCT 2003,JPN,8h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,970,women_1500m,2025,https://worldathletics.org/athletes/athlete=14860659
277,4:30.90,,Xiaoxuan LI,03 FEB 2005,CHN,6,,"Liaoning Athletics Management Center, Dalian (CHN)",19 JUL 2025,970,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/xiaoxuan-li-15089499
279,4:30.93,,Manju CHOUDHARI,13 DEC 2005,IND,3,,"Kalinga Stadium, Bhubaneshwar (IND)",10 OCT 2025,970,women_1500m,2025,https://worldathletics.org/athletes/india/manju-choudhari-15190029
280,4:30.95,,Ye-rin HWANG,21 FEB 2003,KOR,3,,"Yecheon Stadium, Yecheon (KOR)",07 JUN 2025,969,women_1500m,2025,https://worldathletics.org/athletes/athlete=14849658
281,4:30.96,,Runa ASANO,03 FEB 2008,JPN,8h1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,969,women_1500m,2025,https://worldathletics.org/athletes/japan/runa-asano-15144046
282,4:30.99,,XiuZhen MA,05 JUL 2000,CHN,1f2,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",10 FEB 2025,987,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/xiuzhen-ma-14977274
283,4:31.01,,Yutong LI,02 JAN 2007,CHN,1,,"Olympic Sports Center, Chongqing (CHN)",05 APR 2025,969,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yutong-li-15166265
284,4:31.04,,Haruka HIGUCHI,01 APR 2009,JPN,4,,"Athletic Stadium, Tottori (JPN)",11 OCT 2025,969,women_1500m,2025,https://worldathletics.org/athletes/japan/haruka-higuchi-15045346
285,4:31.05,,Yuzuna KAWAI,24 JAN 2009,JPN,4h2,,"Prefectural Stadium, Ise (JPN)",20 JUN 2025,969,women_1500m,2025,https://worldathletics.org/athletes/japan/yuzuna-kawai-15164025
285,4:31.05,,Hotaru OTAO,15 JUN 2009,JPN,5,,"Athletic Stadium, Tottori (JPN)",11 OCT 2025,969,women_1500m,2025,https://worldathletics.org/athletes/japan/hotaru-otao-15251947
287,4:31.06,,Mahiro IKENUSHI,12 OCT 2003,JPN,8h1,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,969,women_1500m,2025,https://worldathletics.org/athletes/japan/mahiro-ikenushi-14954776
288,4:31.10,,Hiyori DOMI,20 MAR 2007,JPN,8,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,968,women_1500m,2025,https://worldathletics.org/athletes/japan/hiyori-domi-15103218
289,4:31.13,,Miyu KOBAYASHI,02 MAY 2007,JPN,5h1,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,968,women_1500m,2025,https://worldathletics.org/athletes/japan/miyu-kobayashi-14335171
290,4:31.16,,Yokihi SUZUKI,09 DEC 2008,JPN,3,,"Prefectural Stadium, Ise (JPN)",19 OCT 2025,968,women_1500m,2025,https://worldathletics.org/athletes/japan/yokihi-suzuki-15179591
291,4:31.23,,Miu NAKAMURA,25 OCT 1999,JPN,1,,"Azuma Stadium, Fukushima (JPN)",12 JUL 2025,967,women_1500m,2025,https://worldathletics.org/athletes/athlete=14767056
292,4:31.24,,Rion FURUKAWA,25 SEP 2001,JPN,16f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,967,women_1500m,2025,https://worldathletics.org/athletes/athlete=14855591
293,4:31.25,,Kana MIZOGAMI,08 NOV 2004,JPN,2,,"Municipal Stadium, Miyoshi (JPN)",17 MAY 2025,967,women_1500m,2025,https://worldathletics.org/athletes/athlete=14921662
294,4:31.27,,Hinako DOBASHI,29 JUL 2005,JPN,9,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,967,women_1500m,2025,https://worldathletics.org/athletes/japan/hinako-dobashi-15001117
295,4:31.31,,Kaho EZOE,,JPN,3h1,,"Egao Kenko Stadium, Kumamoto (JPN)",13 JUN 2025,967,women_1500m,2025,https://worldathletics.org/athletes/japan/kaho-ezoe-15180897
296,4:31.42,,Iroha NAKANISI,05 OCT 2011,JPN,2,,"Prefectural Stadium, Okayama (JPN)",28 JUN 2025,966,women_1500m,2025,https://worldathletics.org/athletes/japan/iroha-nakanisi-15246451
297,4:31.45,,Momoka TANISUE,12 MAR 2009,JPN,3,,"JIT Recycled Ink Stadium, Kofu (JPN)",18 OCT 2025,966,women_1500m,2025,https://worldathletics.org/athletes/japan/momoka-tanisue-15181675
298,4:31.47,,Yura SAITO,06 NOV 2008,JPN,8,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,966,women_1500m,2025,https://worldathletics.org/athletes/japan/yura-saito-15052423
299,4:31.48,,Sae OHSUMI,26 JUL 2006,JPN,4,,"Fukuoka University Stadium, Fukuoka (JPN)",19 JUL 2025,966,women_1500m,2025,https://worldathletics.org/athletes/japan/sae-ohsumi-14983154
300,4:31.53,,Nanoha TSUSHIMA,30 SEP 2006,JPN,9h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,965,women_1500m,2025,https://worldathletics.org/athletes/japan/nanoha-tsushima-15048505
