Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
129,15:55.34,,Harim JO,14 SEP 1996,KOR,2,,"Busan Asiad Stadium, Busan (KOR)",19 OCT 2025,1058,women_5000m,2025,https://worldathletics.org/athletes/athlete=14532353
130,15:55.57,,Akira MATSUI,12 MAY 2003,JPN,5f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1058,women_5000m,2025,https://worldathletics.org/athletes/japan/akira-matsui-14955707
131,15:55.60,,Harumi OKAMOTO,07 FEB 1998,JPN,25f2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1058,women_5000m,2025,https://worldathletics.org/athletes/athlete=14659421
132,15:55.66,,Min LIU,22 DEC 1997,CHN,10,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1058,women_5000m,2025,https://worldathletics.org/athletes/athlete=14908056
133,15:55.82,,Eriko OTSUKA,20 JUL 1992,JPN,5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/athlete=14654021
134,15:55.95,,Chihiro SATO,28 APR 2001,JPN,5f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/athlete=14903970
135,15:56.03,,ANKITA,05 FEB 2002,IND,1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",12 FEB 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/athlete=14818406
135,15:56.03,,Yuri MITSUNE,30 MAR 1998,JPN,6,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/athlete=14780841
137,15:56.07,,Saki MATSUI,22 JUN 1999,JPN,7f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/athlete=14886245
138,15:56.19,,Nanako MIWA,07 APR 2002,JPN,6f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/japan/nanako-miwa-14948345
139,15:56.21,,Aoba KOUDA,16 JUN 2006,JPN,14,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1057,women_5000m,2025,https://worldathletics.org/athletes/japan/aoba-kouda-15050483
140,15:56.27,,Koto WATANABE,23 JUN 2007,JPN,6,,"Keio Univ. Hiyoshi Athletics Field, Yokohama (JPN)",05 OCT 2025,1056,women_5000m,2025,https://worldathletics.org/athletes/japan/koto-watanabe-14982884
141,15:56.50,,Sakine NOGUCHI,09 OCT 2007,JPN,15f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1056,women_5000m,2025,https://worldathletics.org/athletes/japan/sakine-noguchi-14975616
142,15:56.70,,Nagisa SEKO,17 MAY 2006,JPN,15,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1056,women_5000m,2025,https://worldathletics.org/athletes/japan/nagisa-seko-14963002
143,15:56.94,,Shiori NAGUMO,11 FEB 1995,JPN,10f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/japan/shiori-nagumo-15120527
144,15:56.98,,Hitono FUJITA,29 NOV 2002,JPN,16f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/japan/hitono-fujita-14955887
145,15:56.99,,Ying HAN,09 NOV 2002,CHN,11,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/pr-of-china/ying-han-15032236
146,15:57.10,,Miki HIRAI,12 FEB 1996,JPN,9f1,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/athlete=14501142
147,15:57.16,,Yuna FURUSAWA,19 OCT 2006,JPN,17f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/japan/yuna-furusawa-15048532
148,15:57.24,,Shuri OGASAWARA,03 OCT 2000,JPN,5f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",28 SEP 2025,1055,women_5000m,2025,https://worldathletics.org/athletes/athlete=14728058
149,15:57.38,,Yaxuan LI,11 JAN 2006,CHN,9f2,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1054,women_5000m,2025,https://worldathletics.org/athletes/athlete=14942056
150,15:57.93,,Nene UENO,09 APR 2003,JPN,16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/japan/nene-ueno-14954459
151,15:57.94,,Amisa MURAYAMA,30 MAY 2004,JPN,19f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/athlete=14920012
152,15:58.04,,Mai KUBOTA,18 JUL 2006,JPN,17,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/japan/mai-kubota-15103215
153,15:58.12,,Mao ICHIYAMA,29 MAY 1997,JPN,14f1,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/athlete=14695498
154,15:58.13,,Shiori ZAMA,23 JUL 1999,JPN,8f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/athlete=14853623
155,15:58.15,,Shiho TACHIZAKO,26 DEC 2003,JPN,11f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/japan/shiho-tachizako-14956139
156,15:58.37,,Yuna WADA,07 AUG 1999,JPN,12f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1053,women_5000m,2025,https://worldathletics.org/athletes/athlete=14719661
157,15:58.54,,Kaede KAWAMURA,23 NOV 1997,JPN,10f2,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",28 SEP 2025,1052,women_5000m,2025,https://worldathletics.org/athletes/athlete=14809489
158,15:58.67,,Mei NAKANO,24 JAN 2006,JPN,20f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1052,women_5000m,2025,https://worldathletics.org/athletes/japan/mei-nakano-15001821
159,15:58.80,,Sayuki OTA,30 DEC 2004,JPN,5,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1052,women_5000m,2025,https://worldathletics.org/athletes/japan/sayuki-ota-14958136
160,15:58.94,,Sakura TAKEHARA,29 OCT 2003,JPN,3f1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2025,1052,women_5000m,2025,https://worldathletics.org/athletes/athlete=14930636
161,15:59.36,,Jierushayuri MAYAKA,14 MAY 2001,JPN,6f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",28 SEP 2025,1051,women_5000m,2025,https://worldathletics.org/athletes/athlete=14905248
162,15:59.53,,Michi KAWANISHI,24 JAN 2007,JPN,1f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1050,women_5000m,2025,https://worldathletics.org/athletes/athlete=14909521
163,15:59.90,,Nanako OTANI,01 JUL 1999,JPN,21f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1050,women_5000m,2025,https://worldathletics.org/athletes/athlete=14858479
164,16:00.50,,Komachi IKEDA,14 OCT 2003,JPN,4f1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2025,1049,women_5000m,2025,https://worldathletics.org/athletes/japan/komachi-ikeda-14962339
165,16:00.64,,Rion FURUKAWA,25 SEP 2001,JPN,12f1,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1048,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855591
166,16:00.77,,China NAKAGAWA,08 APR 2006,JPN,1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1048,women_5000m,2025,https://worldathletics.org/athletes/japan/china-nakagawa-14963006
167,16:00.98,,Hina YANAGITANI,21 FEB 2000,JPN,10,,"Keio Univ. Hiyoshi Athletics Field, Yokohama (JPN)",05 OCT 2025,1048,women_5000m,2025,https://worldathletics.org/athletes/athlete=14856860
168,16:02.01,,Erika TANOURA,01 FEB 2000,JPN,20,,"National Stadium, Tokyo (JPN)",04 JUL 2025,1046,women_5000m,2025,https://worldathletics.org/athletes/athlete=14902692
169,16:02.09,,Hikaru HAMANO,25 AUG 2003,JPN,22f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1046,women_5000m,2025,https://worldathletics.org/athletes/athlete=14930753
170,16:02.16,,Shiena KANAMORI,06 MAY 2006,JPN,18,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1046,women_5000m,2025,https://worldathletics.org/athletes/japan/shiena-kanamori-14996732
171,16:02.48,,Ayami YODA,02 OCT 2004,JPN,23f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1045,women_5000m,2025,https://worldathletics.org/athletes/japan/ayami-yoda-14962997
172,16:02.55,,Azusa SUMI,12 AUG 1996,JPN,28f2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1045,women_5000m,2025,https://worldathletics.org/athletes/athlete=14524081
173,16:02.85,,Haruko HOSAKA,23 APR 2001,JPN,14f4,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1044,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855577
174,16:03.46,,Asahi SHIRAKAWA,28 SEP 2005,JPN,8,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1043,women_5000m,2025,https://worldathletics.org/athletes/athlete=14919445
175,16:03.72,,Nozomi KONDO,20 JUL 2005,JPN,29f2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1043,women_5000m,2025,https://worldathletics.org/athletes/japan/nozomi-kondo-15001068
176,16:03.86,,Yuka KOMATSU,02 JUL 2003,JPN,11,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1042,women_5000m,2025,https://worldathletics.org/athletes/athlete=14860670
177,16:04.03,,Misaki SHITAMORI,04 AUG 2005,JPN,3f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1042,women_5000m,2025,https://worldathletics.org/athletes/japan/misaki-shitamori-14961631
178,16:04.31,,Yume MIYAKE,05 MAY 2005,JPN,19,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1042,women_5000m,2025,https://worldathletics.org/athletes/japan/yume-miyake-15004930
179,16:04.65,,Kazuyo IIDA,16 MAR 2006,JPN,24f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1041,women_5000m,2025,https://worldathletics.org/athletes/japan/kazuyo-iida-15003911
180,16:04.75,,Misaki NAGAOKA,09 AUG 2006,JPN,30f2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1041,women_5000m,2025,https://worldathletics.org/athletes/japan/misaki-nagaoka-15047865
181,16:05.81,,Kanoko NAWA,26 AUG 2005,JPN,5f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1039,women_5000m,2025,https://worldathletics.org/athletes/japan/kanoko-nawa-14958716
182,16:05.92,,Arisu YAMAGUCHI,21 NOV 2005,JPN,25f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1039,women_5000m,2025,https://worldathletics.org/athletes/japan/arisu-yamaguchi-15046163
183,16:05.96,,Miori KIDA,30 NOV 2007,JPN,26f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1039,women_5000m,2025,https://worldathletics.org/athletes/japan/miori-kida-15001397
184,16:06.08,,Ami FURUNISHI,05 AUG 2003,JPN,27f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1038,women_5000m,2025,https://worldathletics.org/athletes/japan/ami-furunishi-15005245
185,16:06.10,,Nanami OKAWA,10 MAY 2007,JPN,2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1038,women_5000m,2025,https://worldathletics.org/athletes/japan/nanami-okawa-14976147
186,16:06.37,,Hikari OHNISHI,26 APR 2000,JPN,7f1,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1038,women_5000m,2025,https://worldathletics.org/athletes/athlete=14750932
187,16:06.68,,Yuyan WANG,21 NOV 2007,CHN,16,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1037,women_5000m,2025,https://worldathletics.org/athletes/pr-of-china/yuyan-wang-15177639
188,16:06.74,,Hikaru FUKUYAMA,06 FEB 2006,JPN,3,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1037,women_5000m,2025,https://worldathletics.org/athletes/japan/hikaru-fukuyama-14980685
189,16:06.92,,Sumika TUTUMI,22 DEC 2001,JPN,2f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1037,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855579
190,16:07.35,,Runa SHOJI,28 MAR 2004,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1036,women_5000m,2025,https://worldathletics.org/athletes/athlete=14895671
191,16:07.62,,Mina NUMATA,21 MAR 2008,JPN,4,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1036,women_5000m,2025,https://worldathletics.org/athletes/japan/mina-numata-15248642
192,16:07.70,,Suzuna HIYOSHI,02 NOV 2000,JPN,6f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855582
193,16:07.73,,Yui KAWABE,10 OCT 1998,JPN,9f2,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14731851
194,16:07.86,,Kaede RIKIMARU,01 NOV 2004,JPN,28f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/japan/kaede-rikimaru-14952499
195,16:08.06,,Ayaka SEGI,14 MAY 2004,JPN,32f2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14930830
196,16:08.07,,Jiajia ZHANG,22 AUG 2001,CHN,17,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14857403
197,16:08.12,,Kotone HOSHINA,13 JUL 2000,JPN,16f4,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14899764
197,16:08.12,,Rika SHIBATA,23 MAR 2003,JPN,16f4,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/japan/rika-shibata-14946122
199,16:08.19,,Yuka SAKAJIRI,17 AUG 1999,JPN,8f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1035,women_5000m,2025,https://worldathletics.org/athletes/athlete=14719672
200,16:08.32,,Hui XU,02 MAR 2003,CHN,11f2,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1034,women_5000m,2025,https://worldathletics.org/athletes/athlete=14884980
201,16:08.64,,Minori NEZUKA,31 JAN 2002,JPN,9,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1034,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855563
202,16:08.65,,Aika FUKUNAGA,25 MAR 2003,JPN,3f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1034,women_5000m,2025,https://worldathletics.org/athletes/japan/aika-fukunaga-14957078
203,16:08.75,,Koharu TAKEDA,08 MAY 2005,JPN,9,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1034,women_5000m,2025,https://worldathletics.org/athletes/japan/koharu-takeda-15000242
204,16:08.79,,Yuri KARASAWA,25 NOV 1995,JPN,10f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1033,women_5000m,2025,https://worldathletics.org/athletes/athlete=14572682
205,16:08.85,,Sakurako YANAI,25 MAR 2004,JPN,29f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1033,women_5000m,2025,https://worldathletics.org/athletes/athlete=14903968
206,16:09.02,,Xinyan ZHANG,09 FEB 1994,CHN,12f2,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1033,women_5000m,2025,https://worldathletics.org/athletes/athlete=14488655
207,16:09.27,,Ayuka KAZAMA,14 SEP 2001,JPN,9f1,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1033,women_5000m,2025,https://worldathletics.org/athletes/athlete=14813839
208,16:09.51,,Ranna CHUMA,19 DEC 2005,JPN,7f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1032,women_5000m,2025,https://worldathletics.org/athletes/japan/ranna-chuma-14979735
209,16:09.85,,Jingya LIU,25 NOV 2002,CHN,18,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1032,women_5000m,2025,https://worldathletics.org/athletes/athlete=14857401
210,16:10.29,,Mizuki SANAI,01 MAY 2005,JPN,30f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,1031,women_5000m,2025,https://worldathletics.org/athletes/japan/mizuki-sanai-15048987
211,16:10.36,,Aiko HOSOYA,22 JUL 2004,JPN,12f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1031,women_5000m,2025,https://worldathletics.org/athletes/athlete=14931193
212,16:10.58,,Mio MOTOZAWA,03 APR 2005,JPN,6f2,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1030,women_5000m,2025,https://worldathletics.org/athletes/japan/mio-motozawa-15000797
213,16:10.79,,Kasumi NISHIHARA,01 MAR 1989,JPN,12f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1030,women_5000m,2025,https://worldathletics.org/athletes/athlete=14287422
214,16:11.14,,Yujia FANG,14 JUN 2006,CHN,19,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1029,women_5000m,2025,https://worldathletics.org/athletes/pr-of-china/yujia-fang-15044259
215,16:11.17,,Machiko IWASAKI,10 NOV 2004,JPN,10f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1029,women_5000m,2025,https://worldathletics.org/athletes/japan/machiko-iwasaki-14967262
216,16:11.62,,Shiori TAKASE,12 OCT 2006,JPN,11f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1028,women_5000m,2025,https://worldathletics.org/athletes/japan/shiori-takase-14957278
217,16:12.18,,Kotone NIWA,15 DEC 2003,JPN,4f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1027,women_5000m,2025,https://worldathletics.org/athletes/japan/kotone-niwa-14956389
218,16:12.28,,Mana MARUMO,10 JAN 2005,JPN,11,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1027,women_5000m,2025,https://worldathletics.org/athletes/japan/mana-marumo-14960016
219,16:12.30,,Madoka NAKANO,14 AUG 1991,JPN,11f2,,"Yanmar Stadium Nagai, Osaka (JPN)",08 JUN 2025,1027,women_5000m,2025,https://worldathletics.org/athletes/athlete=14512795
220,16:12.62,,Rinka HIDA,11 JAN 2001,JPN,12f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1026,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855612
221,16:12.72,,Ying LU,13 OCT 1997,CHN,20,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1026,women_5000m,2025,https://worldathletics.org/athletes/athlete=14752711
222,16:13.35,,Fuka FUKUNAGA,13 JUN 2002,JPN,10f2,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1025,women_5000m,2025,https://worldathletics.org/athletes/athlete=14860662
223,16:13.36,,Hikari KOBAYASHI,01 JUL 2004,JPN,5f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1025,women_5000m,2025,https://worldathletics.org/athletes/japan/hikari-kobayashi-14957566
224,16:13.64,,Chihiro TSUSHIMA,02 APR 2004,JPN,15f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1025,women_5000m,2025,https://worldathletics.org/athletes/japan/chihiro-tsushima-15121885
225,16:14.37,,Aya YAMAGUCHI,10 FEB 2006,JPN,6f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1023,women_5000m,2025,https://worldathletics.org/athletes/japan/aya-yamaguchi-14996352
226,16:14.66,,Shuho TAKAHASHI,12 NOV 2002,JPN,13f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1023,women_5000m,2025,https://worldathletics.org/athletes/athlete=14930750
227,16:14.73,,Yui KURIHARA,05 AUG 1994,JPN,13f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1023,women_5000m,2025,https://worldathletics.org/athletes/athlete=14920052
228,16:14.89,,Moe KOUDA,19 MAY 2000,JPN,14f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1022,women_5000m,2025,https://worldathletics.org/athletes/athlete=14904045
229,16:15.08,,Ruka USUI,20 MAR 2007,JPN,3f4,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1022,women_5000m,2025,https://worldathletics.org/athletes/japan/ruka-usui-14962539
230,16:15.48,,Chinatsu TAKEDA,14 MAY 2000,JPN,6f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1021,women_5000m,2025,https://worldathletics.org/athletes/athlete=14792339
231,16:15.58,,Ayuko SUZUKI,08 OCT 1991,JPN,11f1,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1021,women_5000m,2025,https://worldathletics.org/athletes/athlete=14428635
232,16:15.70,,Haruna ASABUKI,07 APR 2005,JPN,7f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1021,women_5000m,2025,https://worldathletics.org/athletes/japan/haruna-asabuki-14999485
233,16:15.83,,Natsume YAMAGIWA,24 JUL 2002,JPN,12f2,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1021,women_5000m,2025,https://worldathletics.org/athletes/athlete=14895635
234,16:16.00,,Yanli ZHAO,04 DEC 2000,CHN,2f1,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1020,women_5000m,2025,https://worldathletics.org/athletes/athlete=14752714
235,16:16.03,,Bingjie XU,30 JAN 2003,CHN,15f2,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1020,women_5000m,2025,https://worldathletics.org/athletes/athlete=14913613
236,16:16.27,,Mio KURODA,12 FEB 2001,JPN,8f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1020,women_5000m,2025,https://worldathletics.org/athletes/athlete=14912776
237,16:16.53,,Yui KOMATSU,08 JAN 2001,JPN,15f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/athlete=14895633
238,16:16.59,,Linying WANG,16 DEC 2003,CHN,21,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",18 NOV 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/pr-of-china/linying-wang-14950780
239,16:16.74,,Nana TANAKA,16 OCT 2004,JPN,19f4,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/japan/nana-tanaka-14949213
240,16:16.78,,Natsu NISHINAGA,20 JUL 1999,JPN,9f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/athlete=14719669
241,16:16.79,,Haruka FUJIKAWA,18 MAR 1999,JPN,1f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/athlete=14811074
242,16:16.88,,Fumika ONISHI,11 DEC 2004,JPN,7f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1019,women_5000m,2025,https://worldathletics.org/athletes/japan/fumika-onishi-14957081
243,16:17.17,,Honami MAEDA,17 JUL 1996,JPN,16f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1018,women_5000m,2025,https://worldathletics.org/athletes/athlete=14643309
244,16:17.86,,Ayaka MURAO,19 AUG 2000,JPN,4f4,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1017,women_5000m,2025,https://worldathletics.org/athletes/athlete=14819303
245,16:17.95,,Koyuki KATO,01 DEC 2002,JPN,14f2,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1017,women_5000m,2025,https://worldathletics.org/athletes/athlete=14895628
246,16:18.12,,Aika MURAKAMI,22 MAY 1998,JPN,3f3,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1016,women_5000m,2025,https://worldathletics.org/athletes/athlete=14767066
247,16:18.31,,Hongmei JIANG,18 AUG 2003,CHN,3,,Chongqing (CHN),14 MAY 2025,1016,women_5000m,2025,https://worldathletics.org/athletes/athlete=14892641
248,16:18.49,,Mayu HIRATA,16 FEB 2001,JPN,2f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1016,women_5000m,2025,https://worldathletics.org/athletes/athlete=14903969
249,16:18.74,,Yura TANAKA,12 DEC 2005,JPN,16,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1015,women_5000m,2025,https://worldathletics.org/athletes/japan/yura-tanaka-15005156
250,16:19.12,,Momona YOTSUMOTO,06 NOV 2002,JPN,4f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1015,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855535
251,16:19.35,,Asuka ITO,06 AUG 1999,JPN,16f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1014,women_5000m,2025,https://worldathletics.org/athletes/athlete=14853618
252,16:19.78,,Haruna MIZUTANI,02 DEC 2003,JPN,5f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1013,women_5000m,2025,https://worldathletics.org/athletes/japan/haruna-mizutani-14957295
253,16:20.32,,Haruna FUJIMURA,22 JUN 1998,JPN,1f1,,"Yanmar Stadium Nagai, Osaka (JPN)",08 JUN 2025,1012,women_5000m,2025,https://worldathletics.org/athletes/athlete=14821577
254,16:20.46,,Ichigo ISHIKAWA,05 APR 2004,JPN,7,,"Gion Stadium, Sagamihara (JPN)",11 MAY 2025,1012,women_5000m,2025,https://worldathletics.org/athletes/japan/ichigo-ishikawa-14945728
255,16:20.77,,Io AKASHI,16 SEP 1994,JPN,8f1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2025,1012,women_5000m,2025,https://worldathletics.org/athletes/athlete=14739834
256,16:20.97,,Kaena TAKEYAMA,30 OCT 1995,JPN,8f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1011,women_5000m,2025,https://worldathletics.org/athletes/athlete=14752662
