Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
130,28:53.57,,Jun NOBUTO,24 DEC 1991,JPN,9f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1051,men_10000m,2026,https://worldathletics.org/athletes/athlete=14538343
131,28:53.82,,Yu MIYAZAKI,21 SEP 2005,JPN,15f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1050,men_10000m,2026,https://worldathletics.org/athletes/japan/yu-miyazaki-15010095
132,28:53.85,,Daiki HATTORI,07 MAR 1999,JPN,18f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1050,men_10000m,2026,https://worldathletics.org/athletes/athlete=14899953
133,28:53.99,,Haruto ONO,14 APR 2000,JPN,10f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1050,men_10000m,2026,https://worldathletics.org/athletes/athlete=14855007
134,28:54.13,,Kazuhiro UEDA,20 OCT 2005,JPN,8f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1050,men_10000m,2026,https://worldathletics.org/athletes/japan/kazuhiro-ueda-15002620
135,28:54.45,,Yuma SHIMOO,04 NOV 2001,JPN,13f1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",28 MAR 2026,1049,men_10000m,2026,https://worldathletics.org/athletes/japan/yuma-shimoo-14995437
136,28:54.57,,Haru TANINAKA,23 APR 2005,JPN,9f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1049,men_10000m,2026,https://worldathletics.org/athletes/japan/haru-taninaka-14998436
137,28:54.85,,Sota SUMIHARA,24 JUL 2002,JPN,10,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1049,men_10000m,2026,https://worldathletics.org/athletes/japan/sota-sumihara-14995444
138,28:55.41,,Aimu TANAKA,13 NOV 2004,JPN,4f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1048,men_10000m,2026,https://worldathletics.org/athletes/japan/aimu-tanaka-14996945
139,28:55.88,,Hagumi OGI,07 JUL 2000,JPN,12f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854876
140,28:55.92,,Ciren ZHAXI,16 NOV 2002,CHN,5,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/athlete=14892680
141,28:56.11,,Tao WANG,10 DEC 2002,CHN,6,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/athlete=14902359
141,28:56.11,,Koki YOSHIOKA,06 JAN 1997,JPN,13f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/athlete=14639756
143,28:56.15,,Haruto MUKAE,20 MAR 2006,JPN,13,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/japan/haruto-mukae-15057061
144,28:56.28,,Shunsuke KIKUCHI,26 JAN 2002,JPN,11,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1047,men_10000m,2026,https://worldathletics.org/athletes/japan/shunsuke-kikuchi-14956593
145,28:56.51,,Nijiro NATSUMI,16 JAN 2007,JPN,14,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1046,men_10000m,2026,https://worldathletics.org/athletes/japan/nijiro-natsumi-15004757
146,28:56.97,,Mikoto HAMANAKA,17 JUN 2004,JPN,15,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1046,men_10000m,2026,https://worldathletics.org/athletes/japan/mikoto-hamanaka-14999669
147,28:57.47,,Riku HIRAI,11 DEC 2005,JPN,1f3,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1045,men_10000m,2026,https://worldathletics.org/athletes/japan/riku-hirai-14996876
148,28:57.75,,Tasuku YAMAZAKI,29 APR 2003,JPN,15,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,1045,men_10000m,2026,https://worldathletics.org/athletes/japan/tasuku-yamazaki-14963085
149,28:57.87,,Taishi YAMADA,29 MAR 1999,JPN,2,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1044,men_10000m,2026,https://worldathletics.org/athletes/athlete=14891785
150,28:57.93,,Kazura MUNAKATA,10 JAN 2005,JPN,16,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1044,men_10000m,2026,https://worldathletics.org/athletes/japan/kazura-munakata-15048485
151,28:58.46,,Yoshiki OSHIRO,12 NOV 1998,JPN,3f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1044,men_10000m,2026,https://worldathletics.org/athletes/athlete=14930712
152,28:58.50,,Daiki SHIBATA,25 MAR 2003,JPN,3,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,1043,men_10000m,2026,https://worldathletics.org/athletes/japan/daiki-shibata-14964669
153,28:58.55,,Akira AKASAKI,21 JAN 1998,JPN,12f3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1043,men_10000m,2026,https://worldathletics.org/athletes/athlete=14765559
154,28:58.67,,Masanori SUMIDA,08 JAN 1996,JPN,3,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1043,men_10000m,2026,https://worldathletics.org/athletes/athlete=14672310
154,28:58.67,,Rinto NAKAYAMA,11 JUN 2001,JPN,13f3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1043,men_10000m,2026,https://worldathletics.org/athletes/athlete=14855037
156,28:59.19,,Tomoki NAGATA,16 MAR 2005,JPN,2f3,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1042,men_10000m,2026,https://worldathletics.org/athletes/japan/tomoki-nagata-15001953
157,28:59.48,,Daisuke SHIMOJO,03 APR 2000,JPN,19f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1042,men_10000m,2026,https://worldathletics.org/athletes/athlete=14881389
158,28:59.56,,Junsei MURAKAMI,05 JUN 2007,JPN,10f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1042,men_10000m,2026,https://worldathletics.org/athletes/japan/junsei-murakami-15052738
159,28:59.63,,Wataru TOCHIGI,08 MAY 1995,JPN,4f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1042,men_10000m,2026,https://worldathletics.org/athletes/athlete=14669127
160,28:59.69,,Atsuki KOBAYASHI,15 DEC 2001,JPN,12,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1042,men_10000m,2026,https://worldathletics.org/athletes/athlete=14887704
161,28:59.93,,Shuto OMINATO,06 AUG 2004,JPN,11f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1041,men_10000m,2026,https://worldathletics.org/athletes/japan/shuto-ominato-15003851
162,29:00.21,,Aito SATO,31 OCT 2005,JPN,17,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1041,men_10000m,2026,https://worldathletics.org/athletes/japan/aito-sato-14999816
163,29:00.68,,Hajime MATSUI,08 MAY 2005,JPN,18,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1040,men_10000m,2026,https://worldathletics.org/athletes/japan/hajime-matsui-15005692
164,29:00.80,,Koji SUZUKI,12 DEC 2003,JPN,5f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1040,men_10000m,2026,https://worldathletics.org/athletes/japan/koji-suzuki-15007834
165,29:00.99,,Taichi HOSHINO,07 NOV 2004,JPN,18,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1040,men_10000m,2026,https://worldathletics.org/athletes/japan/taichi-hoshino-14960881
166,29:01.20,,Hiroshi ICHIDA,16 JUN 1992,JPN,16,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,1039,men_10000m,2026,https://worldathletics.org/athletes/athlete=14506783
167,29:01.77,,Keigo AMIMOTO,04 SEP 2003,JPN,6f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1039,men_10000m,2026,https://worldathletics.org/athletes/japan/keigo-amimoto-14957270
168,29:02.09,,Tatsuro NAGASAWA,15 JUN 2005,JPN,19,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1038,men_10000m,2026,https://worldathletics.org/athletes/japan/tatsuro-nagasawa-15010174
169,29:02.18,,Ryota KONDO,05 OCT 1999,JPN,14f3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1038,men_10000m,2026,https://worldathletics.org/athletes/japan/ryota-kondo-14950023
170,29:02.29,,Kento YAMAUCHI,24 DEC 2001,JPN,7f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1038,men_10000m,2026,https://worldathletics.org/athletes/japan/kento-yamauchi-14950183
171,29:02.81,,Kyohei HOSOYA,31 AUG 1995,JPN,15f3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1037,men_10000m,2026,https://worldathletics.org/athletes/athlete=14569141
172,29:03.13,,Yuto ABE,04 APR 2006,JPN,16f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1037,men_10000m,2026,https://worldathletics.org/athletes/japan/yuto-abe-15048943
173,29:03.60,,Rui MA,01 APR 2002,CHN,2f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,1036,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/rui-ma-14977271
174,29:04.04,,Kyoichi OKAMURA,01 JUN 2005,JPN,5f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1035,men_10000m,2026,https://worldathletics.org/athletes/japan/kyoichi-okamura-14996878
175,29:04.63,,Rin KITSUKI,17 JUL 1999,JPN,20f1,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1034,men_10000m,2026,https://worldathletics.org/athletes/athlete=14780844
176,29:04.84,,Issei MATSUOKA,04 SEP 2005,JPN,12f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1034,men_10000m,2026,https://worldathletics.org/athletes/japan/issei-matsuoka-15010210
177,29:05.19,,Mizuki NAGAYAMA,20 AUG 1997,JPN,17,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,1034,men_10000m,2026,https://worldathletics.org/athletes/athlete=14878627
178,29:05.80,,Safumi SUGI,10 AUG 2001,JPN,11f1,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1033,men_10000m,2026,https://worldathletics.org/athletes/athlete=14921455
179,29:06.40,,Kegu YANG,02 JUN 2000,CHN,1,,"Sports Center, Quzhou (CHN)",12 AUG 2026,1032,men_10000m,2026,https://worldathletics.org/athletes/athlete=14754426
180,29:06.47,,Kota TAMURA,15 DEC 2007,JPN,6f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1032,men_10000m,2026,https://worldathletics.org/athletes/japan/kota-tamura-15174799
181,29:06.72,,Ryuki URUTA,22 MAY 2000,JPN,6,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854881
182,29:06.76,,Kaname SUZUKI,22 NOV 2006,JPN,7f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854289
183,29:06.82,,Touma TANAKA,11 SEP 2003,JPN,7,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/japan/touma-tanaka-14989313
184,29:06.90,,Sakito MATSUZAKI,18 AUG 2000,JPN,6,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/athlete=14833825
185,29:07.15,,Wenliang MA,18 APR 2002,CHN,3f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/athlete=14886323
186,29:07.20,,Hiroto ITO,05 MAY 2001,JPN,8,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1031,men_10000m,2026,https://worldathletics.org/athletes/athlete=14881391
187,29:07.56,,Genki NAKATO,26 APR 2003,JPN,9,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1030,men_10000m,2026,https://worldathletics.org/athletes/japan/genki-nakato-15001488
188,29:07.68,,Nagisa MORISOU,27 JUL 1999,JPN,13f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1030,men_10000m,2026,https://worldathletics.org/athletes/athlete=14931814
189,29:08.39,,Sota UEDA,11 JUL 2000,JPN,7,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,1029,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854865
190,29:08.57,,Yoshihiro MAEDA,05 JUN 2000,JPN,9f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1029,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854874
191,29:08.88,,Kira MIGITA,19 DEC 1998,JPN,10f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1028,men_10000m,2026,https://worldathletics.org/athletes/athlete=14829383
192,29:09.08,,Kento KIKUTANI,08 MAY 1994,JPN,10,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1028,men_10000m,2026,https://worldathletics.org/athletes/athlete=14631422
193,29:09.29,,Atsuyuki KODAIRA,14 APR 2004,JPN,20,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1028,men_10000m,2026,https://worldathletics.org/athletes/japan/atsuyuki-kodaira-14947870
194,29:09.44,,Masaki KODAMA,03 JAN 2002,JPN,22f2,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1027,men_10000m,2026,https://worldathletics.org/athletes/athlete=14887740
195,29:09.47,,Ryuga ISHIKAWA,10 JUL 2002,JPN,13,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1027,men_10000m,2026,https://worldathletics.org/athletes/japan/ryuga-ishikawa-14954419
196,29:09.66,,Kousei NIITANI,09 AUG 2004,JPN,8f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1027,men_10000m,2026,https://worldathletics.org/athletes/japan/kousei-niitani-14998443
197,29:10.60,,Masaki TOMINAGA,17 MAR 2003,JPN,1f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1026,men_10000m,2026,https://worldathletics.org/athletes/japan/masaki-tominaga-14947102
198,29:10.68,,Riwacaidan PU,01 FEB 2004,CHN,8,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1026,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/riwacaidan-pu-15043938
199,29:10.94,,Yuta KOYAMA,04 FEB 1994,JPN,14,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,1025,men_10000m,2026,https://worldathletics.org/athletes/athlete=14766669
200,29:11.30,,Yamato SATO,28 JAN 2006,JPN,21,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1025,men_10000m,2026,https://worldathletics.org/athletes/japan/yamato-sato-15057853
201,29:11.37,,Fu ANDO,03 AUG 2002,JPN,8,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",11 APR 2026,1025,men_10000m,2026,https://worldathletics.org/athletes/japan/fu-ando-14958270
202,29:11.87,,Sou HANAI,09 SEP 2004,JPN,21f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1024,men_10000m,2026,https://worldathletics.org/athletes/japan/sou-hanai-15046622
203,29:11.88,,Yuma HATTORI,13 NOV 1993,JPN,5,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1024,men_10000m,2026,https://worldathletics.org/athletes/athlete=14435284
204,29:12.19,,Reo NIZUMA,03 NOV 2004,JPN,22f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1023,men_10000m,2026,https://worldathletics.org/athletes/japan/reo-nizuma-14979260
205,29:12.39,,Sota MORIKAWA,27 JUL 2002,JPN,14f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1023,men_10000m,2026,https://worldathletics.org/athletes/japan/sota-morikawa-14956872
206,29:12.71,,Taisei ICHIKAWA,07 DEC 2004,JPN,14f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1023,men_10000m,2026,https://worldathletics.org/athletes/japan/taisei-ichikawa-15054575
207,29:12.73,,Masaya NISHIZAWA,20 JUL 2006,JPN,10f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1023,men_10000m,2026,https://worldathletics.org/athletes/japan/masaya-nishizawa-15168346
208,29:12.87,,Yuta MATSUYAMA,24 MAR 2007,JPN,11f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1022,men_10000m,2026,https://worldathletics.org/athletes/japan/yuta-matsuyama-15047701
209,29:12.93,,Fumiya OSHIMA,19 JUL 2003,JPN,12f1,,"Aoba Park Athletic Field, Chitose (JPN)",05 JUL 2026,1022,men_10000m,2026,https://worldathletics.org/athletes/japan/fumiya-oshima-15100350
210,29:13.05,,Ryoma INOUE,20 SEP 1999,JPN,15f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1022,men_10000m,2026,https://worldathletics.org/athletes/athlete=14857583
211,29:13.64,,Masato NAKASHIMA,03 AUG 2004,JPN,15f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1021,men_10000m,2026,https://worldathletics.org/athletes/japan/masato-nakashima-14996257
212,29:14.52,,Xiaorui ZHANG,31 MAR 2002,CHN,9,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,1020,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/xiaorui-zhang-15071537
213,29:14.56,,Shuna ISHIMARU,20 APR 2005,JPN,12f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1020,men_10000m,2026,https://worldathletics.org/athletes/japan/shuna-ishimaru-15052525
214,29:15.80,,Yuta KINUGAWA,17 JUN 2006,JPN,13f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1018,men_10000m,2026,https://worldathletics.org/athletes/japan/yuta-kinugawa-15054401
215,29:15.85,,Xing LIU,22 MAY 2005,CHN,1f2,,"Guoxin Sports Center, Qingdao (CHN)",16 MAY 2026,1018,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/xing-liu-15032233
216,29:17.38,,Hideyuki TANAKA,09 OCT 1990,JPN,12,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",30 MAY 2026,1016,men_10000m,2026,https://worldathletics.org/athletes/athlete=14849045
217,29:17.55,,Qi WANG,23 APR 2002,CHN,4f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,1015,men_10000m,2026,https://worldathletics.org/athletes/athlete=14892709
218,29:18.22,,Shiki UEYAMA,05 DEC 2004,JPN,23f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1015,men_10000m,2026,https://worldathletics.org/athletes/japan/shiki-ueyama-15032481
219,29:18.62,,Haruto KOSHIZUKA,20 AUG 1999,JPN,16f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1014,men_10000m,2026,https://worldathletics.org/athletes/japan/haruto-koshizuka-14949558
220,29:19.60,,Eigo NAGATOMO,28 MAR 2006,JPN,14f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1013,men_10000m,2026,https://worldathletics.org/athletes/japan/eigo-nagatomo-15191330
221,29:19.73,,Itsuki KOIZUMI,10 MAY 2002,JPN,12f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1012,men_10000m,2026,https://worldathletics.org/athletes/japan/itsuki-koizumi-14960860
222,29:20.11,,Takuto ARAMAKI,16 OCT 2004,JPN,16f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1012,men_10000m,2026,https://worldathletics.org/athletes/japan/takuto-aramaki-14999612
223,29:20.80,,Sho MITSUBOSHI,01 JUL 1998,JPN,1f1,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1011,men_10000m,2026,https://worldathletics.org/athletes/athlete=14813999
224,29:20.99,,Ryusei HIRAKAWA,26 APR 2004,JPN,22,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1010,men_10000m,2026,https://worldathletics.org/athletes/japan/ryusei-hirakawa-15029951
225,29:21.15,,Kairi OKUMURA,02 JUL 2006,JPN,1f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1010,men_10000m,2026,https://worldathletics.org/athletes/japan/kairi-okumura-15047591
226,29:21.30,,Gaku HOSHI,17 SEP 1998,JPN,4,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,1010,men_10000m,2026,https://worldathletics.org/athletes/athlete=14814023
227,29:21.55,,Kotaro TAJIMA,08 SEP 2002,JPN,2f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1010,men_10000m,2026,https://worldathletics.org/athletes/japan/kotaro-tajima-14962396
228,29:21.70,,Taira OMORI,16 AUG 1998,JPN,17f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1009,men_10000m,2026,https://worldathletics.org/athletes/athlete=14818173
229,29:21.72,,Riku ANJIMA,08 FEB 2006,JPN,23,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1009,men_10000m,2026,https://worldathletics.org/athletes/japan/riku-anjima-14980259
230,29:22.01,,Nachi KITAMURA,11 SEP 2007,JPN,1f2,,"Athletics Stadium, Setagaya, Tokyo (JPN)",04 APR 2026,1009,men_10000m,2026,https://worldathletics.org/athletes/japan/nachi-kitamura-15052732
231,29:22.22,,Masami NAGAKURA,27 MAR 1999,JPN,3f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1009,men_10000m,2026,https://worldathletics.org/athletes/athlete=14862915
232,29:22.54,,Jinzhi JIANG,26 MAY 2004,CHN,2,,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",29 APR 2026,1008,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/jinzhi-jiang-15084902
233,29:22.63,,Hayato OTSUKI,07 MAY 2005,JPN,3f3,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1008,men_10000m,2026,https://worldathletics.org/athletes/japan/hayato-otsuki-15040725
234,29:22.75,,Gensuke SEMA,04 APR 2005,JPN,2,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",14 FEB 2026,1008,men_10000m,2026,https://worldathletics.org/athletes/japan/gensuke-sema-15004840
235,29:22.98,,Akifumi TAKIMOTO,10 MAY 2004,JPN,2f2,,"Athletics Stadium, Setagaya, Tokyo (JPN)",04 APR 2026,1008,men_10000m,2026,https://worldathletics.org/athletes/japan/akifumi-takimoto-14955772
236,29:23.47,,Kuranosuke YOSHIDA,15 FEB 2005,JPN,15f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1007,men_10000m,2026,https://worldathletics.org/athletes/japan/kuranosuke-yoshida-14974521
237,29:23.60,,Kaito MATSUI,29 JAN 2006,JPN,1f2,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1007,men_10000m,2026,https://worldathletics.org/athletes/japan/kaito-matsui-14977968
238,29:23.98,,Yusei NISHIMURA,28 NOV 2004,JPN,2,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",21 MAR 2026,1006,men_10000m,2026,https://worldathletics.org/athletes/japan/yusei-nishimura-15010091
239,29:24.02,,Kaichi HASHIMOTO,02 SEP 2005,JPN,18f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1006,men_10000m,2026,https://worldathletics.org/athletes/japan/kaichi-hashimoto-15010127
240,29:24.07,,Shutaro TAN,28 DEC 2004,JPN,24,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1006,men_10000m,2026,https://worldathletics.org/athletes/japan/shutaro-tan-15048119
241,29:24.13,,Kenichi HASHIMOTO,16 DEC 2005,JPN,24f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1006,men_10000m,2026,https://worldathletics.org/athletes/japan/kenichi-hashimoto-15010191
242,29:24.75,,Shu NAGAMOTO,01 NOV 2004,JPN,25f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1005,men_10000m,2026,https://worldathletics.org/athletes/japan/shu-nagamoto-14965205
243,29:24.85,,Yudai OKAMOTO,29 DEC 1991,JPN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",13 JUN 2026,1005,men_10000m,2026,https://worldathletics.org/athletes/athlete=14514203
244,29:25.43,,Takanori WAKESU,04 OCT 2002,JPN,20,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,1004,men_10000m,2026,https://worldathletics.org/athletes/japan/takanori-wakesu-14961459
245,29:26.33,,Kaito TANAKA,06 DEC 1999,JPN,4f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1003,men_10000m,2026,https://worldathletics.org/athletes/athlete=14868633
246,29:26.43,,Jinhu MAO,08 FEB 2002,CHN,1,,"Sports Center, Bengbu (CHN)",30 MAY 2026,1003,men_10000m,2026,https://worldathletics.org/athletes/athlete=14913625
247,29:26.44,,Taishi ITO,02 FEB 2003,JPN,6,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,1003,men_10000m,2026,https://worldathletics.org/athletes/athlete=14860545
248,29:26.48,,Keisuke OGINO,26 JUN 2005,JPN,16f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1003,men_10000m,2026,https://worldathletics.org/athletes/japan/keisuke-ogino-14998213
249,29:26.68,,Aoba YAMAZAKI,22 OCT 2007,JPN,2f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1002,men_10000m,2026,https://worldathletics.org/athletes/japan/aoba-yamazaki-15164183
250,29:26.69,,Genta TSURU,05 AUG 2002,JPN,21,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,1002,men_10000m,2026,https://worldathletics.org/athletes/athlete=14895799
251,29:26.72,,Shu YOSHIDA,12 MAR 2003,JPN,2f1,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,1002,men_10000m,2026,https://worldathletics.org/athletes/japan/shu-yoshida-15003617
252,29:27.37,,Mizuki SHOJI,30 SEP 2004,JPN,3f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1001,men_10000m,2026,https://worldathletics.org/athletes/japan/mizuki-shoji-14998750
253,29:28.29,,Kotaro OSABE,17 APR 2005,JPN,26f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,1000,men_10000m,2026,https://worldathletics.org/athletes/japan/kotaro-osabe-15101758
254,29:28.37,,Syunsuke TAIRA,08 NOV 2000,JPN,13f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,1000,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854890
255,29:28.38,,Kebin HANADA,06 SEP 2006,JPN,4f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,1000,men_10000m,2026,https://worldathletics.org/athletes/japan/kebin-hanada-15053661
256,29:28.54,,Takuma YAMAKAWA,30 JUL 2003,JPN,18f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,1000,men_10000m,2026,https://worldathletics.org/athletes/athlete=14921561
257,29:28.73,,Hiroyuki KAWAHIRA,24 APR 1996,JPN,3f1,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,999,men_10000m,2026,https://worldathletics.org/athletes/athlete=14714081
258,29:28.75,,Ren OIWA,15 APR 2004,JPN,3f2,,"Athletics Stadium, Setagaya, Tokyo (JPN)",04 APR 2026,999,men_10000m,2026,https://worldathletics.org/athletes/japan/ren-oiwa-14980635
