venue,date,temp_max_c,temp_mean_c,humidity_pct
"ETSV Stadion, Offenburg (GER)",2024-05-12,26.1,19.1,60
"ETSV Stadion, Offenburg (GER)",2025-06-01,27.7,21.8,73
"ETSV Stadion, Offenburg (GER)",2026-06-21,33.1,26.6,63
"Egao Kenko Stadium, Kumamoto (JPN)",2022-04-09,22.1,16.1,69
"Egao Kenko Stadium, Kumamoto (JPN)",2024-04-13,22.0,16.2,79
"Egao Kenko Stadium, Kumamoto (JPN)",2025-04-12,20.0,15.1,76
"Egao Kenko Stadium, Kumamoto (JPN)",2026-04-11,21.9,17.5,74
"Egret Stadium, Xiamen (CHN)",2023-09-02,31.1,28.5,78
"Egret Stadium, Xiamen (CHN)",2024-04-20,29.1,24.6,84
"Egret Stadium, Xiamen (CHN)",2025-04-26,24.1,19.8,77
"Egret Stadium, Xiamen (CHN)",2026-05-23,32.9,28.7,80
"Eintracht-Stadion, Braunschweig (GER)",2020-08-08,34.8,27.5,49
"Eintracht-Stadion, Braunschweig (GER)",2020-08-09,34.1,27.4,54
"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,23.0,19.0,90
"Eintracht-Stadion, Braunschweig (GER)",2021-06-06,18.4,17.0,92
"Eintracht-Stadion, Braunschweig (GER)",2024-06-29,27.9,21.5,65
"Eintracht-Stadion, Braunschweig (GER)",2024-06-30,20.3,18.8,87
"Estadi Joan Serrahima, Barcelona (ESP)",2021-07-01,27.0,23.5,76
"Estadi Joan Serrahima, Barcelona (ESP)",2022-07-05,29.8,26.1,61
"Estadi Joan Serrahima, Barcelona (ESP)",2023-07-05,25.2,22.8,79
"Estadi Joan Serrahima, Barcelona (ESP)",2024-05-19,19.4,16.4,89
"Estadi Joan Serrahima, Barcelona (ESP)",2025-07-09,27.3,24.5,68
"Estadi Joan Serrahima, Barcelona (ESP)",2026-07-07,31.8,27.9,55
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2019-08-31,29.2,25.3,57
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2022-06-11,26.6,23.8,51
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2022-06-12,28.7,25.3,40
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2024-06-28,28.8,23.7,74
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2024-06-29,28.6,24.7,53
"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2024-06-30,30.6,25.2,53
"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-06,17.4,14.6,82
"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-07,17.2,14.5,82
"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-08,17.3,15.1,83
"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-09,16.6,14.4,83
"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-10,16.5,14.8,82
"Estadio Atlético de la VIDENA, Lima (PER)",2022-03-05,21.9,20.6,92
"Estadio Atlético de la VIDENA, Lima (PER)",2024-08-28,17.8,15.5,83
"Estadio Atlético de la VIDENA, Lima (PER)",2024-08-29,18.3,15.6,83
"Estadio Atlético de la VIDENA, Lima (PER)",2024-08-30,17.9,15.5,83
"Estadio Atlético de la VIDENA, Lima (PER)",2024-08-31,17.2,15.3,84
"Estadio Atlético de la VIDENA, Lima (PER)",2025-12-01,22.5,20.0,81
"Estadio Atlético de la VIDENA, Lima (PER)",2025-12-03,23.0,20.1,79
"Estadio Atlético de la VIDENA, Lima (PER)",2025-12-04,21.8,19.4,82
"Estadio Atlético de la VIDENA, Lima (PER)",2025-12-05,22.4,19.2,80
"Estadio Atlético de la VIDENA, Lima (PER)",2026-05-29,23.4,21.0,81
"Estadio Atlético de la VIDENA, Lima (PER)",2026-05-30,24.7,21.8,78
"Estadio Atlético de la VIDENA, Lima (PER)",2026-05-31,24.9,22.0,81
"Estadio Atlético de la VIDENA, Lima (PER)",2026-06-19,22.2,20.8,80
"Estadio Atlético de la VIDENA, Lima (PER)",2026-07-31,23.6,21.0,81
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2021-05-12,24.3,20.2,47
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-24,28.0,24.9,48
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-25,29.7,26.5,39
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-26,28.8,26.5,39
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2023-05-18,19.1,17.5,74
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2023-06-23,30.1,26.8,57
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2024-05-22,24.0,21.0,49
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2024-06-14,29.0,25.3,49
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2025-06-04,25.7,23.1,48
"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2026-05-20,26.8,23.4,38
"Estadio Iberoamericano, Huelva (ESP)",2021-06-03,26.1,21.1,61
"Estadio Iberoamericano, Huelva (ESP)",2022-05-25,29.3,22.2,38
"Estadio Iberoamericano, Huelva (ESP)",2023-06-06,30.2,23.9,62
"Estadio Iberoamericano, Huelva (ESP)",2024-04-30,17.7,14.8,72
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2020-02-09,31.2,25.6,69
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2022-06-24,29.9,26.8,79
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2022-06-25,30.0,26.7,78
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2023-04-01,29.9,24.9,71
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2023-04-29,30.3,26.3,77
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2026-08-03,31.7,27.1,80
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2026-08-04,32.6,28.1,78
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2026-08-05,30.0,26.8,83
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2026-08-06,31.2,27.0,82
"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2026-08-07,31.8,27.3,78
"Estadio Panamericano, La Habana (CUB)",2020-02-08,26.3,17.1,39
"Estadio Panamericano, La Habana (CUB)",2020-02-14,24.4,15.9,60
"Estadio Panamericano, La Habana (CUB)",2020-03-06,27.8,19.2,61
"Estadio Panamericano, La Habana (CUB)",2020-03-07,27.0,19.7,55
"Estadio Panamericano, La Habana (CUB)",2020-03-13,20.8,17.1,80
"Estadio Panamericano, La Habana (CUB)",2020-03-20,21.5,14.5,66
"Estadio Panamericano, La Habana (CUB)",2020-03-21,23.2,16.3,72
"Estadio Panamericano, La Habana (CUB)",2021-02-27,23.5,15.8,36
"Estadio Panamericano, La Habana (CUB)",2021-03-13,20.1,15.1,45
"Estadio Panamericano, La Habana (CUB)",2021-05-21,35.7,27.6,47
"Estadio Panamericano, La Habana (CUB)",2021-05-22,33.9,27.3,33
"Estadio Panamericano, La Habana (CUB)",2021-05-29,35.2,27.7,30
"Estadio Panamericano, La Habana (CUB)",2021-06-04,38.0,30.5,30
"Estadio Panamericano, La Habana (CUB)",2021-06-05,40.3,31.9,19
"Estadio Panamericano, La Habana (CUB)",2021-06-12,42.2,33.2,14
"Estadio Panamericano, La Habana (CUB)",2021-06-18,41.6,34.6,32
"Estadio Panamericano, La Habana (CUB)",2022-02-05,24.4,17.1,22
"Estadio Panamericano, La Habana (CUB)",2022-02-12,30.4,20.1,28
"Estadio Panamericano, La Habana (CUB)",2022-03-05,24.1,17.8,51
"Estadio Panamericano, La Habana (CUB)",2022-03-18,31.6,21.9,24
"Estadio Panamericano, La Habana (CUB)",2022-03-19,32.4,22.9,14
"Estadio Panamericano, La Habana (CUB)",2022-03-20,30.0,21.2,30
"Estadio Panamericano, La Habana (CUB)",2022-05-27,38.5,29.7,32
"Estadio Panamericano, La Habana (CUB)",2022-06-19,38.4,31.8,46
"Estadio Panamericano, La Habana (CUB)",2023-02-24,19.5,13.1,64
"Estadio Panamericano, La Habana (CUB)",2023-02-25,21.1,14.0,70
"Estadio Panamericano, La Habana (CUB)",2023-03-10,31.8,21.8,28
"Estadio Panamericano, La Habana (CUB)",2023-03-12,32.6,25.5,35
"Estadio Panamericano, La Habana (CUB)",2023-05-06,32.1,23.4,26
"Estadio Panamericano, La Habana (CUB)",2023-05-13,33.7,25.0,39
"Estadio Panamericano, La Habana (CUB)",2023-05-19,32.3,24.7,51
"Estadio Panamericano, La Habana (CUB)",2023-05-21,36.4,27.2,32
"Estadio Panamericano, La Habana (CUB)",2023-09-17,39.1,31.6,41
"Estadio Panamericano, La Habana (CUB)",2024-04-27,28.4,21.4,48
"Estadio Panamericano, La Habana (CUB)",2024-05-25,35.9,27.1,37
"Estadio Panamericano, La Habana (CUB)",2024-06-14,40.4,32.3,49
"Estadio Panamericano, La Habana (CUB)",2025-03-07,22.1,16.8,54
"Estadio Panamericano, La Habana (CUB)",2025-04-25,31.7,23.8,40
"Estadio Panamericano, La Habana (CUB)",2025-05-24,35.4,28.1,33
"Estadio Panamericano, La Habana (CUB)",2025-06-05,37.1,28.5,45
"Estadio Panamericano, La Habana (CUB)",2025-06-06,37.7,29.2,35
"Estadio Panamericano, La Habana (CUB)",2025-06-07,39.0,29.9,29
"Estadio Panamericano, La Habana (CUB)",2025-06-14,42.2,31.8,42
"Estadio Panamericano, La Habana (CUB)",2025-08-01,42.8,34.7,49
"Estadio Panamericano, La Habana (CUB)",2025-08-02,41.6,35.6,45
"Estadio Panamericano, La Habana (CUB)",2026-02-12,28.2,22.1,38
"Estadio Panamericano, La Habana (CUB)",2026-02-20,23.7,17.1,40
"Estadio Panamericano, La Habana (CUB)",2026-03-13,35.3,25.8,40
"Estadio Panamericano, La Habana (CUB)",2026-05-06,29.6,22.8,35
"Estadio Panamericano, La Habana (CUB)",2026-05-21,34.5,27.9,32
"Estadio Panamericano, La Habana (CUB)",2026-05-22,34.0,26.6,45
"Estadio Panamericano, La Habana (CUB)",2026-06-05,38.0,30.7,19
"Estadio Universitario, Lisboa (POR)",2020-08-01,27.3,20.1,67
"Estadio Universitario, Lisboa (POR)",2020-08-08,26.0,19.9,56
"Estadio Universitario, Lisboa (POR)",2021-06-10,23.0,18.2,82
"Estadio Universitario, Lisboa (POR)",2022-06-10,24.8,18.8,61
"Estadio Universitario, Lisboa (POR)",2023-05-21,29.7,24.3,75
"Estadio Universitario, Lisboa (POR)",2024-05-18,30.6,23.3,70
"Estadio Universitario, Lisboa (POR)",2025-06-10,28.9,23.8,32
"Estadio Universitario, Lisboa (POR)",2026-07-24,28.2,20.8,73
"Estadio Universitario, Lisboa (POR)",2026-07-25,26.0,20.6,63
"Estadio Universitario, Lisboa (POR)",2026-07-26,24.6,19.2,63
"Estadio Vallehermoso, Madrid (ESP)",2019-08-25,32.9,26.8,33
"Estadio Vallehermoso, Madrid (ESP)",2020-09-05,32.8,25.4,37
"Estadio Vallehermoso, Madrid (ESP)",2020-09-06,32.9,25.5,35
"Estadio Vallehermoso, Madrid (ESP)",2020-09-12,32.1,25.1,34
"Estadio Vallehermoso, Madrid (ESP)",2020-09-13,32.5,25.4,37
"Estadio Vallehermoso, Madrid (ESP)",2020-10-04,18.2,11.9,64
"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,24.2,18.6,60
"Estadio Vallehermoso, Madrid (ESP)",2022-06-04,26.3,20.8,41
"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,39.8,31.0,22
"Estadio Vallehermoso, Madrid (ESP)",2022-07-14,41.3,33.7,16
"Estadio Vallehermoso, Madrid (ESP)",2023-06-11,27.1,21.3,58
"Estadio Vallehermoso, Madrid (ESP)",2023-07-22,32.7,26.1,33
"Estadio Vallehermoso, Madrid (ESP)",2024-06-21,26.8,20.3,52
"Estadio Vallehermoso, Madrid (ESP)",2025-06-26,32.6,26.1,32
"Estadio Vallehermoso, Madrid (ESP)",2025-06-27,36.7,29.4,27
"Estadio Vallehermoso, Madrid (ESP)",2025-06-28,38.9,31.6,23
"Estadio Vallehermoso, Madrid (ESP)",2025-06-29,40.3,32.7,20
"Estadio Vallehermoso, Madrid (ESP)",2025-07-19,31.2,25.9,32
"Estadio Vallehermoso, Madrid (ESP)",2026-04-25,23.9,18.2,65
"Estadio Vallehermoso, Madrid (ESP)",2026-07-16,33.8,29.2,26
"Estádio 1o de Maio, Braga (POR)",2023-07-05,26.9,20.6,74
"Estádio 1o de Maio, Braga (POR)",2023-07-29,26.2,21.9,80
"Estádio 1o de Maio, Braga (POR)",2023-07-30,28.0,20.8,74
"Estádio 1o de Maio, Braga (POR)",2024-06-22,24.2,17.8,78
"Estádio 1o de Maio, Braga (POR)",2025-06-14,22.5,16.9,77
"Estádio 1o de Maio, Braga (POR)",2025-08-02,33.5,26.8,51
"Estádio 1o de Maio, Braga (POR)",2026-07-11,29.1,20.8,77
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2022-03-12,14.3,11.4,88
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2022-03-13,15.1,10.8,77
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2023-03-11,19.1,15.6,91
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2023-03-12,20.4,15.6,87
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2024-03-09,11.6,9.8,81
"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2024-03-10,15.3,12.0,79
Eugene Prefontaine Classic,2018-05-25,21.4,15.3,80
Eugene Prefontaine Classic,2018-05-26,17.0,12.3,71
"Eugene, OR (USA)",2018-05-04,17.6,11.9,80
"Eugene, OR (USA)",2018-06-06,25.2,15.5,61
"Eugene, OR (USA)",2018-06-07,23.8,15.9,64
"Eugene, OR (USA)",2018-06-08,23.7,14.8,65
"Eugene, OR (USA)",2018-06-09,14.6,11.9,89
"Eugene, OR (USA)",2019-06-29,24.5,16.1,67
FBK Games,2021-06-06,18.0,15.9,83
FBK Games,2022-06-06,18.1,14.6,80
FBK Games,2024-07-07,18.4,15.0,72
"FBK Stadium, Hengelo (NED)",2018-06-03,22.7,19.2,78
"FBK Stadium, Hengelo (NED)",2019-06-09,21.4,16.6,54
"FBK Stadium, Hengelo (NED)",2020-10-10,11.8,8.9,82
"FBK Stadium, Hengelo (NED)",2021-06-06,18.0,15.9,83
"FBK Stadium, Hengelo (NED)",2021-06-08,22.6,17.5,75
"FBK Stadium, Hengelo (NED)",2022-06-06,18.1,14.6,80
"FBK Stadium, Hengelo (NED)",2023-06-04,22.2,15.8,58
"FBK Stadium, Hengelo (NED)",2024-06-28,21.3,17.9,66
"FBK Stadium, Hengelo (NED)",2024-06-29,26.1,20.2,63
"FBK Stadium, Hengelo (NED)",2024-06-30,21.2,17.8,78
"FBK Stadium, Hengelo (NED)",2024-07-07,18.4,15.0,72
"FBK Stadium, Hengelo (NED)",2025-06-09,17.7,13.8,78
"FBK Stadium, Hengelo (NED)",2025-08-02,19.0,15.6,86
"FBK Stadium, Hengelo (NED)",2025-08-03,21.8,17.3,78
"FBK Stadium, Hengelo (NED)",2026-06-21,27.0,22.6,77
"FBK Stadium, Hengelo (NED)",2026-07-25,27.6,21.2,56
"FBK Stadium, Hengelo (NED)",2026-07-26,21.4,18.6,79
"Fana Stadion, Bergen (NOR)",2020-09-19,14.2,10.4,84
"Fana Stadion, Bergen (NOR)",2020-09-20,12.9,11.0,90
"Fana Stadion, Bergen (NOR)",2021-05-28,16.6,12.1,73
"Fana Stadion, Bergen (NOR)",2022-06-08,17.5,13.6,83
"Fana Stadion, Bergen (NOR)",2023-06-03,13.3,9.7,76
"Fana Stadion, Bergen (NOR)",2024-05-22,26.7,19.9,42
"Fana Stadion, Bergen (NOR)",2025-07-18,25.0,20.0,83
"Fana Stadion, Bergen (NOR)",2025-07-19,25.1,20.6,83
"Fana Stadion, Bergen (NOR)",2025-07-20,28.8,23.2,68
"Fana Stadion, Bergen (NOR)",2026-07-16,22.7,16.5,84
"Fayetteville, AR (USA)",2018-03-24,10.9,6.6,52
"Fayetteville, AR (USA)",2018-04-27,22.7,19.1,71
"Fayetteville, AR (USA)",2018-04-28,25.1,18.5,63
"Fayetteville, AR (USA)",2019-04-26,25.0,21.5,66
"Fayetteville, AR (USA)",2019-05-09,27.6,22.3,68
"Fayetteville, AR (USA)",2019-05-10,26.9,22.3,66
"Fayetteville, AR (USA)",2019-05-11,28.3,23.3,73
"Foote Field, Edmonton (CAN)",2022-07-03,19.2,12.5,81
"Foote Field, Edmonton (CAN)",2024-06-13,19.5,13.2,73
"Foote Field, Edmonton (CAN)",2025-07-13,26.2,20.9,44
"Foote Field, Edmonton (CAN)",2026-07-12,22.2,17.0,76
"Franklin Field, Philadelphia, PA (USA)",2022-04-29,16.3,9.3,30
"Franklin Field, Philadelphia, PA (USA)",2022-04-30,19.1,11.3,34
"Franklin Field, Philadelphia, PA (USA)",2023-04-29,17.0,12.7,90
"Franklin Field, Philadelphia, PA (USA)",2023-05-07,23.8,16.0,63
"Franklin Field, Philadelphia, PA (USA)",2024-06-01,28.4,20.2,46
"Franklin Field, Philadelphia, PA (USA)",2024-06-16,30.3,22.9,44
"Franklin Field, Philadelphia, PA (USA)",2024-06-29,31.0,24.5,64
"Franklin Field, Philadelphia, PA (USA)",2025-04-26,23.6,20.1,76
"Franklin Field, Philadelphia, PA (USA)",2025-05-31,21.2,17.6,79
"Franklin Field, Philadelphia, PA (USA)",2025-06-20,27.4,23.1,69
"Franklin Field, Philadelphia, PA (USA)",2025-06-21,30.7,25.2,65
"Franklin Field, Philadelphia, PA (USA)",2025-06-22,33.6,27.1,69
"Franklin Field, Philadelphia, PA (USA)",2026-04-23,24.4,15.6,66
"GPS Stadium, Nicosia (CYP)",2025-03-15,30.3,21.9,34
"GPS Stadium, Nicosia (CYP)",2025-03-16,32.4,22.1,33
"GPS Stadium, Nicosia (CYP)",2026-03-14,14.9,13.1,79
"GPS Stadium, Nicosia (CYP)",2026-03-15,15.3,12.9,83
"Gainesville, FL (USA)",2018-03-29,27.8,20.4,71
"Gainesville, FL (USA)",2018-03-30,25.0,19.2,86
"Gainesville, FL (USA)",2018-03-31,24.1,17.9,75
"Gainesville, FL (USA)",2018-04-13,24.8,19.8,77
"Gainesville, FL (USA)",2019-03-28,22.6,16.1,65
"Gainesville, FL (USA)",2019-03-29,23.3,17.3,75
"Gainesville, FL (USA)",2019-03-30,26.0,19.7,67
"Gainesville, FL (USA)",2019-04-26,27.9,22.8,74
"Gainesville, FL (USA)",2019-04-27,27.4,20.6,54
Genève (SUI),2018-06-09,24.5,20.5,78
Genève (SUI),2019-06-15,21.5,17.1,82
Germiston (RSA),2018-02-24,24.1,18.7,78
Germiston (RSA),2019-03-23,25.0,18.8,63
Germiston (RSA),2019-04-25,20.6,15.3,75
Germiston (RSA),2019-04-26,21.9,14.6,63
Germiston (RSA),2019-04-27,22.8,15.2,60
"Germiston Stadium, Johannesburg (RSA)",2022-04-13,20.3,14.7,69
"Germiston Stadium, Johannesburg (RSA)",2023-02-25,27.3,21.0,58
"Germiston Stadium, Johannesburg (RSA)",2023-04-19,24.0,16.3,42
"Germiston Stadium, Johannesburg (RSA)",2025-01-25,29.0,23.0,50
"Germiston Stadium, Johannesburg (RSA)",2025-04-05,16.6,14.3,95
"Germiston Stadium, Johannesburg (RSA)",2026-02-07,29.2,23.2,41
"Germiston Stadium, Johannesburg (RSA)",2026-02-14,24.4,18.1,81
"Germiston Stadium, Johannesburg (RSA)",2026-03-27,24.2,19.6,75
"Germiston Stadium, Johannesburg (RSA)",2026-03-28,23.3,18.7,78
"Givat Ram Stadium, Jerusalem (ISR)",2022-07-04,31.7,25.2,46
"Givat Ram Stadium, Jerusalem (ISR)",2022-07-05,31.4,25.2,39
"Givat Ram Stadium, Jerusalem (ISR)",2023-08-07,34.4,26.4,41
"Givat Ram Stadium, Jerusalem (ISR)",2023-08-08,32.3,24.4,60
"Givat Ram Stadium, Jerusalem (ISR)",2023-08-09,31.7,24.1,66
"Givat Ram Stadium, Jerusalem (ISR)",2023-08-10,32.3,23.9,70
"Givat Ram Stadium, Jerusalem (ISR)",2024-05-19,31.8,24.8,29
"Givat Ram Stadium, Jerusalem (ISR)",2026-06-25,29.7,22.6,61
"Givat Ram Stadium, Jerusalem (ISR)",2026-07-06,30.8,25.2,57
Gold Coast (AUS),2018-02-15,30.4,26.9,88
Gold Coast (AUS),2018-02-16,31.1,26.2,85
Gold Coast (AUS),2018-02-17,27.9,25.3,78
Gold Coast (AUS),2018-02-18,29.1,24.7,75
Gold Coast (AUS),2018-04-08,25.8,22.3,77
Gold Coast (AUS),2018-04-09,25.4,21.8,77
Gold Coast (AUS),2018-04-10,26.6,22.4,78
Gold Coast (AUS),2018-04-11,24.8,22.5,63
Gold Coast (AUS),2018-04-12,25.1,22.1,73
Gold Coast (AUS),2018-04-13,25.5,22.5,74
Gold Coast (AUS),2018-04-14,25.6,22.9,77
Golden Gala,2024-08-30,36.1,28.3,58
Golden Gala,2025-06-06,30.3,24.7,59
Golden Gala - Pietro Mennea,2019-06-06,25.7,20.5,72
Golden Gala Pietro Mennea,2021-06-10,28.9,21.8,67
Golden Gala Pietro Mennea,2022-06-09,27.9,22.4,66
Golden Gala Pietro Mennea,2023-06-02,25.3,20.0,77
Golden Gala Pietro Mennea,2026-06-04,27.8,22.4,72
"Golęcin Stadion, Poznan (POL)",2020-09-11,20.4,15.1,67
"Golęcin Stadion, Poznan (POL)",2021-06-13,17.3,14.6,63
"Golęcin Stadion, Poznan (POL)",2021-06-24,20.9,18.4,87
"Golęcin Stadion, Poznan (POL)",2021-06-25,21.6,17.6,79
"Golęcin Stadion, Poznan (POL)",2021-06-26,24.4,19.5,65
"Golęcin Stadion, Poznan (POL)",2022-05-27,17.8,13.8,67
"Golęcin Stadion, Poznan (POL)",2022-07-31,25.6,19.7,62
"Golęcin Stadion, Poznan (POL)",2023-05-20,20.5,15.7,75
"Golęcin Stadion, Poznan (POL)",2023-05-21,24.3,18.9,64
"Golęcin Stadion, Poznan (POL)",2023-06-18,23.7,18.4,73
"Golęcin Stadion, Poznan (POL)",2024-06-23,22.8,18.3,65
"Golęcin Stadion, Poznan (POL)",2025-05-24,15.7,11.1,62
"Golęcin Stadion, Poznan (POL)",2025-06-07,22.2,17.8,80
"Golęcin Stadion, Poznan (POL)",2025-07-05,28.8,22.2,39
"Golęcin Stadion, Poznan (POL)",2026-05-03,28.0,20.7,31
"Golęcin Stadion, Poznan (POL)",2026-06-28,39.3,32.6,40
"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-19,27.7,22.1,60
"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,25.1,20.4,84
"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,26.1,20.4,83
"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,24.0,18.5,77
"Grand Bahama Sports Complex, Freeport (BAH)",2025-08-15,29.9,23.5,76
"Grand Bahama Sports Complex, Freeport (BAH)",2025-08-16,28.7,24.4,87
"Grand Bahama Sports Complex, Freeport (BAH)",2025-08-17,28.4,23.8,90
"Greensboro, NC (USA)",2018-04-13,25.2,17.4,54
"Greensboro, NC (USA)",2018-04-14,24.5,18.7,70
"Greensboro, NC (USA)",2018-05-03,28.8,20.9,54
"Greensboro, NC (USA)",2018-06-17,35.8,28.1,57
"Greensboro, NC (USA)",2019-05-02,30.1,23.6,62
"Greensboro, NC (USA)",2019-05-04,30.7,23.2,74
"Greensboro, NC (USA)",2019-06-16,29.8,22.8,67
"Griswold Stadium, Portland, OR (USA)",2021-05-28,17.8,12.7,70
"Griswold Stadium, Portland, OR (USA)",2021-05-29,24.3,14.5,66
"Griswold Stadium, Portland, OR (USA)",2021-06-03,30.2,20.9,61
"Griswold Stadium, Portland, OR (USA)",2022-06-11,19.7,15.3,88
"Griswold Stadium, Portland, OR (USA)",2025-06-14,20.5,14.2,54
"Griswold Stadium, Portland, OR (USA)",2025-06-15,24.3,15.1,58
"Griswold Stadium, Portland, OR (USA)",2026-06-21,25.3,18.1,58
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2020-05-30,30.4,27.1,91
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-15,26.7,22.8,74
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-16,27.3,23.0,73
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-17,28.1,22.7,58
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-18,16.2,12.8,71
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-19,15.7,13.1,51
"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2025-11-20,18.1,14.5,48
Guiyang (CHN),2018-06-15,23.8,20.6,78
Guiyang (CHN),2018-06-16,25.3,21.8,82
Guiyang (CHN),2018-06-17,26.4,22.9,83
"Gumi Civic Stadium, Gumi (KOR)",2025-04-21,23.4,18.1,63
"Gumi Civic Stadium, Gumi (KOR)",2025-05-27,26.8,19.3,64
"Gumi Civic Stadium, Gumi (KOR)",2025-05-29,25.7,17.9,77
"Gumi Civic Stadium, Gumi (KOR)",2025-05-30,25.2,18.0,62
"Gumi Civic Stadium, Gumi (KOR)",2025-05-31,27.4,19.9,57
"Gunder Hägg Stadion, Gävle (SWE)",2019-07-12,18.2,13.5,81
"Gunder Hägg Stadion, Gävle (SWE)",2019-07-13,21.6,15.8,76
"Gunder Hägg Stadion, Gävle (SWE)",2019-07-14,21.6,16.2,77
Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,31.4,25.4,54
Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,23.4,20.7,71
Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,30.6,26.5,55
Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,33.2,27.6,58
Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,31.4,24.7,41
Jakarta (INA),2018-02-14,29.0,25.7,86
Jakarta (INA),2018-08-25,32.7,28.1,68
Jakarta (INA),2018-08-26,32.9,28.1,66
Jakarta (INA),2018-08-27,34.1,28.4,69
Jakarta (INA),2018-08-28,33.4,28.5,68
Jakarta (INA),2018-08-29,31.7,27.6,73
Jakarta (INA),2018-08-30,33.4,28.2,67
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-11,30.9,26.9,78
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-18,31.3,26.9,82
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-25,31.7,27.3,80
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2022-06-08,31.0,26.8,78
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2023-06-10,29.8,27.3,82
"Jamaica College Ashenheim Stadium, Kingston (JAM)",2024-04-20,31.1,25.4,72
"Jawaharlal Nehru Stadium, Chennai (IND)",2022-06-11,36.7,31.3,63
"Jawaharlal Nehru Stadium, Chennai (IND)",2022-06-12,35.2,30.7,65
"Jawaharlal Nehru Stadium, Chennai (IND)",2022-06-14,35.7,30.1,73
"Jawaharlal Nehru Stadium, Chennai (IND)",2024-05-30,39.3,33.9,61
"Jawaharlal Nehru Stadium, Chennai (IND)",2025-08-21,33.8,29.7,70
"Jawaharlal Nehru Stadium, Chennai (IND)",2025-08-22,33.9,28.7,76
"Jawaharlal Nehru Stadium, Chennai (IND)",2025-08-23,30.3,27.3,84
"Jawaharlal Nehru Stadium, Chennai (IND)",2025-08-24,34.0,29.4,75
