discipline,year,competition,date,athlete_name,place,mark,tier,name_key
men_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Mutaz Essa BARSHIM,1,2.37,global,MUTAZ ESSA BARSHIM
men_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Sanghyeok WOO,2,2.35,global,SANGHYEOK WOO
men_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Andrii PROTSENKO,3,2.33,global,ANDRII PROTSENKO
men_JT,2022,61st Golden Spike,2022-05-31,Anderson PETERS,1,87.88,tour,ANDERSON PETERS
men_JT,2022,61st Golden Spike,2022-05-31,Keshorn WALCOTT,2,84.47,tour,KESHORN WALCOTT
men_JT,2022,61st Golden Spike,2022-05-31,Julian WEBER,3,83.92,tour,JULIAN WEBER
men_JT,2022,Diamond League Final,2022-09-08,Neeraj CHOPRA,1,88.44,dl_final,NEERAJ CHOPRA
men_JT,2022,Diamond League Final,2022-09-08,Jakub VADLEJCH,2,86.94,dl_final,JAKUB VADLEJCH
men_JT,2022,Diamond League Final,2022-09-08,Julian WEBER,3,83.73,dl_final,JULIAN WEBER
men_JT,2022,European Athletics Championships,2022-08-21,Julian WEBER,1,87.66,continental,JULIAN WEBER
men_JT,2022,European Athletics Championships,2022-08-21,Jakub VADLEJCH,2,87.28,continental,JAKUB VADLEJCH
men_JT,2022,European Athletics Championships,2022-08-21,Lassi ETELÄTALO,3,86.44,continental,LASSI ETELATALO
men_JT,2022,FBK Games,2022-06-06,Anderson PETERS,1,90.75,tour,ANDERSON PETERS
men_JT,2022,FBK Games,2022-06-06,Julian WEBER,2,89.54,tour,JULIAN WEBER
men_JT,2022,FBK Games,2022-06-06,Keshorn WALCOTT,3,89.07,tour,KESHORN WALCOTT
men_JT,2022,Paavo Nurmi Games,2022-06-14,Oliver HELANDER,1,89.83,tour,OLIVER HELANDER
men_JT,2022,Paavo Nurmi Games,2022-06-14,Neeraj CHOPRA,2,89.30,tour,NEERAJ CHOPRA
men_JT,2022,Paavo Nurmi Games,2022-06-14,Anderson PETERS,3,86.60,tour,ANDERSON PETERS
men_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Anderson PETERS,1,90.54,global,ANDERSON PETERS
men_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Neeraj CHOPRA,2,88.13,global,NEERAJ CHOPRA
men_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Jakub VADLEJCH,3,88.09,global,JAKUB VADLEJCH
men_LJ,2022,61st Golden Spike,2022-05-31,Maykel MASSÓ,1,8.14,tour,MAYKEL MASSO
men_LJ,2022,61st Golden Spike,2022-05-31,Radek JUŠKA,2,8.11,tour,RADEK JUSKA
men_LJ,2022,61st Golden Spike,2022-05-31,Augustin BEY,3,8.00,tour,AUGUSTIN BEY
men_LJ,2022,Diamond League Final,2022-09-08,Miltiadis TENTOGLOU,1,8.42,dl_final,MILTIADIS TENTOGLOU
men_LJ,2022,Diamond League Final,2022-09-08,Marquis DENDY,2,8.18,dl_final,MARQUIS DENDY
men_LJ,2022,Diamond League Final,2022-09-08,Maykel MASSÓ,3,8.05,dl_final,MAYKEL MASSO
men_LJ,2022,European Athletics Championships,2022-08-16,Miltiadis TENTOGLOU,1,8.52,continental,MILTIADIS TENTOGLOU
men_LJ,2022,European Athletics Championships,2022-08-16,Thobias MONTLER,2,8.06,continental,THOBIAS MONTLER
men_LJ,2022,European Athletics Championships,2022-08-16,Jules POMMERY,3,8.06,continental,JULES POMMERY
men_LJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Henry FRAYNE,1,8.11,tour,HENRY FRAYNE
men_LJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Filip PRAVDICA,2,8.03,tour,FILIP PRAVDICA
men_LJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Marko ČEKO,3,8.00,tour,MARKO CEKO
men_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Jianan WANG,1,8.36,global,JIANAN WANG
men_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Miltiadis TENTOGLOU,2,8.32,global,MILTIADIS TENTOGLOU
men_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Simon EHAMMER,3,8.16,global,SIMON EHAMMER
men_PV,2022,4th Irena Szewinska Memorial,2022-06-03,Christopher NILSEN,1,5.80,tour,CHRISTOPHER NILSEN
men_PV,2022,4th Irena Szewinska Memorial,2022-06-03,Jacob WOOTEN,2,5.70,tour,JACOB WOOTEN
men_PV,2022,4th Irena Szewinska Memorial,2022-06-03,Valentin LAVILLENIE,3,5.70,tour,VALENTIN LAVILLENIE
men_PV,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Christopher NILSEN,1,5.92,tour,CHRISTOPHER NILSEN
men_PV,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Renaud LAVILLENIE,2,5.81,tour,RENAUD LAVILLENIE
men_PV,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Pål Haugen LILLEFOSSE,3,5.81,tour,PAL HAUGEN LILLEFOSSE
men_PV,2022,Diamond League Final,2022-09-08,Armand DUPLANTIS,1,6.07,dl_final,ARMAND DUPLANTIS
men_PV,2022,Diamond League Final,2022-09-08,Sondre GUTTORMSEN,2,5.86,dl_final,SONDRE GUTTORMSEN
men_PV,2022,Diamond League Final,2022-09-08,Christopher NILSEN,3,5.81,dl_final,CHRISTOPHER NILSEN
men_PV,2022,European Athletics Championships,2022-08-20,Armand DUPLANTIS,1,6.06,continental,ARMAND DUPLANTIS
men_PV,2022,European Athletics Championships,2022-08-20,Bo Kanda LITA BAEHRE,2,5.85,continental,BO KANDA LITA BAEHRE
men_PV,2022,European Athletics Championships,2022-08-20,Pål Haugen LILLEFOSSE,3,5.75,continental,PAL HAUGEN LILLEFOSSE
men_PV,2022,FBK Games,2022-06-06,Armand DUPLANTIS,1,6.01,tour,ARMAND DUPLANTIS
men_PV,2022,FBK Games,2022-06-06,Rutger KOPPELAAR,2,5.70,tour,RUTGER KOPPELAAR
men_PV,2022,FBK Games,2022-06-06,Ben BROEDERS,3,5.60,tour,BEN BROEDERS
men_PV,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Armand DUPLANTIS,1,5.80,tour,ARMAND DUPLANTIS
men_PV,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Renaud LAVILLENIE,2,5.70,tour,RENAUD LAVILLENIE
men_PV,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Thibaut COLLET,3,5.60,tour,THIBAUT COLLET
men_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Armand DUPLANTIS,1,6.21,global,ARMAND DUPLANTIS
men_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Christopher NILSEN,2,5.94,global,CHRISTOPHER NILSEN
men_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Ernest John OBIENA,3,5.94,global,ERNEST JOHN OBIENA
men_SP,2022,4th Irena Szewinska Memorial,2022-06-03,Tom WALSH,1,21.80,tour,TOM WALSH
men_SP,2022,4th Irena Szewinska Memorial,2022-06-03,Joe KOVACS,2,21.76,tour,JOE KOVACS
men_SP,2022,4th Irena Szewinska Memorial,2022-06-03,Darlan ROMANI,3,21.45,tour,DARLAN ROMANI
men_SP,2022,61st Golden Spike,2022-05-31,Joe KOVACS,1,22.25,tour,JOE KOVACS
men_SP,2022,61st Golden Spike,2022-05-31,Tom WALSH,2,21.68,tour,TOM WALSH
men_SP,2022,61st Golden Spike,2022-05-31,Filip MIHALJEVIĆ,3,20.89,tour,FILIP MIHALJEVIC
men_SP,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Tom WALSH,1,22.31,tour,TOM WALSH
men_SP,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Joe KOVACS,2,22.00,tour,JOE KOVACS
men_SP,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Konrad BUKOWIECKI,3,21.66,tour,KONRAD BUKOWIECKI
men_SP,2022,Diamond League Final,2022-09-08,Joe KOVACS,1,23.23,dl_final,JOE KOVACS
men_SP,2022,Diamond League Final,2022-09-08,Ryan CROUSER,2,22.74,dl_final,RYAN CROUSER
men_SP,2022,Diamond League Final,2022-09-08,Tom WALSH,3,21.90,dl_final,TOM WALSH
men_SP,2022,European Athletics Championships,2022-08-15,Filip MIHALJEVIĆ,1,21.88,continental,FILIP MIHALJEVIC
men_SP,2022,European Athletics Championships,2022-08-15,Armin SINANČEVIĆ,2,21.39,continental,ARMIN SINANCEVIC
men_SP,2022,European Athletics Championships,2022-08-15,Tomáš STANĚK,3,21.26,continental,TOMAS STANEK
men_SP,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Joe KOVACS,1,22.89,tour,JOE KOVACS
men_SP,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Tom WALSH,2,21.93,tour,TOM WALSH
men_SP,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Tomáš STANĚK,3,21.66,tour,TOMAS STANEK
men_SP,2022,Memorial Borisa Hanžekovića,2022-09-10,Ryan CROUSER,1,22.19,tour,RYAN CROUSER
men_SP,2022,Memorial Borisa Hanžekovića,2022-09-10,Joe KOVACS,2,21.97,tour,JOE KOVACS
men_SP,2022,Memorial Borisa Hanžekovića,2022-09-10,Josh AWOTUNDE,3,21.73,tour,JOSH AWOTUNDE
men_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Ryan CROUSER,1,22.94,global,RYAN CROUSER
men_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Joe KOVACS,2,22.89,global,JOE KOVACS
men_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Josh AWOTUNDE,3,22.29,global,JOSH AWOTUNDE
men_TJ,2022,Diamond League Final,2022-09-08,Andy DÍAZ HERNÁNDEZ,1,17.70,dl_final,ANDY DIAZ HERNANDEZ
men_TJ,2022,Diamond League Final,2022-09-08,Pedro PICHARDO,2,17.63,dl_final,PEDRO PICHARDO
men_TJ,2022,Diamond League Final,2022-09-08,Jordan A. DÍAZ FORTUN,3,17.60,dl_final,JORDAN A. DIAZ FORTUN
men_TJ,2022,European Athletics Championships,2022-08-17,Pedro PICHARDO,1,17.50,continental,PEDRO PICHARDO
men_TJ,2022,European Athletics Championships,2022-08-17,Andrea DALLAVALLE,2,17.04,continental,ANDREA DALLAVALLE
men_TJ,2022,European Athletics Championships,2022-08-17,Jean-Marc PONTVIANNE,3,16.94,continental,JEAN-MARC PONTVIANNE
men_TJ,2022,Memorial Borisa Hanžekovića,2022-09-11,Hugues Fabrice ZANGO,1,17.07,tour,HUGUES FABRICE ZANGO
men_TJ,2022,Memorial Borisa Hanžekovića,2022-09-11,Christian TAYLOR,2,16.63,tour,CHRISTIAN TAYLOR
men_TJ,2022,Memorial Borisa Hanžekovića,2022-09-11,Jean-Marc PONTVIANNE,3,16.59,tour,JEAN-MARC PONTVIANNE
men_TJ,2022,New York Grand Prix,2022-06-12,Donald SCOTT,1,16.81,tour,DONALD SCOTT
men_TJ,2022,New York Grand Prix,2022-06-12,Will CLAYE,2,16.75,tour,WILL CLAYE
men_TJ,2022,New York Grand Prix,2022-06-12,Jordan SCOTT,3,16.69,tour,JORDAN SCOTT
men_TJ,2022,Paavo Nurmi Games,2022-06-14,Almir DOS SANTOS,1,16.90,tour,ALMIR DOS SANTOS
men_TJ,2022,Paavo Nurmi Games,2022-06-14,Tobia BOCCHI,2,16.68,tour,TOBIA BOCCHI
men_TJ,2022,Paavo Nurmi Games,2022-06-14,Yaoqing FANG,3,16.58,tour,YAOQING FANG
men_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Pedro PICHARDO,1,17.95,global,PEDRO PICHARDO
men_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Hugues Fabrice ZANGO,2,17.55,global,HUGUES FABRICE ZANGO
men_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Yaming ZHU,3,17.31,global,YAMING ZHU
women_100h,2022,4th Irena Szewinska Memorial,2022-06-03,Tia JONES,1,12.79,tour,TIA JONES
women_100h,2022,4th Irena Szewinska Memorial,2022-06-03,Tobi AMUSAN,2,12.80,tour,TOBI AMUSAN
women_100h,2022,4th Irena Szewinska Memorial,2022-06-03,Jade BARBER,3,12.98,tour,JADE BARBER
women_100h,2022,61st Golden Spike,2022-05-31,Jasmine CAMACHO-QUINN,1,12.56,tour,JASMINE CAMACHO-QUINN
women_100h,2022,61st Golden Spike,2022-05-31,Pia SKRZYSZOWSKA,2,12.65,tour,PIA SKRZYSZOWSKA
women_100h,2022,61st Golden Spike,2022-05-31,Nia ALI,3,12.69,tour,NIA ALI
women_100h,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Jasmine CAMACHO-QUINN,1,12.43,tour,JASMINE CAMACHO-QUINN
women_100h,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Pia SKRZYSZOWSKA,2,12.73,tour,PIA SKRZYSZOWSKA
women_100h,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Megan TAPPER,3,12.90,tour,MEGAN TAPPER
women_100h,2022,Diamond League Final,2022-09-08,Tobi AMUSAN,1,12.29,dl_final,TOBI AMUSAN
women_100h,2022,Diamond League Final,2022-09-08,Tia JONES,2,12.40,dl_final,TIA JONES
women_100h,2022,Diamond League Final,2022-09-08,Britany ANDERSON,3,12.42,dl_final,BRITANY ANDERSON
women_100h,2022,European Athletics Championships,2022-08-21,Pia SKRZYSZOWSKA,1,12.53,continental,PIA SKRZYSZOWSKA
women_100h,2022,European Athletics Championships,2022-08-21,Luca KOZÁK,2,12.69,continental,LUCA KOZAK
women_100h,2022,European Athletics Championships,2022-08-21,Ditaji KAMBUNDJI,3,12.74,continental,DITAJI KAMBUNDJI
women_100h,2022,FBK Games,2022-06-06,Britany ANDERSON,1,12.51,tour,BRITANY ANDERSON
women_100h,2022,FBK Games,2022-06-06,Nia ALI,2,12.69,tour,NIA ALI
women_100h,2022,FBK Games,2022-06-06,Tonea MARSHALL,3,12.70,tour,TONEA MARSHALL
women_100h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Jasmine CAMACHO-QUINN,1,12.27,tour,JASMINE CAMACHO-QUINN
women_100h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Kendra HARRISON,2,12.49,tour,KENDRA HARRISON
women_100h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Nia ALI,3,12.60,tour,NIA ALI
women_100h,2022,Memorial Borisa Hanžekovića,2022-09-11,Tonea MARSHALL,1,12.74,tour,TONEA MARSHALL
women_100h,2022,Memorial Borisa Hanžekovića,2022-09-11,Devynne CHARLTON,2,12.86,tour,DEVYNNE CHARLTON
women_100h,2022,Memorial Borisa Hanžekovića,2022-09-11,Megan TAPPER,3,13.03,tour,MEGAN TAPPER
women_100h,2022,New York Grand Prix,2022-06-12,Alaysha JOHNSON,1,12.40,tour,ALAYSHA JOHNSON
women_100h,2022,New York Grand Prix,2022-06-12,Tia JONES,2,12.53,tour,TIA JONES
women_100h,2022,New York Grand Prix,2022-06-12,Gabriele CUNNINGHAM,3,12.56,tour,GABRIELE CUNNINGHAM
women_100h,2022,Paavo Nurmi Games,2022-06-14,Tobi AMUSAN,1,12.57,tour,TOBI AMUSAN
women_100h,2022,Paavo Nurmi Games,2022-06-14,Britany ANDERSON,2,12.59,tour,BRITANY ANDERSON
women_100h,2022,Paavo Nurmi Games,2022-06-14,Nadine VISSER,3,12.72,tour,NADINE VISSER
women_100h,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Tobi AMUSAN,1,12.06,global,TOBI AMUSAN
women_100h,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Britany ANDERSON,2,12.23,global,BRITANY ANDERSON
women_100h,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Jasmine CAMACHO-QUINN,3,12.23,global,JASMINE CAMACHO-QUINN
women_100m,2022,4th Irena Szewinska Memorial,2022-06-03,Michelle-Lee AHYE,1,11.17,tour,MICHELLE-LEE AHYE
women_100m,2022,4th Irena Szewinska Memorial,2022-06-03,Vitoria Cristina ROSA,2,11.32,tour,VITORIA CRISTINA ROSA
women_100m,2022,4th Irena Szewinska Memorial,2022-06-03,Gina BASS,3,11.33,tour,GINA BASS
women_100m,2022,Diamond League Final,2022-09-08,Shelly-Ann FRASER-PRYCE,1,10.65,dl_final,SHELLY-ANN FRASER-PRYCE
women_100m,2022,Diamond League Final,2022-09-08,Shericka JACKSON,2,10.81,dl_final,SHERICKA JACKSON
women_100m,2022,Diamond League Final,2022-09-08,Marie-Josée TA LOU,3,10.91,dl_final,MARIE-JOSEE TA LOU
women_100m,2022,European Athletics Championships,2022-08-16,Gina LÜCKENKEMPER,1,10.99,continental,GINA LUCKENKEMPER
women_100m,2022,European Athletics Championships,2022-08-16,Mujinga KAMBUNDJI,2,10.99,continental,MUJINGA KAMBUNDJI
women_100m,2022,European Athletics Championships,2022-08-16,Daryll NEITA,3,11.00,continental,DARYLL NEITA
women_100m,2022,FBK Games,2022-06-06,Daryll NEITA,1,11.19,tour,DARYLL NEITA
women_100m,2022,FBK Games,2022-06-06,TyNia GAITHER,2,11.23,tour,TYNIA GAITHER
women_100m,2022,FBK Games,2022-06-06,Imani LANSIQUOT,3,11.26,tour,IMANI LANSIQUOT
women_100m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Shelly-Ann FRASER-PRYCE,1,10.67,tour,SHELLY-ANN FRASER-PRYCE
women_100m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Tamari DAVIS,2,10.92,tour,TAMARI DAVIS
women_100m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Mujinga KAMBUNDJI,3,10.99,tour,MUJINGA KAMBUNDJI
women_100m,2022,New York Grand Prix,2022-06-12,Aleia HOBBS,1,10.83,tour,ALEIA HOBBS
women_100m,2022,New York Grand Prix,2022-06-12,Sha'Carri RICHARDSON,2,10.85,tour,SHA'CARRI RICHARDSON
women_100m,2022,New York Grand Prix,2022-06-12,Teahna DANIELS,3,10.99,tour,TEAHNA DANIELS
women_100m,2022,Paavo Nurmi Games,2022-06-14,Daryll NEITA,1,11.10,tour,DARYLL NEITA
women_100m,2022,Paavo Nurmi Games,2022-06-14,Imani LANSIQUOT,2,11.36,tour,IMANI LANSIQUOT
women_100m,2022,Paavo Nurmi Games,2022-06-14,Patrizia VAN DER WEKEN,3,11.51,tour,PATRIZIA VAN DER WEKEN
women_100m,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Shelly-Ann FRASER-PRYCE,1,10.67,global,SHELLY-ANN FRASER-PRYCE
women_100m,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Shericka JACKSON,2,10.73,global,SHERICKA JACKSON
women_100m,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Elaine THOMPSON-HERAH,3,10.81,global,ELAINE THOMPSON-HERAH
women_1500m,2022,61st Golden Spike,2022-05-31,Diribe WELTEJI,1,3:59.19,tour,DIRIBE WELTEJI
women_1500m,2022,61st Golden Spike,2022-05-31,Ayal DAGNACHEW,2,3:59.87,tour,AYAL DAGNACHEW
women_1500m,2022,61st Golden Spike,2022-05-31,Netsanet DESTA,3,4:00.84,tour,NETSANET DESTA
women_1500m,2022,Diamond League Final,2022-09-08,Faith KIPYEGON,1,4:00.44,dl_final,FAITH KIPYEGON
women_1500m,2022,Diamond League Final,2022-09-08,Ciara MAGEEAN,2,4:01.68,dl_final,CIARA MAGEEAN
women_1500m,2022,Diamond League Final,2022-09-08,Freweyni HAILU,3,4:01.73,dl_final,FREWEYNI HAILU
women_1500m,2022,European Athletics Championships,2022-08-19,Laura MUIR,1,4:01.08,continental,LAURA MUIR
women_1500m,2022,European Athletics Championships,2022-08-19,Ciara MAGEEAN,2,4:02.56,continental,CIARA MAGEEAN
women_1500m,2022,European Athletics Championships,2022-08-19,Sofia ENNAOUI,3,4:03.59,continental,SOFIA ENNAOUI
women_1500m,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Faith KIPYEGON,1,3:52.96,global,FAITH KIPYEGON
women_1500m,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Gudaf TSEGAY,2,3:54.52,global,GUDAF TSEGAY
women_1500m,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Laura MUIR,3,3:55.28,global,LAURA MUIR
women_200m,2022,61st Golden Spike,2022-05-31,Aminatou SEYNI,1,22.21,tour,AMINATOU SEYNI
women_200m,2022,61st Golden Spike,2022-05-31,Allyson FELIX,2,22.78,tour,ALLYSON FELIX
women_200m,2022,61st Golden Spike,2022-05-31,Vittoria FONTANA,3,22.97,tour,VITTORIA FONTANA
women_200m,2022,Diamond League Final,2022-09-08,Shericka JACKSON,1,21.80,dl_final,SHERICKA JACKSON
women_200m,2022,Diamond League Final,2022-09-08,Gabrielle THOMAS,2,22.38,dl_final,GABRIELLE THOMAS
women_200m,2022,Diamond League Final,2022-09-08,Tamara CLARK,3,22.42,dl_final,TAMARA CLARK
women_200m,2022,European Athletics Championships,2022-08-19,Mujinga KAMBUNDJI,1,22.32,continental,MUJINGA KAMBUNDJI
women_200m,2022,European Athletics Championships,2022-08-19,Dina ASHER-SMITH,2,22.43,continental,DINA ASHER-SMITH
women_200m,2022,European Athletics Championships,2022-08-19,Ida KARSTOFT,3,22.72,continental,IDA KARSTOFT
women_200m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Shericka JACKSON,1,22.02,tour,SHERICKA JACKSON
women_200m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Mujinga KAMBUNDJI,2,22.45,tour,MUJINGA KAMBUNDJI
women_200m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Kayla WHITE,3,22.46,tour,KAYLA WHITE
women_200m,2022,New York Grand Prix,2022-06-12,Sha'Carri RICHARDSON,1,22.38,tour,SHA'CARRI RICHARDSON
women_200m,2022,New York Grand Prix,2022-06-12,Tamara CLARK,2,22.62,tour,TAMARA CLARK
women_200m,2022,New York Grand Prix,2022-06-12,TyNia GAITHER,3,22.66,tour,TYNIA GAITHER
women_200m,2022,"World Athletics Championships, Oregon 2022",2022-07-21,Shericka JACKSON,1,21.45,global,SHERICKA JACKSON
women_200m,2022,"World Athletics Championships, Oregon 2022",2022-07-21,Shelly-Ann FRASER-PRYCE,2,21.81,global,SHELLY-ANN FRASER-PRYCE
women_200m,2022,"World Athletics Championships, Oregon 2022",2022-07-21,Dina ASHER-SMITH,3,22.02,global,DINA ASHER-SMITH
women_3000sc,2022,Diamond League Final,2022-09-08,Werkuha GETACHEW,1,9:03.57,dl_final,WERKUHA GETACHEW
women_3000sc,2022,Diamond League Final,2022-09-08,Winfred YAVI,2,9:04.47,dl_final,WINFRED YAVI
women_3000sc,2022,Diamond League Final,2022-09-08,Faith CHEROTICH,3,9:06.14,dl_final,FAITH CHEROTICH
women_3000sc,2022,European Athletics Championships,2022-08-20,Luiza GEGA,1,9:11.31,continental,LUIZA GEGA
women_3000sc,2022,European Athletics Championships,2022-08-20,Lea MEYER,2,9:15.35,continental,LEA MEYER
women_3000sc,2022,European Athletics Championships,2022-08-20,Elizabeth BIRD,3,9:23.18,continental,ELIZABETH BIRD
women_3000sc,2022,FBK Games,2022-06-06,Peruth CHEMUTAI,1,9:14.00,tour,PERUTH CHEMUTAI
women_3000sc,2022,FBK Games,2022-06-06,Luiza GEGA,2,9:15.48,tour,LUIZA GEGA
women_3000sc,2022,FBK Games,2022-06-06,Celliphine Chepteek CHESPOL,3,9:15.89,tour,CELLIPHINE CHEPTEEK CHESPOL
women_3000sc,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Norah JERUTO,1,8:53.02,global,NORAH JERUTO
women_3000sc,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Werkuha GETACHEW,2,8:54.61,global,WERKUHA GETACHEW
women_3000sc,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Mekides ABEBE,3,8:56.08,global,MEKIDES ABEBE
women_400h,2022,4th Irena Szewinska Memorial,2022-06-03,Melissa GONZALEZ,1,54.80,tour,MELISSA GONZALEZ
women_400h,2022,4th Irena Szewinska Memorial,2022-06-03,Viktoriya TKACHUK,2,54.81,tour,VIKTORIYA TKACHUK
women_400h,2022,4th Irena Szewinska Memorial,2022-06-03,Line KLOSTER,3,55.76,tour,LINE KLOSTER
women_400h,2022,Diamond League Final,2022-09-08,Femke BOL,1,53.03,dl_final,FEMKE BOL
women_400h,2022,Diamond League Final,2022-09-08,Gianna WOODRUFF,2,53.72,dl_final,GIANNA WOODRUFF
women_400h,2022,Diamond League Final,2022-09-08,Janieve RUSSELL,3,53.77,dl_final,JANIEVE RUSSELL
women_400h,2022,European Athletics Championships,2022-08-19,Femke BOL,1,52.67,continental,FEMKE BOL
women_400h,2022,European Athletics Championships,2022-08-19,Viktoriya TKACHUK,2,54.30,continental,VIKTORIYA TKACHUK
women_400h,2022,European Athletics Championships,2022-08-19,Anna RYZHYKOVA,3,54.86,continental,ANNA RYZHYKOVA
women_400h,2022,FBK Games,2022-06-06,Femke BOL,1,53.94,tour,FEMKE BOL
women_400h,2022,FBK Games,2022-06-06,Anna RYZHYKOVA,2,55.62,tour,ANNA RYZHYKOVA
women_400h,2022,FBK Games,2022-06-06,Jessie KNIGHT,3,55.81,tour,JESSIE KNIGHT
women_400h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Sydney MCLAUGHLIN,1,51.68,tour,SYDNEY MCLAUGHLIN
women_400h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Janieve RUSSELL,2,54.14,tour,JANIEVE RUSSELL
women_400h,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Rushell CLAYTON,3,54.45,tour,RUSHELL CLAYTON
women_400h,2022,Memorial Borisa Hanžekovića,2022-09-11,Rushell CLAYTON,1,53.89,tour,RUSHELL CLAYTON
women_400h,2022,Memorial Borisa Hanžekovića,2022-09-11,Viktoriya TKACHUK,2,54.97,tour,VIKTORIYA TKACHUK
women_400h,2022,Memorial Borisa Hanžekovića,2022-09-11,Janieve RUSSELL,3,55.04,tour,JANIEVE RUSSELL
women_400h,2022,New York Grand Prix,2022-06-12,Gianna WOODRUFF,1,54.35,tour,GIANNA WOODRUFF
women_400h,2022,New York Grand Prix,2022-06-12,Melissa GONZALEZ,2,54.98,tour,MELISSA GONZALEZ
women_400h,2022,New York Grand Prix,2022-06-12,Shiann SALMON,3,55.28,tour,SHIANN SALMON
women_400h,2022,Paavo Nurmi Games,2022-06-14,Ayomide FOLORUNSO,1,54.73,tour,AYOMIDE FOLORUNSO
women_400h,2022,Paavo Nurmi Games,2022-06-14,Viivi LEHIKOINEN,2,55.13,tour,VIIVI LEHIKOINEN
women_400h,2022,Paavo Nurmi Games,2022-06-14,Daniela LEDECKÁ,3,56.43,tour,DANIELA LEDECKA
women_400h,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Sydney MCLAUGHLIN,1,50.68,global,SYDNEY MCLAUGHLIN
women_400h,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Femke BOL,2,52.27,global,FEMKE BOL
women_400h,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Dalilah MUHAMMAD,3,53.13,global,DALILAH MUHAMMAD
women_400m,2022,4th Irena Szewinska Memorial,2022-06-03,Modesta Justė MORAUSKAITĖ,1,51.34,tour,MODESTA JUSTE MORAUSKAITE
