discipline,year,competition,date,athlete_name,place,mark,tier,name_key
women_LJ,2024,European Athletics Championships,2024-06-12,Agate DE SOUSA,3,6.91,continental,AGATE DE SOUSA
women_LJ,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Natalia LINARES,1,6.87,tour,NATALIA LINARES
women_LJ,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Ackelia SMITH,2,6.83,tour,ACKELIA SMITH
women_LJ,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Quanesha BURKS,3,6.76,tour,QUANESHA BURKS
women_LJ,2024,The XXXIII Olympic Games,2024-08-08,Tara DAVIS-WOODHALL,1,7.10,global,TARA DAVIS-WOODHALL
women_LJ,2024,The XXXIII Olympic Games,2024-08-08,Malaika MIHAMBO,2,6.98,global,MALAIKA MIHAMBO
women_LJ,2024,The XXXIII Olympic Games,2024-08-08,Jasmine MOORE,3,6.96,global,JASMINE MOORE
women_PV,2024,Diamond League Final,2024-09-14,Nina KENNEDY,1,4.88,dl_final,NINA KENNEDY
women_PV,2024,Diamond League Final,2024-09-14,Sandi MORRIS,2,4.80,dl_final,SANDI MORRIS
women_PV,2024,Diamond League Final,2024-09-14,Alysha NEWMAN,3,4.80,dl_final,ALYSHA NEWMAN
women_PV,2024,European Athletics Championships,2024-06-10,Angelica MOSER,1,4.78,continental,ANGELICA MOSER
women_PV,2024,European Athletics Championships,2024-06-10,Aikaterini STEFANIDI,2,4.73,continental,AIKATERINI STEFANIDI
women_PV,2024,European Athletics Championships,2024-06-10,Molly CAUDERY,3,4.73,continental,MOLLY CAUDERY
women_PV,2024,FBK Games,2024-07-07,Gabriela LEON,1,4.62,tour,GABRIELA LEON
women_PV,2024,FBK Games,2024-07-07,Aikaterini STEFANIDI,2,4.52,tour,AIKATERINI STEFANIDI
women_PV,2024,FBK Games,2024-07-07,Emily GROVE,3,4.42,tour,EMILY GROVE
women_PV,2024,Paavo Nurmi Games,2024-06-18,Nina KENNEDY,1,4.80,tour,NINA KENNEDY
women_PV,2024,Paavo Nurmi Games,2024-06-18,Lene Onsrud RETZIUS,2,4.61,tour,LENE ONSRUD RETZIUS
women_PV,2024,Paavo Nurmi Games,2024-06-18,Alysha NEWMAN,3,4.61,tour,ALYSHA NEWMAN
women_PV,2024,The XXXIII Olympic Games,2024-08-07,Nina KENNEDY,1,4.90,global,NINA KENNEDY
women_PV,2024,The XXXIII Olympic Games,2024-08-07,Katie MOON,2,4.85,global,KATIE MOON
women_PV,2024,The XXXIII Olympic Games,2024-08-07,Alysha NEWMAN,3,4.85,global,ALYSHA NEWMAN
women_SP,2024,Diamond League Final,2024-09-14,Sarah MITTON,1,20.25,dl_final,SARAH MITTON
women_SP,2024,Diamond League Final,2024-09-14,Chase JACKSON,2,19.90,dl_final,CHASE JACKSON
women_SP,2024,Diamond League Final,2024-09-14,Yemisi OGUNLEYE,3,19.72,dl_final,YEMISI OGUNLEYE
women_SP,2024,European Athletics Championships,2024-06-07,Jessica SCHILDER,1,18.77,continental,JESSICA SCHILDER
women_SP,2024,European Athletics Championships,2024-06-07,Jorinde VAN KLINKEN,2,18.67,continental,JORINDE VAN KLINKEN
women_SP,2024,European Athletics Championships,2024-06-07,Yemisi OGUNLEYE,3,18.62,continental,YEMISI OGUNLEYE
women_SP,2024,FBK Games,2024-07-07,Jessica SCHILDER,1,20.33,tour,JESSICA SCHILDER
women_SP,2024,FBK Games,2024-07-07,Chase JACKSON,2,20.07,tour,CHASE JACKSON
women_SP,2024,FBK Games,2024-07-07,Lijiao GONG,3,20.00,tour,LIJIAO GONG
women_SP,2024,The XXXIII Olympic Games,2024-08-09,Yemisi OGUNLEYE,1,20.00,global,YEMISI OGUNLEYE
women_SP,2024,The XXXIII Olympic Games,2024-08-09,Maddison-Lee WESCHE,2,19.86,global,MADDISON-LEE WESCHE
women_SP,2024,The XXXIII Olympic Games,2024-08-09,Jiayuan SONG,3,19.32,global,JIAYUAN SONG
women_TJ,2024,Diamond League Final,2024-09-14,Leyanis PÉREZ HERNÁNDEZ,1,14.37,dl_final,LEYANIS PEREZ HERNANDEZ
women_TJ,2024,Diamond League Final,2024-09-14,Shanieka RICKETTS,2,14.22,dl_final,SHANIEKA RICKETTS
women_TJ,2024,Diamond League Final,2024-09-14,Ackelia SMITH,3,14.11,dl_final,ACKELIA SMITH
women_TJ,2024,European Athletics Championships,2024-06-09,Ana PELETEIRO-COMPAORÉ,1,14.85,continental,ANA PELETEIRO-COMPAORE
women_TJ,2024,European Athletics Championships,2024-06-09,Tuğba DANIŞMAZ,2,14.57,continental,TUGBA DANISMAZ
women_TJ,2024,European Athletics Championships,2024-06-09,Ilionis GUILLAUME,3,14.43,continental,ILIONIS GUILLAUME
women_TJ,2024,Paavo Nurmi Games,2024-06-18,Shanieka RICKETTS,1,14.17,tour,SHANIEKA RICKETTS
women_TJ,2024,Paavo Nurmi Games,2024-06-18,Dariya DERKACH,2,14.08,tour,DARIYA DERKACH
women_TJ,2024,Paavo Nurmi Games,2024-06-18,Maja ÅSKAG,3,14.06,tour,MAJA ASKAG
women_TJ,2024,The XXXIII Olympic Games,2024-08-03,Thea LAFOND,1,15.02,global,THEA LAFOND
women_TJ,2024,The XXXIII Olympic Games,2024-08-03,Shanieka RICKETTS,2,14.87,global,SHANIEKA RICKETTS
women_TJ,2024,The XXXIII Olympic Games,2024-08-03,Jasmine MOORE,3,14.67,global,JASMINE MOORE
men_100m,2025,Diamond League Final,2025-08-28,Christian COLEMAN,1,9.97,dl_final,CHRISTIAN COLEMAN
men_100m,2025,Diamond League Final,2025-08-28,Akani SIMBINE,2,9.98,dl_final,AKANI SIMBINE
men_100m,2025,Diamond League Final,2025-08-28,Ackeem BLAKE,3,9.99,dl_final,ACKEEM BLAKE
men_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Oblique SEVILLE,1,9.77,global,OBLIQUE SEVILLE
men_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Kishane THOMPSON,2,9.82,global,KISHANE THOMPSON
men_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Noah LYLES,3,9.89,global,NOAH LYLES
men_110h,2025,Diamond League Final,2025-08-28,Cordell TINCH,1,12.92,dl_final,CORDELL TINCH
men_110h,2025,Diamond League Final,2025-08-28,Enrique LLOPIS,2,13.12,dl_final,ENRIQUE LLOPIS
men_110h,2025,Diamond League Final,2025-08-28,Jamal BRITT,3,13.21,dl_final,JAMAL BRITT
men_110h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Cordell TINCH,1,13.20,tour,CORDELL TINCH
men_110h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Hansle PARCHMENT,2,13.24,tour,HANSLE PARCHMENT
men_110h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Eric EDWARDS,3,13.26,tour,ERIC EDWARDS
men_110h,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Cordell TINCH,1,12.99,global,CORDELL TINCH
men_110h,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Orlando BENNETT,2,13.08,global,ORLANDO BENNETT
men_110h,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Tyler MASON,3,13.12,global,TYLER MASON
men_110h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Tatsuki ABE,1,13.22,tour,TATSUKI ABE
men_110h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Zhuoyi XU,2,13.23,tour,ZHUOYI XU
men_110h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Yuanjiang CHEN,3,13.27,tour,YUANJIANG CHEN
men_1500m,2025,Diamond League Final,2025-08-28,Niels LAROS,1,3:29.20,dl_final,NIELS LAROS
men_1500m,2025,Diamond League Final,2025-08-28,Reynold CHERUIYOT,2,3:29.91,dl_final,REYNOLD CHERUIYOT
men_1500m,2025,Diamond League Final,2025-08-28,Phanuel Kipkosgei KOECH,3,3:30.02,dl_final,PHANUEL KIPKOSGEI KOECH
men_1500m,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Isaac NADER,1,3:34.10,global,ISAAC NADER
men_1500m,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Jake WIGHTMAN,2,3:34.12,global,JAKE WIGHTMAN
men_1500m,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Reynold CHERUIYOT,3,3:34.25,global,REYNOLD CHERUIYOT
men_200m,2025,Diamond League Final,2025-08-28,Noah LYLES,1,19.74,dl_final,NOAH LYLES
men_200m,2025,Diamond League Final,2025-08-28,Letsile TEBOGO,2,19.76,dl_final,LETSILE TEBOGO
men_200m,2025,Diamond League Final,2025-08-28,Alexander OGANDO,3,20.14,dl_final,ALEXANDER OGANDO
men_200m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Bryan LEVELL,1,19.69,tour,BRYAN LEVELL
men_200m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Wayde VAN NIEKERK,2,20.07,tour,WAYDE VAN NIEKERK
men_200m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Benjamin RICHARDSON,3,20.30,tour,BENJAMIN RICHARDSON
men_200m,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Noah LYLES,1,19.52,global,NOAH LYLES
men_200m,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Kenneth BEDNAREK,2,19.58,global,KENNETH BEDNAREK
men_200m,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Bryan LEVELL,3,19.64,global,BRYAN LEVELL
men_3000sc,2025,Diamond League Final,2025-08-28,Frederik RUPPERT,1,8:09.02,dl_final,FREDERIK RUPPERT
men_3000sc,2025,Diamond League Final,2025-08-28,Edmund SEREM,2,8:09.96,dl_final,EDMUND SEREM
men_3000sc,2025,Diamond League Final,2025-08-28,Salah Eddine BEN YAZIDE,3,8:14.10,dl_final,SALAH EDDINE BEN YAZIDE
men_3000sc,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Geordie BEAMISH,1,8:33.88,global,GEORDIE BEAMISH
men_3000sc,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Soufiane EL BAKKALI,2,8:33.95,global,SOUFIANE EL BAKKALI
men_3000sc,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Edmund SEREM,3,8:34.56,global,EDMUND SEREM
men_400h,2025,Diamond League Final,2025-08-28,Karsten WARHOLM,1,46.70,dl_final,KARSTEN WARHOLM
men_400h,2025,Diamond League Final,2025-08-28,Abderrahman SAMBA,2,47.45,dl_final,ABDERRAHMAN SAMBA
men_400h,2025,Diamond League Final,2025-08-28,Ezekiel NATHANIEL,3,47.56,dl_final,EZEKIEL NATHANIEL
men_400h,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Rai BENJAMIN,1,46.52,global,RAI BENJAMIN
men_400h,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Alison DOS SANTOS,2,46.84,global,ALISON DOS SANTOS
men_400h,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Abderrahman SAMBA,3,47.06,global,ABDERRAHMAN SAMBA
men_400m,2025,Diamond League Final,2025-08-28,Jacory PATTERSON,1,43.85,dl_final,JACORY PATTERSON
men_400m,2025,Diamond League Final,2025-08-28,Bayapo NDORI,2,44.40,dl_final,BAYAPO NDORI
men_400m,2025,Diamond League Final,2025-08-28,Vernon NORWOOD,3,44.45,dl_final,VERNON NORWOOD
men_400m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Muzala SAMUKONGA,1,44.11,tour,MUZALA SAMUKONGA
men_400m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Jereem RICHARDS,2,44.14,tour,JEREEM RICHARDS
men_400m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Khaleb MCRAE,3,44.16,tour,KHALEB MCRAE
men_400m,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Busang Collen KEBINATSHIPI,1,43.53,global,BUSANG COLLEN KEBINATSHIPI
men_400m,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Jereem RICHARDS,2,43.72,global,JEREEM RICHARDS
men_400m,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Bayapo NDORI,3,44.20,global,BAYAPO NDORI
men_400m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Khaleb MCRAE,1,44.64,tour,KHALEB MCRAE
men_400m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Bryce DEADMON,2,44.78,tour,BRYCE DEADMON
men_400m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Dylan BORLÉE,3,45.15,tour,DYLAN BORLEE
men_5000m,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Cole HOCKER,1,12:58.30,global,COLE HOCKER
men_5000m,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Isaac KIMELI,2,12:58.78,global,ISAAC KIMELI
men_5000m,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Jimmy GRESSIER,3,12:59.33,global,JIMMY GRESSIER
men_800m,2025,Diamond League Final,2025-08-28,Emmanuel WANYONYI,1,1:42.37,dl_final,EMMANUEL WANYONYI
men_800m,2025,Diamond League Final,2025-08-28,Max BURGIN,2,1:42.42,dl_final,MAX BURGIN
men_800m,2025,Diamond League Final,2025-08-28,Marco AROP,3,1:42.57,dl_final,MARCO AROP
men_800m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Laban Kipkorir CHEPKWONY,1,1:42.96,tour,LABAN KIPKORIR CHEPKWONY
men_800m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Mark ENGLISH,2,1:43.37,tour,MARK ENGLISH
men_800m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Yanis MEZIANE,3,1:43.71,tour,YANIS MEZIANE
men_800m,2025,"World Athletics Championships, Tokyo 2025",2025-09-20,Emmanuel WANYONYI,1,1:41.86,global,EMMANUEL WANYONYI
men_800m,2025,"World Athletics Championships, Tokyo 2025",2025-09-20,Djamel SEDJATI,2,1:41.90,global,DJAMEL SEDJATI
men_800m,2025,"World Athletics Championships, Tokyo 2025",2025-09-20,Marco AROP,3,1:41.95,global,MARCO AROP
men_800m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Mark ENGLISH,1,1:44.67,tour,MARK ENGLISH
men_800m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Pablo SÁNCHEZ-VALLADARES,2,1:44.79,tour,PABLO SANCHEZ-VALLADARES
men_800m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Wyclife KINYAMAL,3,1:44.86,tour,WYCLIFE KINYAMAL
men_DT,2025,Diamond League Final,2025-08-28,Mykolas ALEKNA,1,68.89,dl_final,MYKOLAS ALEKNA
men_DT,2025,Diamond League Final,2025-08-28,Kristjan ČEH,2,67.18,dl_final,KRISTJAN CEH
men_DT,2025,Diamond League Final,2025-08-28,Roje STONA,3,67.06,dl_final,ROJE STONA
men_DT,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Daniel STÅHL,1,70.47,global,DANIEL STAHL
men_DT,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Mykolas ALEKNA,2,67.84,global,MYKOLAS ALEKNA
men_DT,2025,"World Athletics Championships, Tokyo 2025",2025-09-21,Alex ROSE,3,66.96,global,ALEX ROSE
men_HJ,2025,Diamond League Final,2025-08-28,Hamish KERR,1,2.32,dl_final,HAMISH KERR
men_HJ,2025,Diamond League Final,2025-08-28,Oleh DOROSHCHUK,2,2.30,dl_final,OLEH DOROSHCHUK
men_HJ,2025,Diamond League Final,2025-08-28,JuVaughn HARRISON,3,2.25,dl_final,JUVAUGHN HARRISON
men_HJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Naoto HASEGAWA,1,2.27,tour,NAOTO HASEGAWA
men_HJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Shelby MCEWEN,2,2.24,tour,SHELBY MCEWEN
men_HJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Dmytro NIKITIN,3,2.24,tour,DMYTRO NIKITIN
men_HJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Hamish KERR,1,2.36,global,HAMISH KERR
men_HJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Sanghyeok WOO,2,2.34,global,SANGHYEOK WOO
men_HJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-16,Jan ŠTEFELA,3,2.31,global,JAN STEFELA
men_HJ,2025,World Athletics Continental Tour - Beijing,2025-09-07,Jialun LI,1,2.20,tour,JIALUN LI
men_HJ,2025,World Athletics Continental Tour - Beijing,2025-09-07,Zhen WANG,2,2.20,tour,ZHEN WANG
men_HJ,2025,World Athletics Continental Tour - Beijing,2025-09-07,Guobiao WU,3,2.20,tour,GUOBIAO WU
men_JT,2025,Diamond League Final,2025-08-28,Julian WEBER,1,91.51,dl_final,JULIAN WEBER
men_JT,2025,Diamond League Final,2025-08-28,Neeraj CHOPRA,2,85.01,dl_final,NEERAJ CHOPRA
men_JT,2025,Diamond League Final,2025-08-28,Keshorn WALCOTT,3,84.95,dl_final,KESHORN WALCOTT
men_JT,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Keshorn WALCOTT,1,88.16,global,KESHORN WALCOTT
men_JT,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Anderson PETERS,2,87.38,global,ANDERSON PETERS
men_JT,2025,"World Athletics Championships, Tokyo 2025",2025-09-18,Curtis THOMPSON,3,86.67,global,CURTIS THOMPSON
men_LJ,2025,Diamond League Final,2025-08-28,Simon EHAMMER,1,8.32,dl_final,SIMON EHAMMER
men_LJ,2025,Diamond League Final,2025-08-28,Mattia FURLANI,2,8.30,dl_final,MATTIA FURLANI
men_LJ,2025,Diamond League Final,2025-08-28,Liam ADCOCK,3,8.24,dl_final,LIAM ADCOCK
men_LJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Simon BATZ,1,8.07,tour,SIMON BATZ
men_LJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Miltiadis TENTOGLOU,2,8.05,tour,MILTIADIS TENTOGLOU
men_LJ,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Anvar ANVAROV,3,8.05,tour,ANVAR ANVAROV
men_LJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Mattia FURLANI,1,8.39,global,MATTIA FURLANI
men_LJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Tajay GAYLE,2,8.34,global,TAJAY GAYLE
men_LJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-17,Yuhao SHI,3,8.33,global,YUHAO SHI
men_PV,2025,Diamond League Final,2025-08-28,Armand DUPLANTIS,1,6.00,dl_final,ARMAND DUPLANTIS
men_PV,2025,Diamond League Final,2025-08-28,Emmanouil KARALIS,2,6.00,dl_final,EMMANOUIL KARALIS
men_PV,2025,Diamond League Final,2025-08-28,Sam KENDRICKS,3,5.80,dl_final,SAM KENDRICKS
men_PV,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Armand DUPLANTIS,1,6.29,tour,ARMAND DUPLANTIS
men_PV,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Emmanouil KARALIS,2,6.02,tour,EMMANOUIL KARALIS
men_PV,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Kurtis MARSCHALL,3,5.82,tour,KURTIS MARSCHALL
men_PV,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Armand DUPLANTIS,1,6.30,global,ARMAND DUPLANTIS
men_PV,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Emmanouil KARALIS,2,6.00,global,EMMANOUIL KARALIS
men_PV,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Kurtis MARSCHALL,3,5.95,global,KURTIS MARSCHALL
men_PV,2025,World Athletics Continental Tour - Beijing,2025-09-07,Tao ZHONG,1,5.75,tour,TAO ZHONG
men_PV,2025,World Athletics Continental Tour - Beijing,2025-09-07,Cole WALSH,2,5.75,tour,COLE WALSH
men_PV,2025,World Athletics Continental Tour - Beijing,2025-09-07,Ernest John OBIENA,3,5.65,tour,ERNEST JOHN OBIENA
men_SP,2025,Diamond League Final,2025-08-28,Joe KOVACS,1,22.46,dl_final,JOE KOVACS
men_SP,2025,Diamond League Final,2025-08-28,Payton OTTERDAHL,2,22.07,dl_final,PAYTON OTTERDAHL
men_SP,2025,Diamond League Final,2025-08-28,Rajindra CAMPBELL,3,21.87,dl_final,RAJINDRA CAMPBELL
men_SP,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Joe KOVACS,1,22.33,tour,JOE KOVACS
men_SP,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Tom WALSH,2,21.52,tour,TOM WALSH
men_SP,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Chukwuebuka ENEKWECHI,3,21.15,tour,CHUKWUEBUKA ENEKWECHI
men_SP,2025,"World Athletics Championships, Tokyo 2025",2025-09-13,Ryan CROUSER,1,22.34,global,RYAN CROUSER
men_SP,2025,"World Athletics Championships, Tokyo 2025",2025-09-13,Uziel MUÑOZ,2,21.97,global,UZIEL MUNOZ
men_SP,2025,"World Athletics Championships, Tokyo 2025",2025-09-13,Leonardo FABBRI,3,21.94,global,LEONARDO FABBRI
men_TJ,2025,Diamond League Final,2025-08-28,Andy DÍAZ HERNÁNDEZ,1,17.56,dl_final,ANDY DIAZ HERNANDEZ
men_TJ,2025,Diamond League Final,2025-08-28,Pedro PICHARDO,2,17.47,dl_final,PEDRO PICHARDO
men_TJ,2025,Diamond League Final,2025-08-28,Yasser Mohammed TRIKI,3,17.42,dl_final,YASSER MOHAMMED TRIKI
men_TJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Pedro PICHARDO,1,17.91,global,PEDRO PICHARDO
men_TJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Andrea DALLAVALLE,2,17.64,global,ANDREA DALLAVALLE
men_TJ,2025,"World Athletics Championships, Tokyo 2025",2025-09-19,Lázaro MARTÍNEZ,3,17.49,global,LAZARO MARTINEZ
women_100h,2025,Diamond League Final,2025-08-28,Ackera NUGENT,1,12.30,dl_final,ACKERA NUGENT
women_100h,2025,Diamond League Final,2025-08-28,Ditaji KAMBUNDJI,2,12.40,dl_final,DITAJI KAMBUNDJI
women_100h,2025,Diamond League Final,2025-08-28,Grace STARK,3,12.44,dl_final,GRACE STARK
women_100h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Nadine VISSER,1,12.43,tour,NADINE VISSER
women_100h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Alia ARMSTRONG,2,12.59,tour,ALIA ARMSTRONG
women_100h,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Christina CLEMONS,3,12.74,tour,CHRISTINA CLEMONS
women_100h,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Ditaji KAMBUNDJI,1,12.24,global,DITAJI KAMBUNDJI
women_100h,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Tobi AMUSAN,2,12.29,global,TOBI AMUSAN
women_100h,2025,"World Athletics Championships, Tokyo 2025",2025-09-15,Grace STARK,3,12.34,global,GRACE STARK
women_100h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Anna TÓTH,1,12.83,tour,ANNA TOTH
women_100h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Rayniah JONES,2,13.00,tour,RAYNIAH JONES
women_100h,2025,World Athletics Continental Tour - Beijing,2025-09-07,Ricarda LOBE,3,13.05,tour,RICARDA LOBE
women_100m,2025,Diamond League Final,2025-08-28,Julien ALFRED,1,10.76,dl_final,JULIEN ALFRED
women_100m,2025,Diamond League Final,2025-08-28,Tia CLAYTON,2,10.84,dl_final,TIA CLAYTON
women_100m,2025,Diamond League Final,2025-08-28,Marie-Josée TA LOU-SMITH,3,10.92,dl_final,MARIE-JOSEE TA LOU-SMITH
women_100m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Marie-Josée TA LOU-SMITH,1,10.97,tour,MARIE-JOSEE TA LOU-SMITH
women_100m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Tina CLAYTON,2,10.99,tour,TINA CLAYTON
women_100m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Shericka JACKSON,3,11.00,tour,SHERICKA JACKSON
women_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Melissa JEFFERSON-WOODEN,1,10.61,global,MELISSA JEFFERSON-WOODEN
women_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Tina CLAYTON,2,10.76,global,TINA CLAYTON
women_100m,2025,"World Athletics Championships, Tokyo 2025",2025-09-14,Julien ALFRED,3,10.84,global,JULIEN ALFRED
women_100m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Maia MCCOY,1,11.20,tour,MAIA MCCOY
women_100m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Destiny SMITH-BARNETT,2,11.28,tour,DESTINY SMITH-BARNETT
women_100m,2025,World Athletics Continental Tour - Beijing,2025-09-07,Celera BARNES,3,11.32,tour,CELERA BARNES
women_1500m,2025,Diamond League Final,2025-08-28,Nelly CHEPCHIRCHIR,1,3:56.99,dl_final,NELLY CHEPCHIRCHIR
women_1500m,2025,Diamond League Final,2025-08-28,Jessica HULL,2,3:57.02,dl_final,JESSICA HULL
women_1500m,2025,Diamond League Final,2025-08-28,Linden HALL,3,3:57.44,dl_final,LINDEN HALL
women_1500m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Georgia GRIFFITH,1,3:58.25,tour,GEORGIA GRIFFITH
women_1500m,2025,Gyulai István Memorial - Hungarian Athletics Grand Prix,2025-08-12,Marta PÉREZ,2,3:59.22,tour,MARTA PEREZ
